+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+----------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2149.56                | 10619.02                   | 6   | 37779,37968,38157,37777,37966,38155 | 8469.46  | 394.01   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2543.8                 | 10950.43                   | 6   | 36652,36841,37030,36650,36839,37028 | 8406.63  | 330.48   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5511.08                | 13903.2                    | 6   | 38388,38577,38766,38386,38575,38764 | 8392.12  | 152.28   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 4794.51                | 12988.72                   | 6   | 38381,38570,38759,38379,38568,38757 | 8194.21  | 170.91   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1973.78                | 10090.28                   | 6   | 36645,36834,37023,36643,36832,37021 | 8116.5   | 411.22   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4074.88                | 12079.2                    | 6   | 38374,38563,38752,38372,38561,38750 | 8004.32  | 196.43   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3382.82                | 11030.61                   | 6   | 38367,38556,38745,38365,38554,38743 | 7647.79  | 226.08   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2651.21                | 9945.54                    | 6   | 38360,38549,38738,38358,38547,38736 | 7294.33  | 275.13   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1916.26                | 8740.5                     | 6   | 38353,38542,38731,38351,38540,38729 | 6824.24  | 356.12   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1436.49                | 7954.5                     | 6   | 37772,37961,38150,37770,37959,38148 | 6518.01  | 453.75   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1445.88                | 7903.06                    | 6   | 38346,38535,38724,38344,38533,38722 | 6457.18  | 446.59   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1338.89                | 7376.09                    | 6   | 36638,36827,37016,36636,36825,37014 | 6037.2   | 450.91   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 949.86                 | 5911.51                    | 6   | 38339,38528,38717,38337,38526,38715 | 4961.65  | 522.36   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 834.91                 | 4769.3                     | 6   | 37765,37954,38143,37763,37952,38141 | 3934.39  | 471.24   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 788.73                 | 4508.27                    | 6   | 36631,36820,37009,36629,36818,37007 | 3719.54  | 471.59   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4134.82                | 7426.82                    | 6   | 1820,2002,2184,1818,2000,2182       | 3292.0   | 79.62    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1131072    | 4163.34                | 7412.06                    | 6   | 728,910,1092,726,908,1090           | 3248.72  | 78.03    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1131072    | 3923.6                 | 7051.06                    | 6   | 7826,8008,8190,7824,8006,8188       | 3127.46  | 79.71    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 568.76                 | 3545.0                     | 6   | 38332,38521,38710,38330,38519,38708 | 2976.24  | 523.29   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1006072    | 3719.62                | 6626.4                     | 6   | 721,903,1085,719,901,1083           | 2906.78  | 78.15    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1006072    | 3681.54                | 6585.67                    | 6   | 1813,1995,2177,1811,1993,2175       | 2904.13  | 78.88    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1131072    | 3361.04                | 6209.74                    | 6   | 6734,6916,7098,6732,6914,7096       | 2848.7   | 84.76    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1131072    | 3148.61                | 5956.57                    | 6   | 5642,5824,6006,5640,5822,6004       | 2807.96  | 89.18    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1131072    | 3157.68                | 5957.61                    | 6   | 4004,4186,4368,4002,4184,4366       | 2799.93  | 88.67    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1006072    | 3490.0                 | 6268.01                    | 6   | 7819,8001,8183,7817,7999,8181       | 2778.01  | 79.6     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 4423.99                | 7137.44                    | 6   | 19166,19369,19572,19164,19367,19570 | 2713.45  | 61.33    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1131072    | 3136.0                 | 5826.62                    | 6   | 2912,3094,3276,2910,3092,3274       | 2690.62  | 85.8     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 4528.21                | 7147.24                    | 6   | 17948,18151,18354,17946,18149,18352 | 2619.03  | 57.84    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1131072    | 2705.15                | 5289.89                    | 6   | 4550,4732,4914,4548,4730,4912       | 2584.74  | 95.55    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 9048576    | 4145.52                | 6696.68                    | 6   | 25865,26068,26271,25863,26066,26269 | 2551.16  | 61.54    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 881072     | 3206.26                | 5742.82                    | 6   | 1806,1988,2170,1804,1986,2168       | 2536.56  | 79.11    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1006072    | 2810.7                 | 5314.97                    | 6   | 3997,4179,4361,3995,4177,4359       | 2504.27  | 89.1     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 881072     | 3243.5                 | 5745.53                    | 6   | 714,896,1078,712,894,1076           | 2502.03  | 77.14    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 881072     | 3060.98                | 5536.54                    | 6   | 7812,7994,8176,7810,7992,8174       | 2475.56  | 80.87    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1006072    | 2826.63                | 5221.98                    | 6   | 2905,3087,3269,2903,3085,3267       | 2395.35  | 84.74    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 3378.96                | 5727.46                    | 6   | 23429,23632,23835,23427,23630,23833 | 2348.5   | 69.5     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 4004.86                | 6328.77                    | 6   | 17941,18144,18347,17939,18142,18345 | 2323.91  | 58.03    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 3840.93                | 6119.71                    | 6   | 24647,24850,25053,24645,24848,25051 | 2278.78  | 59.33    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1006072    | 2411.24                | 4674.74                    | 6   | 4543,4725,4907,4541,4723,4905       | 2263.5   | 93.87    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 4104.43                | 6331.38                    | 6   | 19159,19362,19565,19157,19360,19563 | 2226.95  | 54.26    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 881072     | 2471.0                 | 4656.41                    | 6   | 3990,4172,4354,3988,4170,4352       | 2185.41  | 88.44    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 756072     | 2729.73                | 4913.31                    | 6   | 1799,1981,2163,1797,1979,2161       | 2183.58  | 79.99    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 881072     | 2456.56                | 4633.12                    | 6   | 5628,5810,5992,5626,5808,5990       | 2176.56  | 88.6     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 3498.25                | 5672.9                     | 6   | 21602,21805,22008,21600,21803,22006 | 2174.65  | 62.16    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 465.1                  | 2599.58                    | 6   | 37758,37947,38136,37756,37945,38134 | 2134.48  | 458.93   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 756072     | 2765.81                | 4890.24                    | 6   | 707,889,1071,705,887,1069           | 2124.43  | 76.81    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 881072     | 2512.48                | 4628.46                    | 6   | 2898,3080,3262,2896,3078,3260       | 2115.98  | 84.22    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3020.23                | 5127.39                    | 6   | 23422,23625,23828,23420,23623,23826 | 2107.16  | 69.77    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 756072     | 2635.71                | 4723.07                    | 6   | 7805,7987,8169,7803,7985,8167       | 2087.36  | 79.2     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 3512.32                | 5517.54                    | 6   | 17934,18137,18340,17932,18135,18338 | 2005.22  | 57.09    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 8048576    | 3059.88                | 5059.32                    | 6   | 21595,21798,22001,21593,21796,21999 | 1999.44  | 65.34    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 881072     | 2122.02                | 4096.28                    | 6   | 4536,4718,4900,4534,4716,4898       | 1974.26  | 93.04    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 9048576    | 3088.74                | 5057.24                    | 6   | 22211,22414,22617,22209,22412,22615 | 1968.5   | 63.73    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 9048576    | 3551.85                | 5501.64                    | 6   | 20384,20587,20790,20382,20585,20788 | 1949.79  | 54.9     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 3601.84                | 5514.88                    | 6   | 19152,19355,19558,19150,19353,19556 | 1913.04  | 53.11    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 444.21                 | 2354.04                    | 6   | 36624,36813,37002,36622,36811,37000 | 1909.83  | 429.94   |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 756072     | 2121.14                | 4002.52                    | 6   | 3983,4165,4347,3981,4163,4345       | 1881.38  | 88.7     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 8048576    | 3587.36                | 5443.55                    | 6   | 24640,24843,25046,24638,24841,25044 | 1856.19  | 51.74    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 2592.6                 | 4435.75                    | 6   | 21588,21791,21994,21586,21789,21992 | 1843.15  | 71.09    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8048576    | 3082.62                | 4920.88                    | 6   | 20377,20580,20783,20375,20578,20781 | 1838.26  | 59.63    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 2679.16                | 4514.49                    | 6   | 22204,22407,22610,22202,22405,22608 | 1835.33  | 68.5     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 756072     | 1991.29                | 3826.6                     | 6   | 5621,5803,5985,5619,5801,5983       | 1835.31  | 92.17    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 7048576    | 2633.16                | 4464.74                    | 6   | 23415,23618,23821,23413,23616,23819 | 1831.58  | 69.56    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 7048576    | 3394.34                | 5215.42                    | 6   | 25851,26054,26257,25849,26052,26255 | 1821.08  | 53.65    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 756072     | 2178.11                | 3997.27                    | 6   | 2891,3073,3255,2889,3071,3253       | 1819.16  | 83.52    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 6048576    | 2899.91                | 4697.78                    | 6   | 19145,19348,19551,19143,19346,19549 | 1797.87  | 62.0     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 631072     | 2260.92                | 4048.25                    | 6   | 1792,1974,2156,1790,1972,2154       | 1787.33  | 79.05    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 2638.19                | 4397.43                    | 6   | 20370,20573,20776,20368,20571,20774 | 1759.24  | 66.68    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 631072     | 2205.77                | 3949.02                    | 6   | 7798,7980,8162,7796,7978,8160       | 1743.25  | 79.03    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8048576    | 4217.69                | 5956.89                    | 6   | 25858,26061,26264,25856,26059,26262 | 1739.2   | 41.24    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 6048576    | 2754.46                | 4489.68                    | 6   | 25844,26047,26250,25842,26045,26248 | 1735.22  | 63.0     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 756072     | 1819.96                | 3526.22                    | 6   | 4529,4711,4893,4527,4709,4891       | 1706.26  | 93.75    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1006072    | 2978.7                 | 4680.3                     | 6   | 6727,6909,7091,6725,6907,7089       | 1701.6   | 57.13    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1006072    | 2799.63                | 4485.43                    | 6   | 5635,5817,5999,5633,5815,5997       | 1685.8   | 60.22    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 3074.57                | 4760.31                    | 6   | 24633,24836,25039,24631,24834,25037 | 1685.74  | 54.83    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 319.35                 | 1986.78                    | 6   | 38325,38514,38703,38323,38512,38701 | 1667.43  | 522.13   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 3045.61                | 4700.69                    | 6   | 17927,18130,18333,17925,18128,18331 | 1655.08  | 54.34    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 2299.1                 | 3947.33                    | 6   | 22197,22400,22603,22195,22398,22601 | 1648.23  | 71.69    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 631072     | 1778.1                 | 3350.96                    | 6   | 3976,4158,4340,3974,4156,4338       | 1572.86  | 88.46    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 631072     | 1913.23                | 3481.18                    | 6   | 6706,6888,7070,6704,6886,7068       | 1567.95  | 81.95    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 2550.77                | 4094.32                    | 6   | 24626,24829,25032,24624,24827,25030 | 1543.55  | 60.51    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 631072     | 1666.58                | 3199.83                    | 6   | 5614,5796,5978,5612,5794,5976       | 1533.25  | 92.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 631072     | 1834.86                | 3349.21                    | 6   | 2884,3066,3248,2882,3064,3246       | 1514.35  | 82.53    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 6048576    | 2324.76                | 3838.09                    | 6   | 23408,23611,23814,23406,23609,23812 | 1513.33  | 65.1     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 2337.18                | 3830.28                    | 6   | 21581,21784,21987,21579,21782,21985 | 1493.1   | 63.88    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 881072     | 2642.44                | 4102.1                     | 6   | 6720,6902,7084,6718,6900,7082       | 1459.66  | 55.24    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 631072     | 1518.18                | 2964.85                    | 6   | 4522,4704,4886,4520,4702,4884       | 1446.67  | 95.29    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 506072     | 1784.27                | 3218.21                    | 6   | 1785,1967,2149,1783,1965,2147       | 1433.94  | 80.37    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 6048576    | 2366.26                | 3794.15                    | 6   | 20363,20566,20769,20361,20564,20767 | 1427.89  | 60.34    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 506072     | 1770.78                | 3177.78                    | 6   | 7791,7973,8155,7789,7971,8153       | 1407.0   | 79.46    |
