+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1006072    | 2065.87  | 2087.0                     | 6   | 6175,6357,6539,6179,6361,6543       | 21.13    | 1.02     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 126.76   | 147.61                     | 6   | 2297,2479,2661,2301,2483,2665       | 20.85    | 16.45    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 127.79   | 148.53                     | 6   | 5027,5209,5391,5031,5213,5395       | 20.74    | 16.23    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 1199.4   | 1219.41                    | 6   | 19748,19951,20154,19752,19955,20158 | 20.01    | 1.67     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 881072     | 4609.09  | 4628.46                    | 6   | 2892,3074,3256,2896,3078,3260       | 19.37    | 0.42     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 506072     | 479.37   | 498.73                     | 6   | 1233,1415,1597,1237,1419,1601       | 19.36    | 4.04     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 631072     | 3462.13  | 3481.18                    | 6   | 6700,6882,7064,6704,6886,7068       | 19.05    | 0.55     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 756072     | 3508.34  | 3526.22                    | 6   | 4523,4705,4887,4527,4709,4891       | 17.88    | 0.51     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 881072     | 5725.29  | 5742.82                    | 6   | 1800,1982,2164,1804,1986,2168       | 17.53    | 0.31     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 496.12   | 512.46                     | 6   | 26447,26650,26853,26451,26654,26857 | 16.34    | 3.29     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 705.6    | 721.77                     | 6   | 155,337,519,159,341,523             | 16.17    | 2.29     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 381072     | 767.55   | 783.64                     | 6   | 6140,6322,6504,6144,6326,6508       | 16.09    | 2.1      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 417.21   | 432.67                     | 6   | 26440,26643,26846,26444,26647,26850 | 15.46    | 3.71     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 881072     | 5521.84  | 5536.54                    | 6   | 7806,7988,8170,7810,7992,8174       | 14.7     | 0.27     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1131072    | 6196.11  | 6209.74                    | 6   | 6728,6910,7092,6732,6914,7096       | 13.63    | 0.22     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1052.95  | 1066.42                    | 6   | 7274,7456,7638,7278,7460,7642       | 13.47    | 1.28     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1131072    | 2210.66  | 2223.87                    | 6   | 3452,3634,3816,3456,3638,3820       | 13.21    | 0.6      |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 256072     | 1591.88  | 1604.78                    | 6   | 1765,1947,2129,1769,1951,2133       | 12.9     | 0.81     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1131072    | 7038.65  | 7051.06                    | 6   | 7820,8002,8184,7824,8006,8188       | 12.41    | 0.18     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 35.48    | 47.06                      | 6   | 7204,7386,7568,7208,7390,7572       | 11.58    | 32.64    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1553.88  | 1565.13                    | 6   | 6161,6343,6525,6165,6347,6529       | 11.25    | 0.72     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 1006072    | 1863.68  | 1874.72                    | 6   | 2353,2535,2717,2357,2539,2721       | 11.04    | 0.59     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 14350.59 | 14361.59                   | 6   | 37794,37983,38172,37798,37987,38176 | 11.0     | 0.08     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 938.72   | 949.5                      | 6   | 169,351,533,173,355,537             | 10.78    | 1.15     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048576    | 439.46   | 449.55                     | 6   | 23983,24186,24389,23987,24190,24393 | 10.09    | 2.3      |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 706.73   | 716.76                     | 6   | 1247,1429,1611,1251,1433,1615       | 10.03    | 1.42     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 881072     | 1636.5   | 1646.26                    | 6   | 2346,2528,2710,2350,2532,2714       | 9.76     | 0.6      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 631072     | 3190.13  | 3199.83                    | 6   | 5608,5790,5972,5612,5794,5976       | 9.7      | 0.3      |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1006072    | 6575.98  | 6585.67                    | 6   | 1807,1989,2171,1811,1993,2175       | 9.69     | 0.15     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 256072     | 1592.33  | 1601.51                    | 6   | 673,855,1037,677,859,1041           | 9.18     | 0.58     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2091.8   | 2100.83                    | 6   | 5090,5272,5454,5094,5276,5458       | 9.03     | 0.43     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 506072     | 3168.76  | 3177.78                    | 6   | 7785,7967,8149,7789,7971,8153       | 9.02     | 0.28     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 4048576    | 3225.59  | 3234.6                     | 6   | 19125,19328,19531,19129,19332,19535 | 9.01     | 0.28     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 756072     | 1498.52  | 1507.46                    | 6   | 3431,3613,3795,3435,3617,3799       | 8.94     | 0.6      |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 825.56   | 834.13                     | 6   | 8352,8534,8716,8356,8538,8720       | 8.57     | 1.04     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 2477.27  | 2485.83                    | 6   | 19118,19321,19524,19122,19325,19528 | 8.56     | 0.35     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 756072     | 3818.25  | 3826.6                     | 6   | 5615,5797,5979,5619,5801,5983       | 8.35     | 0.22     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 6048576    | 4481.38  | 4489.68                    | 6   | 25838,26041,26244,25842,26045,26248 | 8.3      | 0.19     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 256072     | 1378.22  | 1386.47                    | 6   | 2857,3039,3221,2861,3043,3225       | 8.25     | 0.6      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 506072     | 2359.93  | 2368.14                    | 6   | 4509,4691,4873,4513,4695,4877       | 8.21     | 0.35     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 506072     | 476.65   | 484.83                     | 6   | 7239,7421,7603,7243,7425,7607       | 8.18     | 1.72     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 9048576    | 6111.8   | 6119.71                    | 6   | 24641,24844,25047,24645,24848,25051 | 7.91     | 0.13     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 256072     | 513.34   | 521.24                     | 6   | 3403,3585,3767,3407,3589,3771       | 7.9      | 1.54     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 833.17   | 840.92                     | 6   | 7764,7946,8128,7768,7950,8132       | 7.75     | 0.93     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 593.88   | 601.59                     | 6   | 1240,1422,1604,1244,1426,1608       | 7.71     | 1.3      |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 3048576    | 2072.23  | 2079.78                    | 6   | 24599,24802,25005,24603,24806,25009 | 7.55     | 0.36     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 4506.95  | 4514.49                    | 6   | 22198,22401,22604,22202,22405,22608 | 7.54     | 0.17     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 244.07   | 251.57                     | 6   | 8317,8499,8681,8321,8503,8685       | 7.5      | 3.07     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1006072    | 5307.52  | 5314.97                    | 6   | 3991,4173,4355,3995,4177,4359       | 7.45     | 0.14     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 3823.0   | 3830.28                    | 6   | 21575,21778,21981,21579,21782,21985 | 7.28     | 0.19     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | asc        | 381072     | 709.41   | 716.67                     | 6   | 2318,2500,2682,2322,2504,2686       | 7.26     | 1.02     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 654.41   | 661.6                      | 6   | 17326,17529,17732,17330,17533,17736 | 7.19     | 1.1      |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 9048576    | 5665.87  | 5672.9                     | 6   | 21596,21799,22002,21600,21803,22006 | 7.03     | 0.12     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 5048576    | 1069.68  | 1076.65                    | 6   | 24004,24207,24410,24008,24211,24414 | 6.97     | 0.65     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 4048576    | 2578.1   | 2585.03                    | 6   | 20343,20546,20749,20347,20550,20753 | 6.93     | 0.27     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 631072     | 3942.3   | 3949.02                    | 6   | 7792,7974,8156,7796,7978,8160       | 6.72     | 0.17     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 756072     | 4883.62  | 4890.24                    | 6   | 701,883,1065,705,887,1069           | 6.62     | 0.14     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 256072     | 242.84   | 249.28                     | 6   | 7225,7407,7589,7229,7411,7593       | 6.44     | 2.65     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 381072     | 2099.57  | 2105.98                    | 6   | 6686,6868,7050,6690,6872,7054       | 6.41     | 0.31     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 756072     | 3996.18  | 4002.52                    | 6   | 3977,4159,4341,3981,4163,4345       | 6.34     | 0.16     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 12072.88 | 12079.2                    | 6   | 38368,38557,38746,38372,38561,38750 | 6.32     | 0.05     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 881072     | 1634.54  | 1640.85                    | 6   | 5076,5258,5440,5080,5262,5444       | 6.31     | 0.39     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 2828.0   | 2834.31                    | 6   | 22177,22380,22583,22181,22384,22587 | 6.31     | 0.22     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 5721.18  | 5727.46                    | 6   | 23423,23626,23829,23427,23630,23833 | 6.28     | 0.11     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 3959.83  | 3966.08                    | 6   | 19132,19335,19538,19136,19339,19542 | 6.25     | 0.16     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 506072     | 2693.28  | 2699.51                    | 6   | 3963,4145,4327,3967,4149,4331       | 6.23     | 0.23     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 256072     | 1309.16  | 1315.23                    | 6   | 5587,5769,5951,5591,5773,5955       | 6.07     | 0.46     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 5048576    | 3193.4   | 3199.47                    | 6   | 20350,20553,20756,20354,20557,20760 | 6.07     | 0.19     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 939.43   | 945.45                     | 6   | 1261,1443,1625,1265,1447,1629       | 6.02     | 0.64     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1060.92  | 1066.92                    | 6   | 1268,1450,1632,1272,1454,1636       | 6.0      | 0.57     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 6048576    | 3390.4   | 3396.39                    | 6   | 22184,22387,22590,22188,22391,22594 | 5.99     | 0.18     |
