+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+----------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-geoghegan-43ff7415 | cnt |                 qid                 | pct_diff |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 2198.57                | 9705.98                    | 6   | 42889,43078,43267,42887,43076,43265 | 341.47   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 262144     | 2916.5                 | 12655.33                   | 6   | 39487,39676,39865,39485,39674,39863 | 333.92   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 2461.92                | 10677.4                    | 6   | 41188,41377,41566,41186,41375,41564 | 333.7    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 133.54                 | 576.11                     | 6   | 42280,42469,42658,42278,42467,42656 | 331.41   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2543.8                 | 10950.43                   | 6   | 36652,36841,37030,36650,36839,37028 | 330.48   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 2841.13                | 12098.63                   | 6   | 42322,42511,42700,42320,42509,42698 | 325.84   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 80.24                  | 341.15                     | 6   | 39438,39627,39816,39436,39625,39814 | 325.16   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2722.31                | 11572.86                   | 6   | 37786,37975,38164,37784,37973,38162 | 325.11   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 145.42                 | 617.71                     | 6   | 39445,39634,39823,39443,39632,39821 | 324.78   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 66.27                  | 279.34                     | 6   | 42840,43029,43218,42838,43027,43216 | 321.52   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 36.64                  | 152.39                     | 6   | 41132,41321,41510,41130,41319,41508 | 315.91   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 130.35                 | 517.03                     | 6   | 37744,37933,38122,37742,37931,38120 | 296.65   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 71.11                  | 281.95                     | 6   | 41139,41328,41517,41137,41326,41515 | 296.5    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 76.73                  | 293.13                     | 6   | 37737,37926,38115,37735,37924,38113 | 282.03   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 51.82                  | 196.2                      | 6   | 38304,38493,38682,38302,38491,38680 | 278.62   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512144     | 3798.14                | 14296.08                   | 6   | 39494,39683,39872,39492,39681,39870 | 276.4    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3859.84                | 14490.3                    | 6   | 44030,44219,44408,44028,44217,44406 | 275.41   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2651.21                | 9945.54                    | 6   | 38360,38549,38738,38358,38547,38736 | 275.13   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512144     | 3259.55                | 12122.85                   | 6   | 41195,41384,41573,41193,41382,41571 | 271.92   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3396.83                | 12621.2                    | 6   | 36659,36848,37037,36657,36846,37035 | 271.56   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 72.32                  | 267.97                     | 6   | 36603,36792,36981,36601,36790,36979 | 270.53   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512144     | 3724.6                 | 13669.92                   | 6   | 42329,42518,42707,42327,42516,42705 | 267.02   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2975.65                | 10839.77                   | 6   | 42896,43085,43274,42894,43083,43272 | 264.28   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3658.01                | 13069.25                   | 6   | 37793,37982,38171,37791,37980,38169 | 257.28   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 4687.3                 | 16113.4                    | 6   | 44037,44226,44415,44035,44224,44413 | 243.77   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 30.13                  | 101.68                     | 6   | 38297,38486,38675,38295,38484,38673 | 237.47   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 762144     | 4616.82                | 15537.07                   | 6   | 39501,39690,39879,39499,39688,39877 | 236.53   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4155.96                | 13974.82                   | 6   | 36666,36855,37044,36664,36853,37042 | 236.26   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 3989.32                | 13331.73                   | 6   | 41202,41391,41580,41200,41389,41578 | 234.19   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 4538.86                | 15075.02                   | 6   | 42336,42525,42714,42334,42523,42712 | 232.13   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 3670.84                | 12092.66                   | 6   | 42903,43092,43281,42901,43090,43279 | 229.42   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3382.82                | 11030.61                   | 6   | 38367,38556,38745,38365,38554,38743 | 226.08   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 4436.82                | 14361.59                   | 6   | 37800,37989,38178,37798,37987,38176 | 223.69   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 45.38                  | 144.46                     | 6   | 39431,39620,39809,39429,39618,39807 | 218.33   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 5426.65                | 16926.13                   | 6   | 39508,39697,39886,39506,39695,39884 | 211.91   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1012144    | 5514.02                | 17148.58                   | 6   | 44044,44233,44422,44042,44231,44420 | 211.0    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 4891.6                 | 14900.13                   | 6   | 36673,36862,37051,36671,36860,37049 | 204.61   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 4730.4                 | 14368.82                   | 6   | 41209,41398,41587,41207,41396,41585 | 203.75   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1012144    | 5393.44                | 16241.34                   | 6   | 42343,42532,42721,42341,42530,42719 | 201.13   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 4461.29                | 13353.36                   | 6   | 42910,43099,43288,42908,43097,43286 | 199.32   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4074.88                | 12079.2                    | 6   | 38374,38563,38752,38372,38561,38750 | 196.43   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 39.28                  | 116.34                     | 6   | 42833,43022,43211,42831,43020,43209 | 196.18   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5217.11                | 15427.35                   | 6   | 37807,37996,38185,37805,37994,38183 | 195.71   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1262144    | 6419.62                | 18607.2                    | 6   | 44051,44240,44429,44049,44238,44427 | 189.85   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1262144    | 6237.1                 | 17902.92                   | 6   | 39515,39704,39893,39513,39702,39891 | 187.04   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 5633.9                 | 15951.49                   | 6   | 36680,36869,37058,36678,36867,37056 | 183.13   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 5520.01                | 15623.27                   | 6   | 41216,41405,41594,41214,41403,41592 | 183.03   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 46.9                   | 132.57                     | 6   | 43967,44156,44345,43965,44154,44343 | 182.67   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6227.66                | 17552.63                   | 6   | 42350,42539,42728,42348,42537,42726 | 181.85   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 5180.15                | 14577.66                   | 6   | 42917,43106,43295,42915,43104,43293 | 181.41   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 41.4                   | 115.84                     | 6   | 37730,37919,38108,37728,37917,38106 | 179.81   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1262144    | 6025.96                | 16490.78                   | 6   | 37814,38003,38192,37812,38001,38190 | 173.66   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 73.4                   | 199.9                      | 6   | 42273,42462,42651,42271,42460,42649 | 172.34   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 4794.51                | 12988.72                   | 6   | 38381,38570,38759,38379,38568,38757 | 170.91   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 7270.51                | 19575.03                   | 6   | 44058,44247,44436,44056,44245,44434 | 169.24   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1512144    | 7030.99                | 18897.99                   | 6   | 39522,39711,39900,39520,39709,39898 | 168.78   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 6377.73                | 17047.08                   | 6   | 36687,36876,37065,36685,36874,37063 | 167.29   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 6274.26                | 16629.69                   | 6   | 41223,41412,41601,41221,41410,41599 | 165.05   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1512144    | 7056.83                | 18551.62                   | 6   | 42357,42546,42735,42355,42544,42733 | 162.89   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 5903.46                | 15453.36                   | 6   | 42924,43113,43302,42922,43111,43300 | 161.77   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 6860.23                | 17672.5                    | 6   | 37821,38010,38199,37819,38008,38197 | 157.61   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 8072.21                | 20663.15                   | 6   | 44065,44254,44443,44063,44252,44441 | 155.98   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1762144    | 7806.64                | 19825.83                   | 6   | 39529,39718,39907,39527,39716,39905 | 153.96   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 7192.0                 | 18255.5                    | 6   | 36694,36883,37072,36692,36881,37070 | 153.83   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5511.08                | 13903.2                    | 6   | 38388,38577,38766,38386,38575,38764 | 152.28   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 25.29                  | 62.84                      | 6   | 36589,36778,36967,36587,36776,36965 | 148.48   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 6994.99                | 17331.04                   | 6   | 41230,41419,41608,41228,41417,41606 | 147.76   |
