+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 5635.17                            | 15983.87                         | 6   | 36677,36866,37055,36679,36868,37057 | 10348.7  | 183.64   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5235.57                            | 15372.98                         | 6   | 37804,37993,38182,37806,37995,38184 | 10137.41 | 193.63   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 4875.75                            | 14946.35                         | 6   | 36670,36859,37048,36672,36861,37050 | 10070.6  | 206.54   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 4431.29                            | 14339.11                         | 6   | 37797,37986,38175,37799,37988,38177 | 9907.82  | 223.59   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4163.25                            | 13866.5                          | 6   | 36663,36852,37041,36665,36854,37043 | 9703.25  | 233.07   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3647.26                            | 13069.52                         | 6   | 37790,37979,38168,37792,37981,38170 | 9422.26  | 258.34   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3411.73                            | 12671.88                         | 6   | 36656,36845,37034,36658,36847,37036 | 9260.15  | 271.42   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2728.89                            | 11495.46                         | 6   | 37783,37972,38161,37785,37974,38163 | 8766.57  | 321.25   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2471.73                            | 11180.9                          | 6   | 36649,36838,37027,36651,36840,37029 | 8709.17  | 352.35   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6217.61                            | 14757.09                         | 6   | 38392,38581,38770,38394,38583,38772 | 8539.48  | 137.34   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 6933.86                            | 15420.64                         | 6   | 38399,38588,38777,38401,38590,38779 | 8486.78  | 122.4    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2144.68                            | 10595.92                         | 6   | 37776,37965,38154,37778,37967,38156 | 8451.24  | 394.06   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 7528.55                            | 15972.45                         | 6   | 38406,38595,38784,38408,38597,38786 | 8443.9   | 112.16   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5528.84                            | 13783.91                         | 6   | 38385,38574,38763,38387,38576,38765 | 8255.07  | 149.31   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 4812.09                            | 13039.57                         | 6   | 38378,38567,38756,38380,38569,38758 | 8227.48  | 170.98   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1975.47                            | 9950.11                          | 6   | 36642,36831,37020,36644,36833,37022 | 7974.64  | 403.68   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4119.27                            | 12069.98                         | 6   | 38371,38560,38749,38373,38562,38751 | 7950.71  | 193.01   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3373.36                            | 10997.51                         | 6   | 38364,38553,38742,38366,38555,38744 | 7624.15  | 226.01   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2645.66                            | 9920.39                          | 6   | 38357,38546,38735,38359,38548,38737 | 7274.73  | 274.97   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1924.01                            | 8711.65                          | 6   | 38350,38539,38728,38352,38541,38730 | 6787.64  | 352.79   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1427.7                             | 7895.5                           | 6   | 37769,37958,38147,37771,37960,38149 | 6467.8   | 453.02   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1443.88                            | 7876.35                          | 6   | 38343,38532,38721,38345,38534,38723 | 6432.47  | 445.5    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1335.43                            | 7409.96                          | 6   | 36635,36824,37013,36637,36826,37015 | 6074.53  | 454.87   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 947.88                             | 5894.56                          | 6   | 38336,38525,38714,38338,38527,38716 | 4946.68  | 521.87   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 839.37                             | 4770.59                          | 6   | 37762,37951,38140,37764,37953,38142 | 3931.22  | 468.35   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 781.45                             | 4528.01                          | 6   | 36628,36817,37006,36630,36819,37008 | 3746.56  | 479.44   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4131.33                            | 7402.02                          | 6   | 1817,1999,2181,1819,2001,2183       | 3270.69  | 79.17    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 560.96                             | 3580.18                          | 6   | 38329,38518,38707,38331,38520,38709 | 3019.22  | 538.22   |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1006072    | 3489.22                            | 6267.17                          | 6   | 7816,7998,8180,7818,8000,8182       | 2777.95  | 79.62    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 462.64                             | 2620.82                          | 6   | 37755,37944,38133,37757,37946,38135 | 2158.18  | 466.49   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 442.9                              | 2522.62                          | 6   | 36621,36810,36999,36623,36812,37001 | 2079.72  | 469.57   |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 881072     | 2119.55                            | 4105.01                          | 6   | 4533,4715,4897,4535,4717,4899       | 1985.46  | 93.67    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1006072    | 4639.73                            | 6579.58                          | 6   | 1810,1992,2174,1812,1994,2176       | 1939.85  | 41.81    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 756072     | 2243.26                            | 4153.46                          | 6   | 6710,6892,7074,6712,6894,7076       | 1910.2   | 85.15    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1131072    | 4302.58                            | 6204.13                          | 6   | 6731,6913,7095,6733,6915,7097       | 1901.55  | 44.2     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 1131072    | 4094.83                            | 5957.31                          | 6   | 4001,4183,4365,4003,4185,4367       | 1862.48  | 45.48    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 756072     | 1991.67                            | 3829.9                           | 6   | 5618,5800,5982,5620,5802,5984       | 1838.23  | 92.3     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 4565.18                            | 6267.25                          | 6   | 17945,18148,18351,17947,18150,18353 | 1702.07  | 37.28    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 313.65                             | 1962.92                          | 6   | 38322,38511,38700,38324,38513,38702 | 1649.27  | 525.83   |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 1006072    | 3620.92                            | 5225.33                          | 6   | 2902,3084,3266,2904,3086,3268       | 1604.41  | 44.31    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 3378.41                            | 4925.89                          | 6   | 23426,23629,23832,23428,23631,23834 | 1547.48  | 45.8     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 631072     | 1666.29                            | 3203.47                          | 6   | 5611,5793,5975,5613,5795,5977       | 1537.18  | 92.25    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 1006072    | 3163.89                            | 4674.8                           | 6   | 4540,4722,4904,4542,4724,4906       | 1510.91  | 47.75    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 881072     | 3364.76                            | 4851.23                          | 6   | 6717,6899,7081,6719,6901,7083       | 1486.47  | 44.18    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 881072     | 3177.41                            | 4626.26                          | 6   | 5625,5807,5989,5627,5809,5991       | 1448.85  | 45.6     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 756072     | 3479.02                            | 4896.75                          | 6   | 704,886,1068,706,888,1070           | 1417.73  | 40.75    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 506072     | 1798.08                            | 3201.24                          | 6   | 690,872,1054,692,874,1056           | 1403.16  | 78.04    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 881072     | 3221.49                            | 4620.7                           | 6   | 2895,3077,3259,2897,3079,3261       | 1399.21  | 43.43    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 5048576    | 2142.27                            | 3420.56                          | 6   | 24616,24819,25022,24618,24821,25024 | 1278.29  | 59.67    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 756072     | 2120.59                            | 3393.31                          | 6   | 3980,4162,4344,3982,4164,4346       | 1272.72  | 60.02    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 8048576    | 2695.45                            | 3888.9                           | 6   | 22201,22404,22607,22203,22406,22609 | 1193.45  | 44.28    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 631072     | 2779.51                            | 3952.05                          | 6   | 7795,7977,8159,7797,7979,8161       | 1172.54  | 42.19    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 631072     | 2870.17                            | 4041.24                          | 6   | 697,879,1061,699,881,1063           | 1171.07  | 40.8     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 2967.55                            | 4134.08                          | 6   | 17924,18127,18330,17926,18129,18332 | 1166.53  | 39.31    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 6048576    | 2757.16                            | 3901.93                          | 6   | 25841,26044,26247,25843,26046,26249 | 1144.77  | 41.52    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 506072     | 1226.95                            | 2365.03                          | 6   | 4512,4694,4876,4514,4696,4878       | 1138.08  | 92.76    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 756072     | 2402.86                            | 3519.82                          | 6   | 4526,4708,4890,4528,4710,4892       | 1116.96  | 46.48    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 7048576    | 2281.28                            | 3393.36                          | 6   | 22194,22397,22600,22196,22399,22602 | 1112.08  | 48.75    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 7048576    | 3081.25                            | 4186.4                           | 6   | 24630,24833,25036,24632,24835,25038 | 1105.15  | 35.87    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 381072     | 1336.98                            | 2399.49                          | 6   | 7781,7963,8145,7783,7965,8147       | 1062.51  | 79.47    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 249.35                             | 1300.3                           | 6   | 37748,37937,38126,37750,37939,38128 | 1050.95  | 421.48   |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1131072    | 6003.7                             | 7049.16                          | 6   | 7823,8005,8187,7825,8007,8189       | 1045.46  | 17.41    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 631072     | 2301.25                            | 3346.7                           | 6   | 3973,4155,4337,3975,4157,4339       | 1045.45  | 45.43    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 248.4                              | 1287.38                          | 6   | 36614,36803,36992,36616,36805,36994 | 1038.98  | 418.27   |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 631072     | 2340.57                            | 3350.08                          | 6   | 2881,3063,3245,2883,3065,3247       | 1009.51  | 43.13    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 6048576    | 2326.39                            | 3303.37                          | 6   | 23405,23608,23811,23407,23610,23813 | 976.98   | 42.0     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 1006072    | 5617.36                            | 6586.74                          | 6   | 718,900,1082,720,902,1084           | 969.38   | 17.26    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 631072     | 1993.1                             | 2942.67                          | 6   | 4519,4701,4883,4521,4703,4885       | 949.57   | 47.64    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1131072    | 4075.41                            | 5008.58                          | 6   | 5639,5821,6003,5641,5823,6005       | 933.17   | 22.9     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 4411.5                             | 5325.71                          | 6   | 19163,19366,19569,19165,19368,19571 | 914.21   | 20.72    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 175.59                             | 1039.75                          | 6   | 38315,38504,38693,38317,38506,38695 | 864.16   | 492.15   |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 506072     | 1856.01                            | 2695.32                          | 6   | 3966,4148,4330,3968,4150,4332       | 839.31   | 45.22    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 506072     | 1879.14                            | 2699.33                          | 6   | 2874,3056,3238,2876,3058,3240       | 820.19   | 43.65    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 5048576    | 1677.31                            | 2450.59                          | 6   | 22180,22383,22586,22182,22385,22588 | 773.28   | 46.1     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 4047.25                            | 4781.3                           | 6   | 17938,18141,18344,17940,18143,18346 | 734.05   | 18.14    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 756072     | 3451.44                            | 4169.36                          | 6   | 1796,1978,2160,1798,1980,2162       | 717.92   | 20.8     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8048576    | 3021.15                            | 3684.24                          | 6   | 23419,23622,23825,23421,23624,23827 | 663.09   | 21.95    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 256072     | 730.84                             | 1371.78                          | 6   | 3952,4134,4316,3954,4136,4318       | 640.94   | 87.7     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 2192.2                             | 2827.13                          | 6   | 17910,18113,18316,17912,18115,18318 | 634.93   | 28.96    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 1535.54                            | 2166.39                          | 6   | 19121,19324,19527,19123,19326,19529 | 630.85   | 41.08    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 381072     | 1476.46                            | 2099.03                          | 6   | 6689,6871,7053,6691,6873,7055       | 622.57   | 42.17    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 381072     | 1330.12                            | 1941.63                          | 6   | 5597,5779,5961,5599,5781,5963       | 611.51   | 45.97    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 3496.85                            | 4107.92                          | 6   | 19149,19352,19555,19151,19354,19557 | 611.07   | 17.47    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 6048576    | 2900.5                             | 3503.78                          | 6   | 19142,19345,19548,19144,19347,19550 | 603.28   | 20.8     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 7048576    | 2631.72                            | 3229.23                          | 6   | 23412,23615,23818,23414,23617,23820 | 597.51   | 22.7     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1622.47                            | 2212.31                          | 6   | 23391,23594,23797,23393,23596,23799 | 589.84   | 36.35    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 3048576    | 1389.5                             | 1974.97                          | 6   | 25820,26023,26226,25822,26025,26228 | 585.47   | 42.14    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 3232.81                            | 3817.29                          | 6   | 21585,21788,21991,21587,21790,21993 | 584.48   | 18.08    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 131.47                             | 683.21                           | 6   | 36607,36796,36985,36609,36798,36987 | 551.74   | 419.67   |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 2235.69                            | 2765.4                           | 6   | 21578,21781,21984,21580,21783,21986 | 529.71   | 23.69    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 7048576    | 2704.08                            | 3228.43                          | 6   | 20367,20570,20773,20369,20572,20775 | 524.35   | 19.39    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 631072     | 2423.33                            | 2938.68                          | 6   | 6703,6885,7067,6705,6887,7069       | 515.35   | 21.27    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 133.72                             | 645.43                           | 6   | 37741,37930,38119,37743,37932,38121 | 511.71   | 382.67   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 2548.61                            | 3049.15                          | 6   | 24623,24826,25029,24625,24828,25031 | 500.54   | 19.64    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8048576    | 3123.08                            | 3620.45                          | 6   | 20374,20577,20780,20376,20579,20782 | 497.37   | 15.93    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 5048576    | 2301.2                             | 2788.44                          | 6   | 25834,26037,26240,25836,26039,26242 | 487.24   | 21.17    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 256072     | 902.4                              | 1380.5                           | 6   | 7774,7956,8138,7776,7958,8140       | 478.1    | 52.98    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 506072     | 1782.45                            | 2253.75                          | 6   | 1782,1964,2146,1784,1966,2148       | 471.3    | 26.44    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 256072     | 1122.79                            | 1591.19                          | 6   | 1768,1950,2132,1770,1952,2134       | 468.4    | 41.72    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 256072     | 1147.47                            | 1591.5                           | 6   | 676,858,1040,678,860,1042           | 444.03   | 38.7     |
