+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+----------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-43ff7415 | cnt |                 qid                 | pct_diff |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 20.13    | 27.56                      | 6   | 64037,64240,64443,64041,64244,64447 | 36.91    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.25     | 1.7                        | 6   | 1121,1303,1485,1125,1307,1489       | 36.0     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 964.41   | 1309.31                    | 6   | 70806,71009,71212,70810,71013,71216 | 35.76    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 524288     | 78.01    | 105.89                     | 6   | 61622,61825,62028,61626,61829,62032 | 35.74    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 0.43     | 0.58                       | 6   | 20238,20441,20644,20242,20445,20648 | 34.88    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1232.8   | 1656.63                    | 6   | 70820,71023,71226,70824,71027,71230 | 34.38    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 512        | 0.47     | 0.63                       | 6   | 22681,22884,23087,22685,22888,23091 | 34.04    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 0.27     | 0.36                       | 6   | 20217,20420,20623,20221,20424,20627 | 33.33    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.09     | 1.45                       | 6   | 36,218,400,40,222,404               | 33.03    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 1093.63  | 1452.43                    | 6   | 62896,63099,63302,62900,63103,63306 | 32.81    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 35.48    | 47.06                      | 6   | 7204,7386,7568,7208,7390,7572       | 32.64    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 8.71     | 11.53                      | 6   | 61594,61797,62000,61598,61801,62004 | 32.38    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 381072     | 358.65   | 474.72                     | 6   | 7232,7414,7596,7236,7418,7600       | 32.36    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.58     | 2.09                       | 6   | 46110,46285,46460,46114,46289,46464 | 32.28    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 0.28     | 0.37                       | 6   | 80816,81012,81208,80820,81016,81212 | 32.14    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 965.24   | 1274.14                    | 6   | 61671,61874,62077,61675,61878,62081 | 32.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 8          | 1.01     | 1.33                       | 6   | 2752,2934,3116,2756,2938,3120       | 31.68    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8048576    | 1098.2   | 1432.16                    | 6   | 61678,61881,62084,61682,61885,62088 | 30.41    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048576    | 287.12   | 374.43                     | 6   | 62854,63057,63260,62858,63061,63264 | 30.41    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048576    | 283.46   | 369.51                     | 6   | 70771,70974,71177,70775,70978,71181 | 30.36    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 11.34    | 14.78                      | 6   | 51934,52109,52284,51938,52113,52288 | 30.34    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 5048576    | 688.76   | 896.24                     | 6   | 61657,61860,62063,61661,61864,62067 | 30.12    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4048576    | 560.41   | 729.17                     | 6   | 62868,63071,63274,62872,63075,63278 | 30.11    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128036     | 265.97   | 345.69                     | 6   | 46194,46369,46544,46198,46373,46548 | 29.97    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 701.35   | 911.0                      | 6   | 62875,63078,63281,62879,63082,63285 | 29.89    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 5048576    | 1375.5   | 1782.97                    | 6   | 65311,65514,65717,65315,65518,65721 | 29.62    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 0.34     | 0.44                       | 6   | 68195,68398,68601,68199,68402,68605 | 29.41    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 2          | 0.58     | 0.75                       | 6   | 1100,1282,1464,1104,1286,1468       | 29.31    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1228.53  | 1588.57                    | 6   | 69602,69805,70008,69606,69809,70012 | 29.31    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 4          | 0.41     | 0.53                       | 6   | 74397,74572,74747,74401,74576,74751 | 29.27    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 524288     | 145.68   | 188.22                     | 6   | 68321,68524,68727,68325,68528,68731 | 29.2     |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 0.79     | 1.02                       | 6   | 82636,82832,83028,82640,82836,83032 | 29.11    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 4048576    | 559.58   | 718.6                      | 6   | 61650,61853,62056,61654,61857,62060 | 28.42    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 10.07    | 12.91                      | 6   | 8282,8464,8646,8286,8468,8650       | 28.2     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 127.51   | 163.31                     | 6   | 120,302,484,124,306,488             | 28.08    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 560.07   | 714.88                     | 6   | 69567,69770,69973,69571,69774,69977 | 27.64    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 4          | 1.1      | 1.4                        | 6   | 45039,45214,45389,45043,45218,45393 | 27.27    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128036     | 268.22   | 341.29                     | 6   | 53019,53194,53369,53023,53198,53373 | 27.24    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 3048576    | 420.23   | 533.39                     | 6   | 61643,61846,62049,61647,61850,62053 | 26.93    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 1020.36  | 1294.95                    | 6   | 53061,53236,53411,53065,53240,53415 | 26.91    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 2.79     | 3.54                       | 6   | 23311,23514,23717,23315,23518,23721 | 26.88    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 2.76     | 3.5                        | 6   | 25747,25950,26153,25751,25954,26157 | 26.81    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 596.96   | 756.11                     | 6   | 8338,8520,8702,8342,8524,8706       | 26.66    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 65536      | 137.38   | 173.9                      | 6   | 51962,52137,52312,51966,52141,52316 | 26.58    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 138.47   | 175.0                      | 6   | 53012,53187,53362,53016,53191,53366 | 26.38    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 2.73     | 3.45                       | 6   | 52963,53138,53313,52967,53142,53317 | 26.37    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 2048576    | 287.64   | 362.52                     | 6   | 61636,61839,62042,61640,61843,62046 | 26.03    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 0.31     | 0.39                       | 6   | 23892,24095,24298,23896,24099,24302 | 25.81    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 1.55     | 1.95                       | 6   | 50,232,414,54,236,418               | 25.81    |
| 28  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 0.97     | 1.22                       | 6   | 60012,60180,60348,60016,60184,60352 | 25.77    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 2.95     | 3.71                       | 6   | 47699,47874,48049,47703,47878,48053 | 25.76    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 503036     | 1041.96  | 1309.64                    | 6   | 45186,45361,45536,45190,45365,45540 | 25.69    |
| 27  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 8          | 0.78     | 0.98                       | 6   | 57982,58150,58318,57986,58154,58322 | 25.64    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.3      | 1.63                       | 6   | 582,764,946,586,768,950             | 25.38    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 2          | 0.72     | 0.9                        | 6   | 45032,45207,45382,45036,45211,45386 | 25.0     |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32         | 0.28     | 0.35                       | 4   | 87900,88096,87904,88100             | 25.0     |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 2.3      | 2.87                       | 6   | 67628,67831,68034,67632,67835,68038 | 24.78    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 1.09     | 1.36                       | 6   | 51864,52039,52214,51868,52043,52218 | 24.77    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 1.98     | 2.47                       | 6   | 47160,47335,47510,47164,47339,47514 | 24.75    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 0.57     | 0.71                       | 6   | 80277,80473,80669,80281,80477,80673 | 24.56    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 2.0      | 2.49                       | 6   | 68846,69049,69252,68850,69053,69256 | 24.5     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 0.78     | 0.97                       | 6   | 8205,8387,8569,8209,8391,8573       | 24.36    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 253036     | 525.96   | 654.0                      | 6   | 53033,53208,53383,53037,53212,53387 | 24.34    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 1.07     | 1.33                       | 6   | 20252,20455,20658,20256,20459,20662 | 24.3     |
| 27  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 0.66     | 0.82                       | 6   | 57975,58143,58311,57979,58147,58315 | 24.24    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 1.53     | 1.9                        | 6   | 7155,7337,7519,7159,7341,7523       | 24.18    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 3.32     | 4.12                       | 6   | 70694,70897,71100,70698,70901,71104 | 24.1     |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 0.25     | 0.31                       | 6   | 82601,82797,82993,82605,82801,82997 | 24.0     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 0.96     | 1.19                       | 6   | 2759,2941,3123,2763,2945,3127       | 23.96    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 315536     | 657.55   | 813.42                     | 6   | 46215,46390,46565,46219,46394,46569 | 23.7     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 2.45     | 3.03                       | 6   | 21484,21687,21890,21488,21691,21894 | 23.67    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 0.93     | 1.15                       | 6   | 80284,80480,80676,80288,80484,80680 | 23.66    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 2.96     | 3.66                       | 6   | 69476,69679,69882,69480,69683,69886 | 23.65    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32768      | 69.58    | 85.85                      | 6   | 51955,52130,52305,51959,52134,52309 | 23.38    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 0.6      | 0.74                       | 6   | 22688,22891,23094,22692,22895,23098 | 23.33    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 2.53     | 3.12                       | 6   | 68244,68447,68650,68248,68451,68654 | 23.32    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 1.3      | 1.6                        | 6   | 63351,63554,63757,63355,63558,63761 | 23.08    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 2.47     | 3.04                       | 6   | 80298,80494,80690,80302,80498,80694 | 23.08    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 0.39     | 0.48                       | 6   | 83210,83406,83602,83214,83410,83606 | 23.08    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 1.75     | 2.15                       | 6   | 65185,65388,65591,65189,65392,65595 | 22.86    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 0.92     | 1.13                       | 6   | 1107,1289,1471,1111,1293,1475       | 22.83    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 3.09     | 3.79                       | 6   | 50849,51024,51199,50853,51028,51203 | 22.65    |
| 28  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16         | 0.84     | 1.03                       | 6   | 61013,61181,61349,61017,61185,61353 | 22.62    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 3.06     | 3.75                       | 6   | 49799,49974,50149,49803,49978,50153 | 22.55    |
| 36  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 0.71     | 0.87                       | 6   | 78079,78254,78429,78083,78258,78433 | 22.54    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 2.31     | 2.83                       | 6   | 46131,46306,46481,46135,46310,46485 | 22.51    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 1.7      | 2.08                       | 6   | 62140,62343,62546,62144,62347,62550 | 22.35    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 0.45     | 0.55                       | 6   | 82041,82237,82433,82045,82241,82437 | 22.22    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 1.17     | 1.43                       | 6   | 51871,52046,52221,51875,52050,52225 | 22.22    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1048576    | 268.81   | 328.03                     | 6   | 64065,64268,64471,64069,64272,64475 | 22.03    |
| 27  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 0.82     | 1.0                        | 6   | 57478,57646,57814,57482,57650,57818 | 21.95    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 20.36    | 24.79                      | 6   | 52991,53166,53341,52995,53170,53345 | 21.76    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 0.93     | 1.13                       | 6   | 43338,43527,43716,43342,43531,43720 | 21.51    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 0.84     | 1.02                       | 6   | 83812,84008,84204,83816,84012,84208 | 21.43    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 0.28     | 0.34                       | 6   | 62707,62910,63113,62711,62914,63117 | 21.43    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 37.81    | 45.89                      | 6   | 46173,46348,46523,46177,46352,46527 | 21.37    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 0.33     | 0.4                        | 6   | 76490,76665,76840,76494,76669,76844 | 21.21    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 4          | 0.81     | 0.98                       | 6   | 4383,4565,4747,4387,4569,4751       | 20.99    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 1.86     | 2.25                       | 6   | 1688,1870,2052,1692,1874,2056       | 20.97    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 11.74    | 14.2                       | 6   | 52984,53159,53334,52988,53163,53338 | 20.95    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 1.58     | 1.91                       | 6   | 52921,53096,53271,52925,53100,53275 | 20.89    |
