+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 1.8              | 2.56                         | 6   | 12973,13148,13323,12974,13149,13324 | 42.22    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 12.48            | 17.7                         | 6   | 36577,36766,36955,36578,36767,36956 | 41.83    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 0.24             | 0.34                         | 6   | 25083,25286,25489,25084,25287,25490 | 41.67    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 369.52           | 523.18                       | 6   | 62232,62435,62638,62233,62436,62639 | 41.58    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 5.68             | 8.01                         | 6   | 46657,46832,47007,46658,46833,47008 | 41.02    |
| 33  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 1.91             | 2.68                         | 6   | 72333,72508,72683,72334,72509,72684 | 40.31    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.67             | 0.94                         | 6   | 3831,4013,4195,3832,4014,4196       | 40.3     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 2.9              | 4.05                         | 6   | 15080,15255,15430,15081,15256,15431 | 39.66    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 5.08             | 7.09                         | 6   | 39391,39580,39769,39392,39581,39770 | 39.57    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 0.71             | 0.99                         | 6   | 70044,70247,70450,70045,70248,70451 | 39.44    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 0.23             | 0.32                         | 6   | 25090,25293,25496,25091,25294,25497 | 39.13    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 12.67            | 17.6                         | 6   | 37151,37340,37529,37152,37341,37530 | 38.91    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 1.97             | 2.73                         | 6   | 49786,49961,50136,49787,49962,50137 | 38.58    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 1.09             | 1.51                         | 6   | 48715,48890,49065,48716,48891,49066 | 38.53    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 1.87             | 2.59                         | 6   | 6064,6246,6428,6065,6247,6429       | 38.5     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 3.97             | 5.49                         | 6   | 29773,29962,30151,29774,29963,30152 | 38.29    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 2.02             | 2.79                         | 6   | 70667,70870,71073,70668,70871,71074 | 38.12    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32         | 2.5              | 3.45                         | 6   | 11398,11573,11748,11399,11574,11749 | 38.0     |
| 27  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.08             | 1.49                         | 6   | 58998,59166,59334,58999,59167,59335 | 37.96    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16         | 1.46             | 2.0                          | 6   | 6036,6218,6400,6037,6219,6401       | 36.99    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 6.47             | 8.85                         | 6   | 42800,42989,43178,42801,42990,43179 | 36.79    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 256        | 2.62             | 3.58                         | 6   | 68245,68448,68651,68246,68449,68652 | 36.64    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 128        | 1.49             | 2.03                         | 6   | 7149,7331,7513,7150,7332,7514       | 36.24    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 2.03             | 2.76                         | 6   | 62148,62351,62554,62149,62352,62555 | 35.96    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 1.69             | 2.29                         | 6   | 9816,9991,10166,9817,9992,10167     | 35.5     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 3.71             | 5.02                         | 6   | 30333,30522,30711,30334,30523,30712 | 35.31    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 2.41             | 3.26                         | 6   | 62155,62358,62561,62156,62359,62562 | 35.27    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 0.37             | 0.5                          | 6   | 34834,35023,35212,34835,35024,35213 | 35.14    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 8.96             | 12.07                        | 6   | 43367,43556,43745,43368,43557,43746 | 34.71    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 0.26             | 0.35                         | 6   | 83750,83946,84142,83751,83947,84143 | 34.62    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 0.55             | 0.74                         | 6   | 83225,83421,83617,83226,83422,83618 | 34.55    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 0.79             | 1.06                         | 6   | 62736,62939,63142,62737,62940,63143 | 34.18    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 87.12            | 116.81                       | 6   | 51417,51592,51767,51418,51593,51768 | 34.08    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 280.19           | 374.94                       | 6   | 8318,8500,8682,8319,8501,8683       | 33.82    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 2.5              | 3.34                         | 6   | 65802,66005,66208,65803,66006,66209 | 33.6     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 1.97             | 2.61                         | 6   | 62757,62960,63163,62758,62961,63164 | 32.49    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 1.77             | 2.34                         | 6   | 50822,50997,51172,50823,50998,51173 | 32.2     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 1.62             | 2.14                         | 6   | 23305,23508,23711,23306,23509,23712 | 32.1     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 0.22             | 0.29                         | 6   | 22626,22829,23032,22627,22830,23033 | 31.82    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 1.89             | 2.48                         | 6   | 32034,32223,32412,32035,32224,32413 | 31.22    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2          | 0.29             | 0.38                         | 6   | 70632,70835,71038,70633,70836,71039 | 31.03    |
| 27  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 0.39             | 0.51                         | 6   | 57465,57633,57801,57466,57634,57802 | 30.77    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 2.17             | 2.83                         | 6   | 74433,74608,74783,74434,74609,74784 | 30.41    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 1.92             | 2.5                          | 6   | 15598,15773,15948,15599,15774,15949 | 30.21    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 1.56             | 2.03                         | 6   | 47140,47315,47490,47141,47316,47491 | 30.13    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 3.33             | 4.33                         | 6   | 10355,10530,10705,10356,10531,10706 | 30.03    |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 0.3              | 0.39                         | 6   | 18972,19175,19378,18973,19176,19379 | 30.0     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 2.02             | 2.62                         | 6   | 70065,70268,70471,70066,70269,70472 | 29.7     |
| 33  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 1.49             | 1.93                         | 6   | 71269,71444,71619,71270,71445,71620 | 29.53    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 2.41             | 3.12                         | 6   | 63982,64185,64388,63983,64186,64389 | 29.46    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 0.34             | 0.44                         | 6   | 22675,22878,23081,22676,22879,23082 | 29.41    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 1.43             | 1.85                         | 6   | 69449,69652,69855,69450,69653,69856 | 29.37    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 4.75             | 6.14                         | 6   | 28646,28835,29024,28647,28836,29025 | 29.26    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 3.32             | 4.28                         | 6   | 65809,66012,66215,65810,66013,66216 | 28.92    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 32         | 1.13             | 1.45                         | 6   | 73369,73544,73719,73370,73545,73720 | 28.32    |
| 39  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 0.25             | 0.32                         | 6   | 86109,86305,86501,86110,86306,86502 | 28.0     |
| 40  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024288    | 178.27           | 227.57                       | 6   | 87418,87614,87810,87419,87615,87811 | 27.65    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2          | 0.29             | 0.37                         | 6   | 29724,29913,30102,29725,29914,30103 | 27.59    |
| 38  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 0.29             | 0.37                         | 6   | 83785,83981,84177,83786,83982,84178 | 27.59    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32         | 1.96             | 2.5                          | 6   | 12448,12623,12798,12449,12624,12799 | 27.55    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 1.2              | 1.53                         | 6   | 7135,7317,7499,7136,7318,7500       | 27.5     |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 0.26             | 0.33                         | 6   | 67580,67783,67986,67581,67784,67987 | 26.92    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 0.93             | 1.18                         | 6   | 7660,7842,8024,7661,7843,8025       | 26.88    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 2.61             | 3.31                         | 6   | 63366,63569,63772,63367,63570,63773 | 26.82    |
| 28  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 2.98             | 3.77                         | 6   | 60524,60692,60860,60525,60693,60861 | 26.51    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1024       | 19.05            | 24.08                        | 6   | 36024,36213,36402,36025,36214,36403 | 26.4     |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 64         | 1.57             | 1.98                         | 6   | 67013,67216,67419,67014,67217,67420 | 26.11    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 5.9              | 7.43                         | 6   | 67664,67867,68070,67665,67868,68071 | 25.93    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 1.9              | 2.39                         | 6   | 74958,75133,75308,74959,75134,75309 | 25.79    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 2.87             | 3.61                         | 6   | 39384,39573,39762,39385,39574,39763 | 25.78    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 0.35             | 0.44                         | 6   | 79683,79879,80075,79684,79880,80076 | 25.71    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 1.13             | 1.42                         | 6   | 583,765,947,584,766,948             | 25.66    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 8          | 1.65             | 2.07                         | 6   | 48197,48372,48547,48198,48373,48548 | 25.45    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 5.08             | 6.37                         | 6   | 61581,61784,61987,61582,61785,61988 | 25.39    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 64         | 2.31             | 2.89                         | 6   | 49268,49443,49618,49269,49444,49619 | 25.11    |
| 37  | 100        | 10000000 | 5000000   | 93458    | 4       | 32    | 2    | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 0.44             | 0.55                         | 6   | 80271,80467,80663,80272,80468,80664 | 25.0     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 64         | 2.86             | 3.57                         | 6   | 8780,8955,9130,8781,8956,9131       | 24.83    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 256        | 3.29             | 4.1                          | 6   | 31474,31663,31852,31475,31664,31853 | 24.62    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 5048576    | 3115.72          | 3881.57                      | 6   | 65921,66124,66327,65922,66125,66328 | 24.58    |
| 33  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16         | 1.02             | 1.27                         | 6   | 72837,73012,73187,72838,73013,73188 | 24.51    |
| 35  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16         | 1.07             | 1.33                         | 6   | 76512,76687,76862,76513,76688,76863 | 24.3     |
| 36  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.32             | 1.64                         | 6   | 79144,79319,79494,79145,79320,79495 | 24.24    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 1.78             | 2.21                         | 6   | 61539,61742,61945,61540,61743,61946 | 24.16    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 3.16             | 3.92                         | 6   | 29206,29395,29584,29207,29396,29585 | 24.05    |
| 33  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32         | 1.04             | 1.29                         | 6   | 72319,72494,72669,72320,72495,72670 | 24.04    |
