+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-munro-728899ba | cnt |                 qid                 | pct_diff |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 425.79                     | 781.25                 | 6   | 70782,70985,71188,70784,70987,71190 | 83.48    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1048576    | 150.2                      | 275.46                 | 6   | 70768,70971,71174,70770,70973,71176 | 83.4     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 157.49                     | 287.39                 | 6   | 69550,69753,69956,69552,69755,69958 | 82.48    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 506072     | 484.83                     | 883.14                 | 6   | 7243,7425,7607,7245,7427,7609       | 82.15    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 524288     | 76.34                      | 138.99                 | 6   | 62844,63047,63250,62846,63049,63252 | 82.07    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 3048576    | 421.69                     | 766.24                 | 6   | 69564,69767,69970,69566,69769,69972 | 81.71    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1131072    | 1066.96                    | 1938.28                | 6   | 180,362,544,182,364,546             | 81.66    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 524288     | 76.91                      | 139.65                 | 6   | 70761,70964,71167,70763,70966,71169 | 81.58    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 602.05                     | 1092.8                 | 6   | 7250,7432,7614,7252,7434,7616       | 81.51    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1066.42                    | 1935.52                | 6   | 7278,7460,7642,7280,7462,7644       | 81.5     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 631072     | 598.42                     | 1083.99                | 6   | 152,334,516,154,336,518             | 81.14    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 262144     | 42.05                      | 76.12                  | 6   | 61619,61822,62025,61621,61824,62027 | 81.02    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 721.77                     | 1304.48                | 6   | 159,341,523,161,343,525             | 80.73    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 506072     | 484.22                     | 873.26                 | 6   | 145,327,509,147,329,511             | 80.34    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1099.68                    | 1983.1                 | 6   | 69599,69802,70005,69601,69804,70007 | 80.33    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 834.13                     | 1499.72                | 6   | 8356,8538,8720,8358,8540,8722       | 79.79    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 830.14                     | 1487.87                | 6   | 1258,1440,1622,1260,1442,1624       | 79.23    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 832.75                     | 1491.55                | 6   | 7264,7446,7628,7266,7448,7630       | 79.11    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 945.45                     | 1691.36                | 6   | 1265,1447,1629,1267,1449,1631       | 78.89    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 756072     | 716.78                     | 1280.45                | 6   | 8349,8531,8713,8351,8533,8715       | 78.64    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 256072     | 249.15                     | 445.04                 | 6   | 131,313,495,133,315,497             | 78.62    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1066.92                    | 1903.71                | 6   | 1272,1454,1636,1274,1456,1638       | 78.43    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 245.61                     | 438.06                 | 6   | 1223,1405,1587,1225,1407,1589       | 78.36    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 756072     | 716.76                     | 1276.84                | 6   | 1251,1433,1615,1253,1435,1617       | 78.14    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 506072     | 480.4                      | 855.13                 | 6   | 8335,8517,8699,8337,8519,8701       | 78.0     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 756072     | 708.55                     | 1261.12                | 6   | 7257,7439,7621,7259,7441,7623       | 77.99    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 287.4                      | 511.27                 | 6   | 69557,69760,69963,69559,69762,69965 | 77.89    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 381072     | 369.76                     | 657.76                 | 6   | 138,320,502,140,322,504             | 77.89    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1066.42                    | 1895.48                | 6   | 8370,8552,8734,8372,8554,8736       | 77.74    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 601.59                     | 1068.93                | 6   | 1244,1426,1608,1246,1428,1610       | 77.68    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 975.19                     | 1730.53                | 6   | 69592,69795,69998,69594,69797,70000 | 77.46    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 366.18                     | 649.38                 | 6   | 8328,8510,8692,8330,8512,8694       | 77.34    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 949.5                      | 1680.84                | 6   | 173,355,537,175,357,539             | 77.02    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 881072     | 858.81                     | 1518.25                | 6   | 166,348,530,168,350,532             | 76.79    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 128036     | 265.59                     | 469.27                 | 6   | 51973,52148,52323,51975,52150,52325 | 76.69    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 65.22                      | 114.92                 | 6   | 1209,1391,1573,1211,1393,1575       | 76.2     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 896.62                     | 1575.62                | 6   | 53058,53233,53408,53060,53235,53410 | 75.73    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 127.38                     | 223.69                 | 6   | 8314,8496,8678,8316,8498,8680       | 75.61    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 38.93                      | 68.33                  | 6   | 45127,45302,45477,45129,45304,45479 | 75.52    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 190536     | 395.64                     | 693.86                 | 6   | 53030,53205,53380,53032,53207,53382 | 75.38    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 131072     | 128.17                     | 224.68                 | 6   | 7222,7404,7586,7224,7406,7588       | 75.3     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1027.82                    | 1796.98                | 6   | 46240,46415,46590,46242,46417,46592 | 74.83    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 33.79                      | 59.05                  | 6   | 8300,8482,8664,8302,8484,8666       | 74.76    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 1161.5                     | 2029.23                | 6   | 46247,46422,46597,46249,46424,46599 | 74.71    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 253036     | 522.17                     | 911.98                 | 6   | 46212,46387,46562,46214,46389,46564 | 74.65    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256072     | 251.57                     | 439.21                 | 6   | 8321,8503,8685,8323,8505,8687       | 74.59    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 506072     | 498.73                     | 870.35                 | 6   | 1237,1419,1601,1239,1421,1603       | 74.51    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 861.12                     | 1499.99                | 6   | 69585,69788,69991,69587,69790,69993 | 74.19    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 976.59                     | 1698.86                | 6   | 7271,7453,7635,7273,7455,7637       | 73.96    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 779.68                     | 1353.66                | 6   | 53051,53226,53401,53053,53228,53403 | 73.62    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 190536     | 396.21                     | 687.22                 | 6   | 46205,46380,46555,46207,46382,46557 | 73.45    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 440536     | 902.7                      | 1564.57                | 6   | 52008,52183,52358,52010,52185,52360 | 73.32    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 440536     | 905.37                     | 1569.05                | 6   | 46233,46408,46583,46235,46410,46585 | 73.3     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 131.14                     | 227.26                 | 6   | 1216,1398,1580,1218,1400,1582       | 73.3     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 128        | 8.33                       | 14.42                  | 6   | 42243,42432,42621,42245,42434,42623 | 73.11    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 267.16                     | 462.47                 | 6   | 45148,45323,45498,45150,45325,45500 | 73.11    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 315536     | 650.47                     | 1124.88                | 6   | 53044,53219,53394,53046,53221,53396 | 72.93    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 9.03                       | 15.61                  | 6   | 39975,40164,40353,39977,40166,40355 | 72.87    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 5.69                       | 9.83                   | 6   | 36566,36755,36944,36568,36757,36946 | 72.76    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 190536     | 392.97                     | 678.43                 | 6   | 51980,52155,52330,51982,52157,52332 | 72.64    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 41.24                      | 70.95                  | 6   | 70754,70957,71160,70756,70959,71162 | 72.04    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 65536      | 65.53                      | 112.71                 | 6   | 8307,8489,8671,8309,8491,8673       | 72.0     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 1282.85                    | 2205.62                | 6   | 61689,61892,62095,61691,61894,62097 | 71.93    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1006072    | 991.31                     | 1699.57                | 6   | 8363,8545,8727,8365,8547,8729       | 71.45    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 139.72                     | 239.51                 | 6   | 46191,46366,46541,46193,46368,46543 | 71.42    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 726.25                     | 1242.97                | 6   | 69578,69781,69984,69580,69783,69986 | 71.15    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 5.25                       | 8.97                   | 6   | 42803,42992,43181,42805,42994,43183 | 70.86    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 70.73                      | 120.84                 | 6   | 46184,46359,46534,46186,46361,46536 | 70.85    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1153.5                     | 1968.45                | 6   | 45197,45372,45547,45199,45374,45549 | 70.65    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 253036     | 523.49                     | 892.86                 | 6   | 51987,52162,52337,51989,52164,52339 | 70.56    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 128        | 2.27                       | 3.87                   | 6   | 33738,33927,34116,33740,33929,34118 | 70.48    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 131072     | 22.64                      | 38.51                  | 6   | 61612,61815,62018,61614,61817,62020 | 70.1     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 900.46                     | 1530.49                | 6   | 45183,45358,45533,45185,45360,45535 | 69.97    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 72.5                       | 123.07                 | 6   | 45134,45309,45484,45136,45311,45486 | 69.75    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1193.53                    | 2020.09                | 6   | 53072,53247,53422,53074,53249,53424 | 69.25    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 11.38                      | 19.26                  | 6   | 96,278,460,98,280,462               | 69.24    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1024.84                    | 1731.77                | 6   | 52015,52190,52365,52017,52192,52367 | 68.98    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 646.93                     | 1092.47                | 6   | 45169,45344,45519,45171,45346,45521 | 68.87    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 253036     | 518.62                     | 875.64                 | 6   | 45162,45337,45512,45164,45339,45514 | 68.84    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 772.08                     | 1301.79                | 6   | 45176,45351,45526,45178,45353,45528 | 68.61    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 646.85                     | 1090.26                | 6   | 51994,52169,52344,51996,52171,52346 | 68.55    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 0.98                       | 1.65                   | 6   | 8230,8412,8594,8232,8414,8596       | 68.37    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 378036     | 806.05                     | 1353.95                | 6   | 46226,46401,46576,46228,46403,46578 | 67.97    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 42.88                      | 71.9                   | 6   | 62837,63040,63243,62839,63042,63245 | 67.68    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 32768      | 34.8                       | 58.12                  | 6   | 1202,1384,1566,1204,1386,1568       | 67.01    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32768      | 72.52                      | 121.03                 | 6   | 53009,53184,53359,53011,53186,53361 | 66.89    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 190536     | 399.64                     | 664.08                 | 6   | 45155,45330,45505,45157,45332,45507 | 66.17    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16         | 0.2                        | 0.33                   | 6   | 25695,25898,26101,25697,25900,26103 | 65.0     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 12.65                      | 20.82                  | 6   | 61605,61808,62011,61607,61810,62013 | 64.58    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 20.74                      | 34.13                  | 6   | 45120,45295,45470,45122,45297,45472 | 64.56    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 37.14                      | 61.1                   | 6   | 53002,53177,53352,53004,53179,53354 | 64.51    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 131072     | 23.68                      | 38.52                  | 6   | 70747,70950,71153,70749,70952,71155 | 62.67    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 378036     | 797.59                     | 1296.6                 | 6   | 52001,52176,52351,52003,52178,52353 | 62.56    |
| 34  | 100        | 10000000 | 625000    | 93458    | 1024    | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 0.32                       | 0.52                   | 6   | 74919,75094,75269,74921,75096,75271 | 62.5     |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.06                       | 1.72                   | 6   | 50293,50468,50643,50295,50470,50645 | 62.26    |
