+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 |  master  | cnt |                 qid                 | pct_diff |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 58.97                              | 589.93   | 6   | 11456,11631,11806,11453,11628,11803 | 900.39   |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 66.84                              | 658.8    | 6   | 12506,12681,12856,12503,12678,12853 | 885.64   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 62.03                              | 597.96   | 6   | 14081,14256,14431,14078,14253,14428 | 863.99   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 66.76                              | 633.94   | 6   | 16706,16881,17056,16703,16878,17053 | 849.58   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 64.47                              | 609.99   | 6   | 9881,10056,10231,9878,10053,10228   | 846.16   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048       | 37.17                              | 349.15   | 6   | 43404,43593,43782,43401,43590,43779 | 839.33   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 6.77                               | 62.8     | 6   | 8803,8978,9153,8800,8975,9150       | 827.62   |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 3.89                               | 35.53    | 6   | 11421,11596,11771,11418,11593,11768 | 813.37   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 7.08                               | 63.89    | 6   | 13003,13178,13353,13000,13175,13350 | 802.4    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 58.65                              | 528.69   | 6   | 36040,36229,36418,36037,36226,36415 | 801.43   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 79.46                              | 714.82   | 6   | 40009,40198,40387,40006,40195,40384 | 799.6    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 81.81                              | 733.15   | 6   | 44545,44734,44923,44542,44731,44920 | 796.16   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 40.92                              | 353.26   | 6   | 41703,41892,42081,41700,41889,42078 | 763.29   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 155.15                             | 1324.59  | 6   | 44552,44741,44930,44549,44738,44927 | 753.75   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 145.21                             | 1229.01  | 6   | 38882,39071,39260,38879,39068,39257 | 746.37   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2048       | 40.77                              | 344.54   | 6   | 37167,37356,37545,37164,37353,37542 | 745.08   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 79.3                               | 668.3    | 6   | 38875,39064,39253,38872,39061,39250 | 742.75   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 77.08                              | 649.08   | 6   | 37174,37363,37552,37171,37360,37549 | 742.09   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 10.3                               | 86.43    | 6   | 31497,31686,31875,31494,31683,31872 | 739.13   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 119.91                             | 997.84   | 6   | 40583,40772,40961,40580,40769,40958 | 732.16   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 32.97                              | 274.01   | 6   | 26975,27164,27353,26972,27161,27350 | 731.09   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 31.97                              | 265.46   | 6   | 31511,31700,31889,31508,31697,31886 | 730.34   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 8192       | 116.62                             | 967.35   | 6   | 36047,36236,36425,36044,36233,36422 | 729.49   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 66.67                              | 552.94   | 6   | 40576,40765,40954,40573,40762,40951 | 729.37   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 35.45                              | 292.89   | 6   | 40569,40758,40947,40566,40755,40944 | 726.21   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 256        | 3.98                               | 32.77    | 6   | 12996,13171,13346,12993,13168,13343 | 723.37   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 158.5                              | 1301.45  | 6   | 40016,40205,40394,40013,40202,40391 | 721.1    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 151.61                             | 1243.86  | 6   | 41717,41906,42095,41714,41903,42092 | 720.43   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 146.87                             | 1194.42  | 6   | 37181,37370,37559,37178,37367,37556 | 713.25   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 84.1                               | 683.1    | 6   | 41710,41899,42088,41707,41896,42085 | 712.25   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 147.21                             | 1190.94  | 6   | 43418,43607,43796,43415,43604,43793 | 709.01   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 35.21                              | 284.84   | 6   | 36033,36222,36411,36030,36219,36408 | 708.97   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 19.74                              | 159.22   | 6   | 31504,31693,31882,31501,31690,31879 | 706.59   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 20.49                              | 163.67   | 6   | 33772,33961,34150,33769,33958,34147 | 698.78   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2048       | 11.29                              | 89.51    | 6   | 26961,27150,27339,26958,27147,27336 | 692.83   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8192       | 38.15                              | 300.84   | 6   | 34346,34535,34724,34343,34532,34721 | 688.57   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2048       | 49.52                              | 390.47   | 6   | 44538,44727,44916,44535,44724,44913 | 688.51   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 82.45                              | 649.32   | 6   | 43411,43600,43789,43408,43597,43786 | 687.53   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512        | 9.83                               | 77.36    | 6   | 36019,36208,36397,36016,36205,36394 | 686.98   |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 4.99                               | 39.26    | 6   | 12471,12646,12821,12468,12643,12818 | 686.77   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 4.25                               | 33.4     | 6   | 8796,8971,9146,8793,8968,9143       | 685.88   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 214.37                             | 1681.09  | 6   | 36054,36243,36432,36051,36240,36429 | 684.2    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 16384      | 287.99                             | 2252.49  | 6   | 44559,44748,44937,44556,44745,44934 | 682.14   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 44.01                              | 343.77   | 6   | 38868,39057,39246,38865,39054,39243 | 681.12   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 266.41                             | 2079.4   | 6   | 38889,39078,39267,38886,39075,39264 | 680.53   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 16384      | 55.13                              | 430.25   | 6   | 26982,27171,27360,26979,27168,27357 | 680.43   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 215.35                             | 1677.83  | 6   | 40590,40779,40968,40587,40776,40965 | 679.12   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 285.4                              | 2221.75  | 6   | 40023,40212,40401,40020,40209,40398 | 678.47   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 21.25                              | 164.81   | 6   | 27535,27724,27913,27532,27721,27910 | 675.58   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 58.74                              | 455.38   | 6   | 33786,33975,34164,33783,33972,34161 | 675.25   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 256        | 4.78                               | 36.86    | 6   | 9846,10021,10196,9843,10018,10193   | 671.13   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 12.97                              | 99.94    | 6   | 32631,32820,33009,32628,32817,33006 | 670.55   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 43.37                              | 333.95   | 6   | 30944,31133,31322,30941,31130,31319 | 670.0    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 14.62                              | 112.05   | 6   | 30930,31119,31308,30927,31116,31305 | 666.42   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 277.02                             | 2121.43  | 6   | 41724,41913,42102,41721,41910,42099 | 665.8    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 4096       | 20.57                              | 157.51   | 6   | 26968,27157,27346,26965,27154,27343 | 665.73   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 4.32                               | 33.05    | 6   | 15621,15796,15971,15618,15793,15968 | 665.05   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 61.56                              | 468.83   | 6   | 27549,27738,27927,27546,27735,27924 | 661.58   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 53.9                               | 410.48   | 6   | 31518,31707,31896,31515,31704,31893 | 661.56   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 58.51                              | 445.51   | 6   | 32085,32274,32463,32082,32271,32460 | 661.43   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 36.19                              | 275.26   | 6   | 33779,33968,34157,33776,33965,34154 | 660.6    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 37.78                              | 286.85   | 6   | 27542,27731,27920,27539,27728,27917 | 659.26   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 42.37                              | 321.22   | 6   | 29810,29999,30188,29807,29996,30185 | 658.13   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 26.78                              | 202.39   | 6   | 30937,31126,31315,30934,31123,31312 | 655.75   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 13.94                              | 105.22   | 6   | 29796,29985,30174,29793,29982,30171 | 654.81   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 50.02                              | 377.28   | 6   | 40002,40191,40380,39999,40188,40377 | 654.26   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 27.1                               | 204.04   | 6   | 30370,30559,30748,30367,30556,30745 | 652.92   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 24.42                              | 183.72   | 6   | 32638,32827,33016,32635,32824,33013 | 652.33   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 20.91                              | 156.93   | 6   | 29236,29425,29614,29233,29422,29611 | 650.5    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 270.59                             | 2030.53  | 6   | 37188,37377,37566,37185,37374,37563 | 650.41   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 67.28                              | 504.47   | 6   | 29817,30006,30195,29814,30003,30192 | 649.81   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1024       | 24.0                               | 179.19   | 6   | 37160,37349,37538,37157,37346,37535 | 646.63   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4096       | 25.0                               | 186.47   | 6   | 28102,28291,28480,28099,28288,28477 | 645.88   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 36.91                              | 275.19   | 6   | 32078,32267,32456,32075,32264,32453 | 645.57   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 41.59                              | 308.13   | 6   | 28109,28298,28487,28106,28295,28484 | 640.88   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4096       | 24.27                              | 179.56   | 6   | 34339,34528,34717,34336,34525,34714 | 639.84   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 24.63                              | 182.1    | 6   | 35473,35662,35851,35470,35659,35848 | 639.34   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 25.41                              | 187.62   | 6   | 29803,29992,30181,29800,29989,30178 | 638.37   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 16384      | 268.61                             | 1982.15  | 6   | 43425,43614,43803,43422,43611,43800 | 637.93   |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 40.48                              | 298.55   | 6   | 32645,32834,33023,32642,32831,33020 | 637.52   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 42.21                              | 311.03   | 6   | 35480,35669,35858,35477,35666,35855 | 636.86   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 35.81                              | 260.89   | 6   | 29243,29432,29621,29240,29429,29618 | 628.54   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 60.1                               | 436.45   | 6   | 29250,29439,29628,29247,29436,29625 | 626.21   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1024       | 24.78                              | 179.84   | 6   | 43397,43586,43775,43394,43583,43772 | 625.75   |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 97.24                              | 703.34   | 6   | 13038,13213,13388,13035,13210,13385 | 623.3    |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 21.53                              | 155.64   | 6   | 32071,32260,32449,32068,32257,32446 | 622.9    |
