+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+----------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 |  master  | cnt |                 qid                 |   diff   | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4163.25                            | 13930.8  | 6   | 36663,36852,37041,36660,36849,37038 | 9767.55  | 234.61   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3647.26                            | 13155.16 | 6   | 37790,37979,38168,37787,37976,38165 | 9507.9   | 260.69   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3411.73                            | 12684.06 | 6   | 36656,36845,37034,36653,36842,37031 | 9272.33  | 271.78   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2728.89                            | 11575.94 | 6   | 37783,37972,38161,37780,37969,38158 | 8847.05  | 324.2    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 6933.86                            | 15454.33 | 6   | 38399,38588,38777,38396,38585,38774 | 8520.47  | 122.88   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 7528.55                            | 16041.74 | 6   | 38406,38595,38784,38403,38592,38781 | 8513.19  | 113.08   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2144.68                            | 10640.36 | 6   | 37776,37965,38154,37773,37962,38151 | 8495.68  | 396.13   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2471.73                            | 10924.32 | 6   | 36649,36838,37027,36646,36835,37024 | 8452.59  | 341.97   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6217.61                            | 14617.08 | 6   | 38392,38581,38770,38389,38578,38767 | 8399.47  | 135.09   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5528.84                            | 13855.4  | 6   | 38385,38574,38763,38382,38571,38760 | 8326.56  | 150.6    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 4812.09                            | 13044.45 | 6   | 38378,38567,38756,38375,38564,38753 | 8232.36  | 171.08   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1975.47                            | 9973.64  | 6   | 36642,36831,37020,36639,36828,37017 | 7998.17  | 404.87   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4119.27                            | 12072.88 | 6   | 38371,38560,38749,38368,38557,38746 | 7953.61  | 193.08   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3373.36                            | 11043.97 | 6   | 38364,38553,38742,38361,38550,38739 | 7670.61  | 227.39   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2645.66                            | 10001.44 | 6   | 38357,38546,38735,38354,38543,38732 | 7355.78  | 278.03   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1924.01                            | 8735.9   | 6   | 38350,38539,38728,38347,38536,38725 | 6811.89  | 354.05   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1427.7                             | 8000.33  | 6   | 37769,37958,38147,37766,37955,38144 | 6572.63  | 460.36   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1443.88                            | 7866.19  | 6   | 38343,38532,38721,38340,38529,38718 | 6422.31  | 444.8    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1335.43                            | 7583.27  | 6   | 36635,36824,37013,36632,36821,37010 | 6247.84  | 467.85   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 947.88                             | 5931.26  | 6   | 38336,38525,38714,38333,38522,38711 | 4983.38  | 525.74   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 839.37                             | 4816.22  | 6   | 37762,37951,38140,37759,37948,38137 | 3976.85  | 473.79   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 781.45                             | 4560.07  | 6   | 36628,36817,37006,36625,36814,37003 | 3778.62  | 483.54   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 5864.15                            | 9575.33  | 2   | 38966,38963                         | 3711.18  | 63.29    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 6362.57                            | 10069.67 | 2   | 38973,38970                         | 3707.1   | 58.26    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 4681.29                            | 8322.0   | 2   | 38952,38949                         | 3640.71  | 77.77    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1762144    | 5298.6                             | 8840.58  | 2   | 38959,38956                         | 3541.98  | 66.85    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 4114.56                            | 7655.84  | 2   | 38945,38942                         | 3541.28  | 86.07    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1012144    | 3538.05                            | 7019.67  | 2   | 38938,38935                         | 3481.62  | 98.41    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 762144     | 2966.71                            | 6285.2   | 2   | 38931,38928                         | 3318.49  | 111.86   |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 1131072    | 4131.33                            | 7389.08  | 6   | 1817,1999,2181,1814,1996,2178       | 3257.75  | 78.85    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2262144    | 3281.21                            | 6450.99  | 6   | 28767,28956,29145,28764,28953,29142 | 3169.78  | 96.6     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512144     | 2371.73                            | 5520.1   | 2   | 38924,38921                         | 3148.37  | 132.75   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 560.96                             | 3626.08  | 6   | 38329,38518,38707,38326,38515,38704 | 3065.12  | 546.41   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2012144    | 2991.49                            | 6006.65  | 6   | 28760,28949,29138,28757,28946,29135 | 3015.16  | 100.79   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 3539.36                            | 6543.42  | 6   | 16251,16426,16601,16248,16423,16598 | 3004.06  | 84.88    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 3891.86                            | 6882.17  | 6   | 16258,16433,16608,16255,16430,16605 | 2990.31  | 76.83    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 3238.24                            | 6190.67  | 6   | 9426,9601,9776,9423,9598,9773       | 2952.43  | 91.17    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 3189.35                            | 6141.04  | 6   | 16244,16419,16594,16241,16416,16591 | 2951.69  | 92.55    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 262144     | 1700.08                            | 4650.36  | 2   | 38917,38914                         | 2950.28  | 173.54   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 3557.88                            | 6507.68  | 6   | 9433,9608,9783,9430,9605,9780       | 2949.8   | 82.91    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 2960.91                            | 5892.99  | 6   | 27633,27822,28011,27630,27819,28008 | 2932.08  | 99.03    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 860.66                             | 3774.38  | 4   | 38903,39092,38900,39089             | 2913.72  | 338.54   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 2923.06                            | 5812.27  | 6   | 9419,9594,9769,9416,9591,9766       | 2889.21  | 98.84    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 2802.82                            | 5684.49  | 6   | 16237,16412,16587,16234,16409,16584 | 2881.67  | 102.81   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 131072     | 1298.64                            | 4149.81  | 2   | 38910,38907                         | 2851.17  | 219.55   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 2666.26                            | 5502.03  | 6   | 27626,27815,28004,27623,27812,28001 | 2835.77  | 106.36   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 2641.7                             | 5470.98  | 6   | 28753,28942,29131,28750,28939,29128 | 2829.28  | 107.1    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 3407.59                            | 6233.6   | 6   | 10476,10651,10826,10473,10648,10823 | 2826.01  | 82.93    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 3120.8                             | 5935.14  | 6   | 35004,35193,35382,35001,35190,35379 | 2814.34  | 90.18    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 2425.09                            | 5237.35  | 6   | 16230,16405,16580,16227,16402,16577 | 2812.26  | 115.97   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 3764.17                            | 6575.32  | 6   | 10483,10658,10833,10480,10655,10830 | 2811.15  | 74.68    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 3126.42                            | 5933.83  | 6   | 37230,37419,37608,37227,37416,37605 | 2807.41  | 89.8     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1262144    | 4410.09                            | 7211.48  | 6   | 37244,37433,37622,37241,37430,37619 | 2801.39  | 63.52    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1006072    | 3489.22                            | 6282.12  | 6   | 7816,7998,8180,7813,7995,8177       | 2792.9   | 80.04    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1012144    | 3761.77                            | 6551.19  | 6   | 37237,37426,37615,37234,37423,37612 | 2789.42  | 74.15    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 2596.42                            | 5370.95  | 6   | 9412,9587,9762,9409,9584,9759       | 2774.53  | 106.86   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1512144    | 4992.65                            | 7766.05  | 6   | 37251,37440,37629,37248,37437,37626 | 2773.4   | 55.55    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 3063.0                             | 5836.08  | 6   | 10469,10644,10819,10466,10641,10816 | 2773.08  | 90.53    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512144     | 2474.33                            | 5238.28  | 6   | 37223,37412,37601,37220,37409,37598 | 2763.95  | 111.7    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 65536      | 870.77                             | 3626.32  | 6   | 37202,37391,37580,37199,37388,37577 | 2755.55  | 316.45   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 1875.99                            | 4630.25  | 6   | 29901,30090,30279,29898,30087,30276 | 2754.26  | 146.82   |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2262144    | 1980.28                            | 4733.15  | 6   | 31035,31224,31413,31032,31221,31410 | 2752.87  | 139.01   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 2235.15                            | 4976.9   | 6   | 9405,9580,9755,9402,9577,9752       | 2741.75  | 122.67   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1262144    | 3782.54                            | 6518.48  | 6   | 36110,36299,36488,36107,36296,36485 | 2735.94  | 72.33    |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 2709.47                            | 5438.16  | 6   | 10462,10637,10812,10459,10634,10809 | 2728.69  | 100.71   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 4411.5                             | 7135.84  | 6   | 19163,19366,19569,19160,19363,19566 | 2724.34  | 61.76    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 5595.68                            | 8307.07  | 6   | 37258,37447,37636,37255,37444,37633 | 2711.39  | 48.46    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 6641.19                            | 9334.14  | 6   | 37272,37461,37650,37269,37458,37647 | 2692.95  | 40.55    |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2012144    | 2805.86                            | 5497.45  | 6   | 34997,35186,35375,34994,35183,35372 | 2691.59  | 95.93    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 440536     | 3124.02                            | 5811.14  | 6   | 12044,12219,12394,12041,12216,12391 | 2687.12  | 86.01    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 3475.52                            | 6159.14  | 6   | 12051,12226,12401,12048,12223,12398 | 2683.62  | 77.21    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1012144    | 3205.05                            | 5878.36  | 6   | 36103,36292,36481,36100,36289,36478 | 2673.31  | 83.41    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 3320.52                            | 5978.48  | 6   | 15208,15383,15558,15205,15380,15555 | 2657.96  | 80.05    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 497.27                             | 3151.18  | 4   | 38896,39085,38893,39082             | 2653.91  | 533.7    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 5527.16                            | 8177.07  | 6   | 36131,36320,36509,36128,36317,36506 | 2649.91  | 47.94    |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 3848.03                            | 6491.61  | 6   | 12058,12233,12408,12055,12230,12405 | 2643.58  | 68.7     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 1684.83                            | 4328.36  | 6   | 29894,30083,30272,29891,30080,30269 | 2643.53  | 156.9    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 5017.3                             | 7659.35  | 6   | 36124,36313,36502,36121,36310,36499 | 2642.05  | 52.66    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 6018.26                            | 8659.76  | 6   | 36138,36327,36516,36135,36324,36513 | 2641.5   | 43.89    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1512144    | 4442.42                            | 7079.46  | 6   | 36117,36306,36495,36114,36303,36492 | 2637.04  | 59.36    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 262144     | 1785.1                             | 4421.59  | 6   | 37216,37405,37594,37213,37402,37591 | 2636.49  | 147.69   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 2336.51                            | 4971.14  | 6   | 10455,10630,10805,10452,10627,10802 | 2634.63  | 112.76   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 762144     | 2622.22                            | 5255.02  | 6   | 36096,36285,36474,36093,36282,36471 | 2632.8   | 100.4    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 6212.89                            | 8840.66  | 6   | 37265,37454,37643,37262,37451,37640 | 2627.77  | 42.3     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 2987.6                             | 5608.46  | 6   | 15201,15376,15551,15198,15373,15548 | 2620.86  | 87.72    |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2012144    | 1842.6                             | 4460.33  | 6   | 31028,31217,31406,31025,31214,31403 | 2617.73  | 142.07   |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2000.13                            | 4609.36  | 6   | 16223,16398,16573,16220,16395,16570 | 2609.23  | 130.45   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 1872.8                             | 4473.13  | 6   | 9398,9573,9748,9395,9570,9745       | 2600.33  | 138.85   |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 2352.49                            | 4951.7   | 6   | 27619,27808,27997,27616,27805,27994 | 2599.21  | 110.49   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 131072     | 1337.6                             | 3929.57  | 6   | 37209,37398,37587,37206,37395,37584 | 2591.97  | 193.78   |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 4565.18                            | 7153.38  | 6   | 17945,18148,18351,17942,18145,18348 | 2588.2   | 56.69    |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 9048576    | 4132.47                            | 6718.55  | 6   | 25862,26065,26268,25859,26062,26265 | 2586.08  | 62.58    |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 2291.84                            | 4875.11  | 6   | 28746,28935,29124,28743,28932,29121 | 2583.27  | 112.72   |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 1973.7                             | 4550.54  | 6   | 10448,10623,10798,10445,10620,10795 | 2576.84  | 130.56   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 2015.64                            | 4589.86  | 6   | 36089,36278,36467,36086,36275,36464 | 2574.22  | 127.71   |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 1960.33                            | 4526.08  | 6   | 12023,12198,12373,12020,12195,12370 | 2565.75  | 130.88   |
| 16  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 2734.1                             | 5292.8   | 6   | 33870,34059,34248,33867,34056,34245 | 2558.7   | 93.58    |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 2670.46                            | 5227.94  | 6   | 15194,15369,15544,15191,15366,15541 | 2557.48  | 95.77    |
