+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512144     | 3738.0                       | 13669.92                   | 6   | 42325,42514,42703,42327,42516,42705 | 9931.92  | 265.7    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4121.37                      | 13974.82                   | 6   | 36662,36851,37040,36664,36853,37042 | 9853.45  | 239.08   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 262144     | 2918.91                      | 12655.33                   | 6   | 39483,39672,39861,39485,39674,39863 | 9736.42  | 333.56   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 8902.5                       | 18608.91                   | 6   | 41240,41429,41618,41242,41431,41620 | 9706.41  | 109.03   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 6933.71                      | 16629.69                   | 6   | 41219,41408,41597,41221,41410,41599 | 9695.98  | 139.84   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2012144    | 8314.17                      | 17988.6                    | 6   | 41233,41422,41611,41235,41424,41613 | 9674.43  | 116.36   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1762144    | 7691.18                      | 17331.04                   | 6   | 41226,41415,41604,41228,41417,41606 | 9639.86  | 125.34   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 2282.85                      | 11913.37                   | 6   | 44012,44201,44390,44014,44203,44392 | 9630.52  | 421.86   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6033.63                      | 15623.27                   | 6   | 41212,41401,41590,41214,41403,41592 | 9589.64  | 158.94   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3645.15                      | 13069.25                   | 6   | 37789,37978,38167,37791,37980,38169 | 9424.1   | 258.54   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 4989.11                      | 14368.82                   | 6   | 41205,41394,41583,41207,41396,41585 | 9379.71  | 188.0    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 2271.76                      | 11641.35                   | 6   | 39476,39665,39854,39478,39667,39856 | 9369.59  | 412.44   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 3993.28                      | 13331.73                   | 6   | 41198,41387,41576,41200,41389,41578 | 9338.45  | 233.85   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 5288.24                      | 14577.66                   | 6   | 42913,43102,43291,42915,43104,43293 | 9289.42  | 175.66   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 6181.61                      | 15453.36                   | 6   | 42920,43109,43298,42922,43111,43300 | 9271.75  | 149.99   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 2844.32                      | 12098.63                   | 6   | 42318,42507,42696,42320,42509,42698 | 9254.31  | 325.36   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 7043.15                      | 16270.33                   | 6   | 42927,43116,43305,42929,43118,43307 | 9227.18  | 131.01   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3413.46                      | 12621.2                    | 6   | 36655,36844,37033,36657,36846,37035 | 9207.74  | 269.75   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 8068.55                      | 17154.89                   | 6   | 42934,43123,43312,42936,43125,43314 | 9086.34  | 112.61   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 4372.06                      | 13353.36                   | 6   | 42906,43095,43284,42908,43097,43286 | 8981.3   | 205.42   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512144     | 3250.9                       | 12122.85                   | 6   | 41191,41380,41569,41193,41382,41571 | 8871.95  | 272.91   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2722.37                      | 11572.86                   | 6   | 37782,37971,38160,37784,37973,38162 | 8850.49  | 325.1    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2262144    | 8972.65                      | 17781.15                   | 6   | 42941,43130,43319,42943,43132,43321 | 8808.5   | 98.17    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 2193.61                      | 10843.78                   | 6   | 42311,42500,42689,42313,42502,42691 | 8650.17  | 394.33   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2151.9                       | 10619.02                   | 6   | 37775,37964,38153,37777,37966,38155 | 8467.12  | 393.47   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2486.36                      | 10950.43                   | 6   | 36648,36837,37026,36650,36839,37028 | 8464.07  | 340.42   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 3669.08                      | 12092.66                   | 6   | 42899,43088,43277,42901,43090,43279 | 8423.58  | 229.58   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 2463.94                      | 10677.4                    | 6   | 41184,41373,41562,41186,41375,41564 | 8213.46  | 333.35   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2262144    | 7825.34                      | 16015.65                   | 6   | 38405,38594,38783,38407,38596,38785 | 8190.31  | 104.66   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 7306.11                      | 15433.94                   | 6   | 38398,38587,38776,38400,38589,38778 | 8127.83  | 111.25   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6664.66                      | 14783.24                   | 6   | 38391,38580,38769,38393,38582,38771 | 8118.58  | 121.82   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1981.73                      | 10090.28                   | 6   | 36641,36830,37019,36643,36832,37021 | 8108.55  | 409.17   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5977.55                      | 13903.2                    | 6   | 38384,38573,38762,38386,38575,38764 | 7925.65  | 132.59   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2952.14                      | 10839.77                   | 6   | 42892,43081,43270,42894,43083,43272 | 7887.63  | 267.18   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 1933.8                       | 9753.12                    | 6   | 41177,41366,41555,41179,41368,41557 | 7819.32  | 404.35   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 5179.07                      | 12988.72                   | 6   | 38377,38566,38755,38379,38568,38757 | 7809.65  | 150.79   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4272.13                      | 12079.2                    | 6   | 38370,38559,38748,38372,38561,38750 | 7807.07  | 182.74   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3365.13                      | 11030.61                   | 6   | 38363,38552,38741,38365,38554,38743 | 7665.48  | 227.79   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 2184.24                      | 9705.98                    | 6   | 42885,43074,43263,42887,43076,43265 | 7521.74  | 344.36   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 1516.22                      | 8824.75                    | 6   | 44005,44194,44383,44007,44196,44385 | 7308.53  | 482.02   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2663.8                       | 9945.54                    | 6   | 38356,38545,38734,38358,38547,38736 | 7281.74  | 273.36   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 1516.92                      | 8775.23                    | 6   | 39469,39658,39847,39471,39660,39849 | 7258.31  | 478.49   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 1700.78                      | 8652.03                    | 6   | 42878,43067,43256,42880,43069,43258 | 6951.25  | 408.71   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1919.81                      | 8740.5                     | 6   | 38349,38538,38727,38351,38540,38729 | 6820.69  | 355.28   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 65536      | 1460.28                      | 8262.58                    | 6   | 42304,42493,42682,42306,42495,42684 | 6802.3   | 465.82   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1425.78                      | 7954.5                     | 6   | 37768,37957,38146,37770,37959,38148 | 6528.72  | 457.91   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1445.47                      | 7903.06                    | 6   | 38342,38531,38720,38344,38533,38722 | 6457.59  | 446.75   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 1307.82                      | 7437.86                    | 6   | 41170,41359,41548,41172,41361,41550 | 6130.04  | 468.72   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1331.85                      | 7376.09                    | 6   | 36634,36823,37012,36636,36825,37014 | 6044.24  | 453.82   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 1149.53                      | 6606.76                    | 6   | 42871,43060,43249,42873,43062,43251 | 5457.23  | 474.74   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 947.56                       | 5911.51                    | 6   | 38335,38524,38713,38337,38526,38715 | 4963.95  | 523.87   |
| 26  | 20         | 10000000 | 312500    | 476191   | 4       | 32    | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 251518     | 4985.01                      | 9770.8                     | 6   | 57109,57277,57445,57111,57279,57447 | 4785.79  | 96.0     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 903.43                       | 5344.15                    | 6   | 43998,44187,44376,44000,44189,44378 | 4440.72  | 491.54   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 896.98                       | 5312.56                    | 6   | 39462,39651,39840,39464,39653,39842 | 4415.58  | 492.27   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 868.43                       | 4916.4                     | 6   | 42297,42486,42675,42299,42488,42677 | 4047.97  | 466.13   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 841.88                       | 4769.3                     | 6   | 37761,37950,38139,37763,37952,38141 | 3927.42  | 466.51   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 785.37                       | 4518.77                    | 6   | 41163,41352,41541,41165,41354,41543 | 3733.4   | 475.37   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 783.36                       | 4508.27                    | 6   | 36627,36816,37005,36629,36818,37007 | 3724.91  | 475.5    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 692.99                       | 4021.27                    | 6   | 42864,43053,43242,42866,43055,43244 | 3328.28  | 480.28   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 566.21                       | 3545.0                     | 6   | 38328,38517,38706,38330,38519,38708 | 2978.79  | 526.09   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 504.03                       | 2967.86                    | 6   | 43991,44180,44369,43993,44182,44371 | 2463.83  | 488.83   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16384      | 496.24                       | 2925.21                    | 6   | 39455,39644,39833,39457,39646,39835 | 2428.97  | 489.47   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 479.78                       | 2753.42                    | 6   | 42290,42479,42668,42292,42481,42670 | 2273.64  | 473.89   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 466.89                       | 2599.58                    | 6   | 37754,37943,38132,37756,37945,38134 | 2132.69  | 456.79   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 442.22                       | 2426.08                    | 6   | 41156,41345,41534,41158,41347,41536 | 1983.86  | 448.61   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 438.96                       | 2354.04                    | 6   | 36620,36809,36998,36622,36811,37000 | 1915.08  | 436.28   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 9048576    | 8473.61                      | 10334.02                   | 6   | 63514,63717,63920,63516,63719,63922 | 1860.41  | 21.96    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 392.51                       | 2134.14                    | 6   | 42857,43046,43235,42859,43048,43237 | 1741.63  | 443.72   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 8317.95                      | 10055.25                   | 6   | 62296,62499,62702,62298,62501,62704 | 1737.3   | 20.89    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 312.66                       | 1986.78                    | 6   | 38321,38510,38699,38323,38512,38701 | 1674.12  | 535.44   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 3110.31                      | 4682.01                    | 6   | 48842,49017,49192,48844,49019,49194 | 1571.7   | 50.53    |
