+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-munro-3ded1b78 | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 1048576    | 434.81                             | 906.86                       | 6   | 68940,69143,69346,68939,69142,69345 | 108.56   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 5048576    | 2130.14                            | 4417.06                      | 6   | 64705,64908,65111,64704,64907,65110 | 107.36   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 9048576    | 4079.62                            | 8438.64                      | 6   | 67778,67981,68184,67777,67980,68183 | 106.85   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 6048576    | 2717.99                            | 5615.47                      | 6   | 65930,66133,66336,65929,66132,66335 | 106.6    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 4048576    | 1831.26                            | 3778.66                      | 6   | 65916,66119,66322,65915,66118,66321 | 106.34   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 7048576    | 3196.44                            | 6587.98                      | 6   | 67764,67967,68170,67763,67966,68169 | 106.1    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048576    | 938.04                             | 1932.78                      | 6   | 65902,66105,66308,65901,66104,66307 | 106.04   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 7048576    | 3193.4                             | 6579.67                      | 6   | 65937,66140,66343,65936,66139,66342 | 106.04   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 5048576    | 2608.27                            | 5373.2                       | 6   | 62269,62472,62675,62268,62471,62674 | 106.01   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 524288     | 243.27                             | 501.01                       | 6   | 65888,66091,66294,65887,66090,66293 | 105.95   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 5048576    | 2330.0                             | 4796.11                      | 6   | 67750,67953,68156,67749,67952,68155 | 105.84   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 1048576    | 483.6                              | 995.09                       | 6   | 65895,66098,66301,65894,66097,66300 | 105.77   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 6048576    | 2781.25                            | 5709.42                      | 6   | 67757,67960,68163,67756,67959,68162 | 105.28   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 8048576    | 3605.62                            | 7392.13                      | 6   | 64726,64929,65132,64725,64928,65131 | 105.02   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 14.27                              | 29.23                        | 6   | 49305,49480,49655,49304,49479,49654 | 104.84   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 52.47                              | 107.38                       | 6   | 49319,49494,49669,49318,49493,49668 | 104.65   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4048576    | 1872.39                            | 3830.4                       | 6   | 67743,67946,68149,67742,67945,68148 | 104.57   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 8048576    | 4472.15                            | 9137.14                      | 6   | 63508,63711,63914,63507,63710,63913 | 104.31   |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 9048576    | 4284.43                            | 8752.85                      | 6   | 70214,70417,70620,70213,70416,70619 | 104.29   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 6048576    | 3309.88                            | 6758.74                      | 6   | 63494,63697,63900,63493,63696,63899 | 104.2    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 6048576    | 2871.99                            | 5864.38                      | 6   | 70193,70396,70599,70192,70395,70598 | 104.19   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 5048576    | 2727.4                             | 5568.98                      | 6   | 63487,63690,63893,63486,63689,63892 | 104.19   |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 7048576    | 3340.4                             | 6818.73                      | 6   | 70200,70403,70606,70199,70402,70605 | 104.13   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 3048576    | 1564.5                             | 3191.56                      | 6   | 63473,63676,63879,63472,63675,63878 | 104.0    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8048576    | 3815.94                            | 7781.83                      | 6   | 70207,70410,70613,70206,70409,70612 | 103.93   |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1048576    | 508.94                             | 1035.92                      | 6   | 70158,70361,70564,70157,70360,70563 | 103.54   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 200.11                             | 407.27                       | 6   | 49333,49508,49683,49332,49507,49682 | 103.52   |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 131072     | 51.87                              | 105.56                       | 6   | 66483,66686,66889,66482,66685,66888 | 103.51   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1048576    | 513.76                             | 1045.5                       | 6   | 62241,62444,62647,62240,62443,62646 | 103.5    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | desc       | 131072     | 63.75                              | 129.73                       | 6   | 65874,66077,66280,65873,66076,66279 | 103.5    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1281.31                            | 2604.99                      | 6   | 51454,51629,51804,51453,51628,51803 | 103.31   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 565536     | 4116.42                            | 8350.46                      | 6   | 50446,50621,50796,50445,50620,50795 | 102.86   |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048576    | 1036.89                            | 2103.31                      | 6   | 63466,63669,63872,63465,63668,63871 | 102.85   |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 1048576    | 473.36                             | 959.29                       | 6   | 64677,64880,65083,64676,64879,65082 | 102.66   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 2166.74                            | 4385.66                      | 6   | 51468,51643,51818,51467,51642,51817 | 102.41   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 3446.18                            | 6974.55                      | 6   | 47814,47989,48164,47813,47988,48163 | 102.38   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 565536     | 4069.01                            | 8230.83                      | 6   | 51496,51671,51846,51495,51670,51845 | 102.28   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 3110.88                            | 6290.26                      | 6   | 51482,51657,51832,51481,51656,51831 | 102.2    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 131.22                             | 264.95                       | 6   | 62227,62430,62633,62226,62429,62632 | 101.91   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 2786.34                            | 5625.09                      | 6   | 48850,49025,49200,48849,49024,49199 | 101.88   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 3604.97                            | 7267.46                      | 6   | 51489,51664,51839,51488,51663,51838 | 101.6    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 190536     | 1417.24                            | 2856.93                      | 6   | 48829,49004,49179,48828,49003,49178 | 101.58   |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 870.7                              | 1754.88                      | 6   | 51447,51622,51797,51446,51621,51796 | 101.55   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3249.08                            | 6546.07                      | 6   | 48857,49032,49207,48856,49031,49206 | 101.47   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3023.93                            | 6082.37                      | 6   | 47807,47982,48157,47806,47981,48156 | 101.14   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 4176.4                             | 8398.33                      | 6   | 48871,49046,49221,48870,49045,49220 | 101.09   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 3716.53                            | 7472.23                      | 6   | 48864,49039,49214,48863,49038,49213 | 101.05   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 440536     | 3333.07                            | 6697.46                      | 6   | 50432,50607,50782,50431,50606,50781 | 100.94   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 3882.28                            | 7795.91                      | 6   | 47821,47996,48171,47820,47995,48170 | 100.81   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2165.49                            | 4348.44                      | 6   | 47793,47968,48143,47792,47967,48142 | 100.81   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 128        | 4.7                                | 9.42                         | 6   | 36005,36194,36383,36004,36193,36382 | 100.43   |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 190536     | 1474.8                             | 2950.77                      | 6   | 50404,50579,50754,50403,50578,50753 | 100.08   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 190536     | 1323.93                            | 2648.53                      | 6   | 47779,47954,48129,47778,47953,48128 | 100.05   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 128036     | 897.16                             | 1794.41                      | 6   | 47772,47947,48122,47771,47946,48121 | 100.01   |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 252.82                             | 504.87                       | 6   | 48808,48983,49158,48807,48982,49157 | 99.7     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 262.2                              | 523.18                       | 6   | 62234,62437,62640,62233,62436,62639 | 99.53    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 378036     | 2896.77                            | 5771.0                       | 6   | 50425,50600,50775,50424,50599,50774 | 99.22    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 315536     | 2430.24                            | 4840.25                      | 6   | 50418,50593,50768,50417,50592,50767 | 99.17    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 228.17                             | 454.23                       | 6   | 51433,51608,51783,51432,51607,51782 | 99.08    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 453.89                             | 901.49                       | 6   | 51440,51615,51790,51439,51614,51789 | 98.61    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 253036     | 1950.81                            | 3871.29                      | 6   | 50411,50586,50761,50410,50585,50760 | 98.45    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 35.46                              | 70.2                         | 6   | 63431,63634,63837,63430,63633,63836 | 97.97    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 117.53                             | 231.07                       | 6   | 51426,51601,51776,51425,51600,51775 | 96.61    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 129.76                             | 254.79                       | 6   | 48801,48976,49151,48800,48975,49150 | 96.35    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 28.24                              | 55.41                        | 6   | 49312,49487,49662,49311,49486,49661 | 96.21    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 9.03                               | 17.67                        | 6   | 47723,47898,48073,47722,47897,48072 | 95.68    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1575.06                            | 3079.0                       | 6   | 52504,52679,52854,52503,52678,52853 | 95.48    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 3219.76                            | 6290.21                      | 6   | 52525,52700,52875,52524,52699,52874 | 95.36    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128036     | 1013.54                            | 1979.96                      | 6   | 50397,50572,50747,50396,50571,50746 | 95.35    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2093.06                            | 4088.0                       | 6   | 52511,52686,52861,52510,52685,52860 | 95.31    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 545.98                             | 1065.24                      | 6   | 52490,52665,52840,52489,52664,52839 | 95.11    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 1063.58                            | 2075.06                      | 6   | 52497,52672,52847,52496,52671,52846 | 95.1     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 4357.4                             | 8483.24                      | 6   | 52539,52714,52889,52538,52713,52888 | 94.69    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 62.13                              | 120.69                       | 6   | 47744,47919,48094,47743,47918,48093 | 94.25    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 3798.13                            | 7374.67                      | 6   | 52532,52707,52882,52531,52706,52881 | 94.17    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 565536     | 4932.63                            | 9577.39                      | 6   | 52546,52721,52896,52545,52720,52895 | 94.16    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 60.17                              | 116.81                       | 6   | 51419,51594,51769,51418,51593,51768 | 94.13    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 69.64                              | 135.0                        | 6   | 70137,70340,70543,70136,70339,70542 | 93.85    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 146.52                             | 283.68                       | 6   | 50376,50551,50726,50375,50550,50725 | 93.61    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 881072     | 2119.55                            | 4100.75                      | 6   | 4533,4715,4897,4532,4714,4896       | 93.47    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 3844.98                            | 7431.69                      | 6   | 45707,45882,46057,45706,45881,46056 | 93.28    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 278.05                             | 537.42                       | 6   | 52483,52658,52833,52482,52657,52832 | 93.28    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1168.99                            | 2258.04                      | 6   | 46722,46897,47072,46721,46896,47071 | 93.16    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 301.9                              | 582.65                       | 6   | 46708,46883,47058,46707,46882,47057 | 92.99    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 4562.42                            | 8792.35                      | 6   | 46764,46939,47114,46763,46938,47113 | 92.71    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 565536     | 5124.78                            | 9873.57                      | 6   | 46771,46946,47121,46770,46945,47120 | 92.66    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 601.46                             | 1158.33                      | 6   | 46715,46890,47065,46714,46889,47064 | 92.59    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 1736.64                            | 3344.38                      | 6   | 46729,46904,47079,46728,46903,47078 | 92.58    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 3997.67                            | 7696.96                      | 6   | 46757,46932,47107,46756,46931,47106 | 92.54    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1679.39                            | 3232.19                      | 6   | 45679,45854,46029,45678,45853,46028 | 92.46    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 3431.67                            | 6600.31                      | 6   | 46750,46925,47100,46749,46924,47099 | 92.34    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 2870.55                            | 5520.66                      | 6   | 46743,46918,47093,46742,46917,47092 | 92.32    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 32.58                              | 62.63                        | 6   | 47737,47912,48087,47736,47911,48086 | 92.23    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 4412.61                            | 8479.62                      | 6   | 45714,45889,46064,45713,45888,46063 | 92.17    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 565536     | 4962.97                            | 9534.35                      | 6   | 45721,45896,46071,45720,45895,46070 | 92.11    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 2300.64                            | 4419.37                      | 6   | 46736,46911,47086,46735,46910,47085 | 92.09    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 756072     | 1991.67                            | 3823.88                      | 6   | 5618,5800,5982,5617,5799,5981       | 91.99    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 3323.89                            | 6381.42                      | 6   | 45700,45875,46050,45699,45874,46049 | 91.99    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 78.11                              | 149.78                       | 6   | 46694,46869,47044,46693,46868,47043 | 91.76    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 70.57                              | 135.27                       | 6   | 52469,52644,52819,52468,52643,52818 | 91.68    |
