+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 3584.19                    | 4275.46                          | 6   | 45687,45862,46037,45688,45863,46038 | 691.27   | 19.29    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 9048576    | 1588.57                    | 2230.4                           | 6   | 69606,69809,70012,69607,69810,70013 | 641.83   | 40.4     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 1452.43                    | 2077.43                          | 6   | 62900,63103,63306,62901,63104,63307 | 625.0    | 43.03    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 756072     | 3557.14                    | 4153.46                          | 6   | 6711,6893,7075,6712,6894,7076       | 596.32   | 16.76    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 8048576    | 2189.13                    | 2777.92                          | 6   | 67163,67366,67569,67164,67367,67570 | 588.79   | 26.9     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | desc       | 631072     | 3474.82                    | 4041.24                          | 6   | 698,880,1062,699,881,1063           | 566.42   | 16.3     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 1309.31                    | 1834.65                          | 6   | 70810,71013,71216,70811,71014,71217 | 525.34   | 40.12    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 7048576    | 975.19                     | 1499.52                          | 6   | 69592,69795,69998,69593,69796,69999 | 524.33   | 53.77    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 7048576    | 1787.95                    | 2308.21                          | 6   | 64111,64314,64517,64112,64315,64518 | 520.26   | 29.1     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 833.4                      | 1326.36                          | 6   | 70803,71006,71209,70804,71007,71210 | 492.96   | 59.15    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 1006072    | 976.59                     | 1460.13                          | 6   | 7271,7453,7635,7272,7454,7636       | 483.54   | 49.51    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 503036     | 2132.93                    | 2594.76                          | 6   | 50965,51140,51315,50966,51141,51316 | 461.83   | 21.65    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 315536     | 646.85                     | 1099.78                          | 6   | 51994,52169,52344,51995,52170,52345 | 452.93   | 70.02    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 6048576    | 861.12                     | 1295.04                          | 6   | 69585,69788,69991,69586,69789,69992 | 433.92   | 50.39    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 1815.34                    | 2239.04                          | 6   | 6172,6354,6536,6173,6355,6537       | 423.7    | 23.34    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 506072     | 2378.29                    | 2786.55                          | 6   | 6697,6879,7061,6698,6880,7062       | 408.26   | 17.17    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 5048576    | 1371.81                    | 1778.07                          | 6   | 68360,68563,68766,68361,68564,68767 | 406.26   | 29.61    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 378036     | 797.59                     | 1182.89                          | 6   | 52001,52176,52351,52002,52177,52352 | 385.3    | 48.31    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 2465.12                    | 2833.24                          | 6   | 68388,68591,68794,68389,68592,68795 | 368.12   | 14.93    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 5048576    | 1279.12                    | 1644.5                           | 6   | 64097,64300,64503,64098,64301,64504 | 365.38   | 28.56    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 1161.5                     | 1511.58                          | 6   | 46247,46422,46597,46248,46423,46598 | 350.08   | 30.14    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 2200.7                     | 2546.23                          | 6   | 65336,65539,65742,65337,65540,65743 | 345.53   | 15.7     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 8048576    | 1099.68                    | 1436.91                          | 6   | 69599,69802,70005,69600,69803,70006 | 337.23   | 30.67    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8048576    | 2192.26                    | 2524.82                          | 6   | 68381,68584,68787,68382,68585,68788 | 332.56   | 15.17    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 561.37                     | 888.41                           | 6   | 70789,70992,71195,70790,70993,71196 | 327.04   | 58.26    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 315536     | 1326.44                    | 1636.72                          | 6   | 48319,48494,48669,48320,48495,48670 | 310.28   | 23.39    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 366.18                     | 654.19                           | 6   | 8328,8510,8692,8329,8511,8693       | 288.01   | 78.65    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1066.42                    | 1354.38                          | 6   | 8370,8552,8734,8371,8553,8735       | 287.96   | 27.0     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 7048576    | 976.47                     | 1264.24                          | 6   | 62893,63096,63299,62894,63097,63300 | 287.77   | 29.47    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1066.92                    | 1353.88                          | 6   | 1272,1454,1636,1273,1455,1637       | 286.96   | 26.9     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 9048576    | 1282.85                    | 1567.46                          | 6   | 61689,61892,62095,61690,61893,62096 | 284.61   | 22.19    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 7048576    | 2200.53                    | 2484.55                          | 6   | 68374,68577,68780,68375,68578,68781 | 284.02   | 12.91    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 1193.53                    | 1466.07                          | 6   | 53072,53247,53422,53073,53248,53423 | 272.54   | 22.83    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 565536     | 2368.28                    | 2638.62                          | 6   | 50972,51147,51322,50973,51148,51323 | 270.34   | 11.42    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 18936.33                   | 19205.48                         | 6   | 36699,36888,37077,36700,36889,37078 | 269.15   | 1.42     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1153.5                     | 1419.07                          | 6   | 45197,45372,45547,45198,45373,45548 | 265.57   | 23.02    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 253036     | 522.17                     | 786.13                           | 6   | 46212,46387,46562,46213,46388,46563 | 263.96   | 50.55    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 503036     | 1027.82                    | 1289.1                           | 6   | 46240,46415,46590,46241,46416,46591 | 261.28   | 25.42    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 945.45                     | 1198.19                          | 6   | 1265,1447,1629,1266,1448,1630       | 252.74   | 26.73    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 1006072    | 949.5                      | 1199.9                           | 6   | 173,355,537,174,356,538             | 250.4    | 26.37    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 253036     | 1060.69                    | 1310.07                          | 6   | 50937,51112,51287,50938,51113,51288 | 249.38   | 23.51    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 3048576    | 827.97                     | 1075.09                          | 6   | 65301,65504,65707,65302,65505,65708 | 247.12   | 29.85    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 1064.63                    | 1309.97                          | 6   | 48312,48487,48662,48313,48488,48663 | 245.34   | 23.04    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 6048576    | 1885.8                     | 2129.03                          | 6   | 65322,65525,65728,65323,65526,65729 | 243.23   | 12.9     |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 3048576    | 430.21                     | 672.17                           | 6   | 62865,63068,63271,62866,63069,63272 | 241.96   | 56.24    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 253036     | 994.54                     | 1226.17                          | 6   | 47262,47437,47612,47263,47438,47613 | 231.63   | 23.29    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 10950.43                   | 11180.9                          | 6   | 36650,36839,37028,36651,36840,37029 | 230.47   | 2.1      |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 881072     | 1640.85                    | 1871.12                          | 6   | 5080,5262,5444,5081,5263,5445       | 230.27   | 14.03    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 881072     | 832.75                     | 1056.78                          | 6   | 7264,7446,7628,7265,7447,7629       | 224.03   | 26.9     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 506072     | 966.73                     | 1190.3                           | 6   | 5059,5241,5423,5060,5242,5424       | 223.57   | 23.13    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 565536     | 2413.2                     | 2636.7                           | 6   | 48347,48522,48697,48348,48523,48698 | 223.5    | 9.26     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 440536     | 900.46                     | 1123.57                          | 6   | 45183,45358,45533,45184,45359,45534 | 223.11   | 24.78    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 830.14                     | 1049.33                          | 6   | 1258,1440,1622,1259,1441,1623       | 219.19   | 26.4     |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1191.95                    | 1410.39                          | 6   | 52022,52197,52372,52023,52198,52373 | 218.44   | 18.33    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1131072    | 2378.13                    | 2595.35                          | 6   | 6186,6368,6550,6187,6369,6551       | 217.22   | 9.13     |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4048576    | 1123.87                    | 1340.87                          | 6   | 67135,67338,67541,67136,67339,67542 | 217.0    | 19.31    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 3048576    | 827.33                     | 1042.66                          | 6   | 67128,67331,67534,67129,67332,67535 | 215.33   | 26.03    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 834.13                     | 1046.66                          | 6   | 8356,8538,8720,8357,8539,8721       | 212.53   | 25.48    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | increase  | asc         | asc        | 756072     | 721.77                     | 933.63                           | 6   | 159,341,523,160,342,524             | 211.86   | 29.35    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | desc       | 1006072    | 1890.8                     | 2101.81                          | 6   | 5087,5269,5451,5088,5270,5452       | 211.01   | 11.16    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 378036     | 772.08                     | 977.87                           | 6   | 45176,45351,45526,45177,45352,45527 | 205.79   | 26.65    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 6048576    | 1649.1                     | 1853.42                          | 6   | 67149,67352,67555,67150,67353,67556 | 204.32   | 12.39    |
| 24  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 190536     | 392.97                     | 595.97                           | 6   | 51980,52155,52330,51981,52156,52331 | 203.0    | 51.66    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 5048576    | 701.9                      | 902.23                           | 6   | 70796,70999,71202,70797,71000,71203 | 200.33   | 28.54    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 6048576    | 1559.53                    | 1749.42                          | 6   | 64104,64307,64510,64105,64308,64511 | 189.89   | 12.18    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 803.55                     | 987.76                           | 6   | 48305,48480,48655,48306,48481,48656 | 184.21   | 22.92    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 2030.69                    | 2212.26                          | 6   | 3449,3631,3813,3450,3632,3814       | 181.57   | 8.94     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1565.13                    | 1744.2                           | 6   | 6165,6347,6529,6166,6348,6530       | 179.07   | 11.44    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2262144    | 21071.43                   | 21247.94                         | 6   | 39541,39730,39919,39542,39731,39920 | 176.51   | 0.84     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1262144    | 17902.92                   | 18078.13                         | 6   | 39513,39702,39891,39514,39703,39892 | 175.21   | 0.98     |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 5048576    | 726.25                     | 900.86                           | 6   | 69578,69781,69984,69579,69782,69985 | 174.61   | 24.04    |
| 29  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 524288     | 367.18                     | 541.23                           | 6   | 63453,63656,63859,63454,63657,63860 | 174.05   | 47.4     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 9048576    | 1849.5                     | 2023.28                          | 6   | 22818,23021,23224,22819,23022,23225 | 173.78   | 9.4      |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 756072     | 1507.46                    | 1679.93                          | 6   | 3435,3617,3799,3436,3618,3800       | 172.47   | 11.44    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 378036     | 1612.22                    | 1780.87                          | 6   | 50951,51126,51301,50952,51127,51302 | 168.65   | 10.46    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 2354.04                    | 2522.62                          | 6   | 36622,36811,37000,36623,36812,37001 | 168.58   | 7.16     |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 1789.39                    | 1954.85                          | 6   | 48326,48501,48676,48327,48502,48677 | 165.46   | 9.25     |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 4048576    | 1099.08                    | 1263.56                          | 6   | 65308,65511,65714,65309,65512,65715 | 164.48   | 14.97    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 8048576    | 1589.25                    | 1753.31                          | 6   | 19766,19969,20172,19767,19970,20173 | 164.06   | 10.32    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 199.9                      | 363.66                           | 6   | 42271,42460,42649,42272,42461,42650 | 163.76   | 81.92    |
| 31  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4048576    | 1101.9                     | 1265.09                          | 6   | 68353,68556,68759,68354,68557,68760 | 163.19   | 14.81    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 378036     | 1482.59                    | 1644.7                           | 6   | 47276,47451,47626,47277,47452,47627 | 162.11   | 10.93    |
| 30  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | increase  | desc        | desc       | 1048576    | 797.03                     | 958.97                           | 6   | 64678,64881,65084,64679,64882,65085 | 161.94   | 20.32    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 631072     | 1304.53                    | 1465.22                          | 6   | 6158,6340,6522,6159,6341,6523       | 160.69   | 12.32    |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 9048576    | 1784.3                     | 1943.38                          | 6   | 19773,19976,20179,19774,19977,20180 | 159.08   | 8.92     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 756.11                     | 913.05                           | 6   | 8342,8524,8706,8343,8525,8707       | 156.94   | 20.76    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | desc       | 631072     | 602.05                     | 758.37                           | 6   | 7250,7432,7614,7251,7433,7615       | 156.32   | 25.96    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 631072     | 601.59                     | 757.05                           | 6   | 1244,1426,1608,1245,1427,1609       | 155.46   | 25.84    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 315536     | 1324.63                    | 1479.0                           | 6   | 50944,51119,51294,50945,51120,51295 | 154.37   | 11.65    |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 315536     | 646.93                     | 797.99                           | 6   | 45169,45344,45519,45170,45345,45520 | 151.06   | 23.35    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 4048576    | 714.88                     | 863.23                           | 6   | 69571,69774,69977,69572,69775,69978 | 148.35   | 20.75    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 2048576    | 287.4                      | 432.53                           | 6   | 69557,69760,69963,69558,69761,69964 | 145.13   | 50.5     |
| 21  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 267.16                     | 411.49                           | 6   | 45148,45323,45498,45149,45324,45499 | 144.33   | 54.02    |
| 32  | 60         | 10000000 | 10000000  | 156250   | 4096    | 0     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 3048576    | 425.79                     | 568.73                           | 6   | 70782,70985,71188,70783,70986,71189 | 142.94   | 33.57    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 617.71                     | 760.49                           | 6   | 39443,39632,39821,39444,39633,39822 | 142.78   | 23.11    |
| 23  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 315536     | 1238.36                    | 1375.39                          | 6   | 49894,50069,50244,49895,50070,50245 | 137.03   | 11.07    |
| 22  | 60         | 10000000 | 625000    | 156250   | 0       | 2048  | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 315536     | 1261.77                    | 1392.47                          | 6   | 47269,47444,47619,47270,47445,47620 | 130.7    | 10.36    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2262144    | 22416.8                    | 22546.95                         | 6   | 44077,44266,44455,44078,44267,44456 | 130.15   | 0.58     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 1727.89                    | 1856.5                           | 6   | 20984,21187,21390,20985,21188,21391 | 128.61   | 7.44     |
