+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------+----------------------------------+-----+-------------------------------------+----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-728899ba | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 |   diff   | pct_diff |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 7292.31          | 15420.64                         | 6   | 38397,38586,38775,38401,38590,38779 | 8128.33  | 111.46   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1762144    | 6643.87          | 14757.09                         | 6   | 38390,38579,38768,38394,38583,38772 | 8113.22  | 122.12   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1967.31          | 9950.11                          | 6   | 36640,36829,37018,36644,36833,37022 | 7982.8   | 405.77   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 5144.3           | 13039.57                         | 6   | 38376,38565,38754,38380,38569,38758 | 7895.27  | 153.48   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1512144    | 5945.29          | 13783.91                         | 6   | 38383,38572,38761,38387,38576,38765 | 7838.62  | 131.85   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4271.23          | 12069.98                         | 6   | 38369,38558,38747,38373,38562,38751 | 7798.75  | 182.59   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3369.39          | 10997.51                         | 6   | 38362,38551,38740,38366,38555,38744 | 7628.12  | 226.39   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2654.45          | 9920.39                          | 6   | 38355,38544,38733,38359,38548,38737 | 7265.94  | 273.73   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1926.1           | 8711.65                          | 6   | 38348,38537,38726,38352,38541,38730 | 6785.55  | 352.29   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1433.0           | 7895.5                           | 6   | 37767,37956,38145,37771,37960,38149 | 6462.5   | 450.98   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1448.71          | 7876.35                          | 6   | 38341,38530,38719,38345,38534,38723 | 6427.64  | 443.68   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1338.98          | 7409.96                          | 6   | 36633,36822,37011,36637,36826,37015 | 6070.98  | 453.4    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 65536      | 949.75           | 5894.56                          | 6   | 38334,38523,38712,38338,38527,38716 | 4944.81  | 520.64   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 840.68           | 4770.59                          | 6   | 37760,37949,38138,37764,37953,38142 | 3929.91  | 467.47   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 792.78           | 4528.01                          | 6   | 36626,36815,37004,36630,36819,37008 | 3735.23  | 471.16   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 563.01           | 3580.18                          | 6   | 38327,38516,38705,38331,38520,38709 | 3017.17  | 535.9    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 467.37           | 2620.82                          | 6   | 37753,37942,38131,37757,37946,38135 | 2153.45  | 460.76   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 446.98           | 2522.62                          | 6   | 36619,36808,36997,36623,36812,37001 | 2075.64  | 464.37   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 16384      | 321.0            | 1962.92                          | 6   | 38320,38509,38698,38324,38513,38702 | 1641.92  | 511.5    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 235.0            | 1287.38                          | 6   | 36612,36801,36990,36616,36805,36994 | 1052.38  | 447.82   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 255.79           | 1300.3                           | 6   | 37746,37935,38124,37750,37939,38128 | 1044.51  | 408.35   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8192       | 169.13           | 1039.75                          | 6   | 38313,38502,38691,38317,38506,38695 | 870.62   | 514.76   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 128.87           | 683.21                           | 6   | 36605,36794,36983,36609,36798,36987 | 554.34   | 430.15   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 131.93           | 645.43                           | 6   | 37739,37928,38117,37743,37932,38121 | 513.5    | 389.22   |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | asc        | 631072     | 2728.23          | 3203.47                          | 6   | 5609,5791,5973,5613,5795,5977       | 475.24   | 17.42    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | desc        | asc        | 1131072    | 5742.59          | 6204.13                          | 6   | 6729,6911,7093,6733,6915,7097       | 461.54   | 8.04     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 94.61            | 511.06                           | 6   | 38306,38495,38684,38310,38499,38688 | 416.45   | 440.18   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 6207.41          | 6521.84                          | 6   | 37270,37459,37648,37274,37463,37652 | 314.43   | 5.07     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | desc       | 381072     | 2056.62          | 2370.01                          | 6   | 1773,1955,2137,1777,1959,2141       | 313.39   | 15.24    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 881072     | 1928.51          | 2239.04                          | 6   | 6169,6351,6533,6173,6355,6537       | 310.53   | 16.1     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 5771.09          | 6034.4                           | 6   | 37263,37452,37641,37267,37456,37645 | 263.31   | 4.56     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 381072     | 410.32           | 654.19                           | 6   | 8325,8507,8689,8329,8511,8693       | 243.87   | 59.43    |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 631072     | 677.11           | 913.05                           | 6   | 8339,8521,8703,8343,8525,8707       | 235.94   | 34.85    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 49.69            | 267.76                           | 6   | 38299,38488,38677,38303,38492,38681 | 218.07   | 438.86   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1762144    | 5326.71          | 5508.14                          | 6   | 37256,37445,37634,37260,37449,37638 | 181.43   | 3.41     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 68.56            | 248.5                            | 6   | 36598,36787,36976,36602,36791,36980 | 179.94   | 262.46   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 70.16            | 248.04                           | 6   | 37732,37921,38110,37736,37925,38114 | 177.88   | 253.53   |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 1131072    | 1204.73          | 1354.38                          | 6   | 8367,8549,8731,8371,8553,8735       | 149.65   | 12.42    |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | worker   | 12        | 16  | decrease  | asc         | asc        | 631072     | 2796.25          | 2942.67                          | 6   | 4517,4699,4881,4521,4703,4885       | 146.42   | 5.24     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1131072    | 1227.53          | 1353.88                          | 6   | 1269,1451,1633,1273,1455,1637       | 126.35   | 10.29    |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 1006072    | 2102.05          | 2212.26                          | 6   | 3446,3628,3810,3450,3632,3814       | 110.21   | 5.24     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 631072     | 1355.97          | 1465.22                          | 6   | 6155,6337,6519,6159,6341,6523       | 109.25   | 8.06     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 1006072    | 1091.73          | 1198.19                          | 6   | 1262,1444,1626,1266,1448,1630       | 106.46   | 9.75     |
| 4   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | desc        | desc       | 881072     | 947.53           | 1046.66                          | 6   | 8353,8535,8717,8357,8539,8721       | 99.13    | 10.46    |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 881072     | 950.8            | 1049.33                          | 6   | 1255,1437,1619,1259,1441,1623       | 98.53    | 10.36    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1512144    | 4852.23          | 4949.04                          | 6   | 37249,37438,37627,37253,37442,37631 | 96.81    | 2.0      |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1512144    | 4664.35          | 4759.6                           | 2   | 38950,38954                         | 95.25    | 2.04     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1262144    | 4064.53          | 4152.02                          | 2   | 38943,38947                         | 87.49    | 2.15     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 30.49            | 113.42                           | 6   | 38292,38481,38670,38296,38485,38674 | 82.93    | 271.99   |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 756072     | 1602.65          | 1679.93                          | 6   | 3432,3614,3796,3436,3618,3800       | 77.28    | 4.82     |
| 3   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | decrease  | asc         | desc       | 756072     | 1671.47          | 1744.2                           | 6   | 6162,6344,6526,6166,6348,6530       | 72.73    | 4.35     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 8048576    | 1784.49          | 1856.5                           | 6   | 20981,21184,21387,20985,21188,21391 | 72.01    | 4.04     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 37.77            | 106.25                           | 6   | 36591,36780,36969,36595,36784,36973 | 68.48    | 181.31   |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 6048576    | 532.47           | 592.46                           | 6   | 26448,26651,26854,26452,26655,26858 | 59.99    | 11.27    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1762144    | 5315.97          | 5368.24                          | 2   | 38957,38961                         | 52.27    | 0.98     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2012144    | 5951.88          | 6002.88                          | 2   | 38964,38968                         | 51.0     | 0.86     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 1012144    | 3477.34          | 3525.19                          | 2   | 38936,38940                         | 47.85    | 1.38     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1262144    | 4346.62          | 4394.05                          | 6   | 37242,37431,37620,37246,37435,37624 | 47.43    | 1.09     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 378036     | 2716.81          | 2761.94                          | 6   | 12035,12210,12385,12039,12214,12389 | 45.13    | 1.66     |
| 13  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 1816.29          | 1860.01                          | 6   | 27064,27253,27442,27068,27257,27446 | 43.72    | 2.41     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 2011.42          | 2052.79                          | 6   | 16221,16396,16571,16225,16400,16575 | 41.37    | 2.06     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 565536     | 2157.57          | 2198.91                          | 6   | 9956,10131,10306,9960,10135,10310   | 41.34    | 1.92     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 40.42            | 81.75                            | 6   | 37725,37914,38103,37729,37918,38107 | 41.33    | 102.25   |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 381072     | 815.76           | 856.49                           | 6   | 3411,3593,3775,3415,3597,3779       | 40.73    | 4.99     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 503036     | 1982.61          | 2022.84                          | 6   | 16774,16949,17124,16778,16953,17128 | 40.23    | 2.03     |
| 5   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 3134.94          | 3173.46                          | 6   | 10467,10642,10817,10471,10646,10821 | 38.52    | 1.23     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 2262144    | 6665.19          | 6702.98                          | 2   | 38971,38975                         | 37.79    | 0.57     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 440536     | 1769.34          | 1806.94                          | 6   | 16767,16942,17117,16771,16946,17121 | 37.6     | 2.13     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 5894.22          | 5930.54                          | 6   | 36136,36325,36514,36140,36329,36518 | 36.32    | 0.62     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 9048576    | 2009.07          | 2044.88                          | 6   | 20988,21191,21394,20992,21195,21398 | 35.81    | 1.78     |
| 1   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | asc         | asc        | 256072     | 278.1            | 311.27                           | 6   | 1220,1402,1584,1224,1406,1588       | 33.17    | 11.93    |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 9048576    | 1949.73          | 1980.43                          | 6   | 24033,24236,24439,24037,24240,24443 | 30.7     | 1.57     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8048576    | 710.75           | 741.33                           | 6   | 26462,26665,26868,26466,26669,26872 | 30.58    | 4.3      |
| 15  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2262144    | 2725.57          | 2755.75                          | 6   | 32167,32356,32545,32171,32360,32549 | 30.18    | 1.11     |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 7048576    | 1516.28          | 1545.07                          | 6   | 24019,24222,24425,24023,24226,24429 | 28.79    | 1.9      |
| 11  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 3048576    | 674.43           | 702.98                           | 6   | 23991,24194,24397,23995,24198,24401 | 28.55    | 4.23     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2012144    | 2436.88          | 2464.36                          | 6   | 29325,29514,29703,29329,29518,29707 | 27.48    | 1.13     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 512144     | 2345.16          | 2372.16                          | 2   | 38922,38926                         | 27.0     | 1.15     |
| 2   | 80         | 10000000 | 1250000   | 117648   | 4       | 2048  | 8    | io_uring | 12        | 16  | increase  | desc        | asc        | 256072     | 552.14           | 578.9                            | 6   | 3404,3586,3768,3408,3590,3772       | 26.76    | 4.85     |
| 10  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | desc        | asc        | 7048576    | 1560.72          | 1586.73                          | 6   | 20974,21177,21380,20978,21181,21384 | 26.01    | 1.67     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 762144     | 2915.94          | 2941.71                          | 2   | 38929,38933                         | 25.77    | 0.88     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 7048576    | 619.32           | 644.98                           | 6   | 26455,26658,26861,26459,26662,26865 | 25.66    | 4.14     |
| 6   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 503036     | 3460.53          | 3485.81                          | 6   | 12049,12224,12399,12053,12228,12403 | 25.28    | 0.73     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 6048576    | 530.98           | 555.39                           | 6   | 18531,18734,18937,18535,18738,18941 | 24.41    | 4.6      |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 565536     | 2181.83          | 2206.08                          | 6   | 16781,16956,17131,16785,16960,17135 | 24.25    | 1.11     |
| 14  | 80         | 10000000 | 2500000   | 117648   | 1048576 | 2     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2262144    | 3071.93          | 3095.33                          | 6   | 30466,30655,30844,30470,30659,30848 | 23.4     | 0.76     |
| 7   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 565536     | 3674.99          | 3697.99                          | 6   | 14681,14856,15031,14685,14860,15035 | 23.0     | 0.63     |
| 9   | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 5048576    | 445.98           | 468.91                           | 6   | 18524,18727,18930,18528,18731,18934 | 22.93    | 5.14     |
| 8   | 60         | 10000000 | 625000    | 156250   | 1048576 | 128   | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 1573.25          | 1595.65                          | 6   | 16760,16935,17110,16764,16939,17114 | 22.4     | 1.42     |
| 12  | 80         | 10000000 | 10000000  | 117648   | 16      | 32    | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4048576    | 356.95           | 379.2                            | 6   | 26434,26637,26840,26438,26641,26844 | 22.25    | 6.23     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 25.33            | 47.29                            | 6   | 36584,36773,36962,36588,36777,36966 | 21.96    | 86.7     |
