+-----+------------+----------+-----------+----------+---------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------------+----------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz   | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-2-3ded1b78 | patched-geoghegan-munro-43ff7415 | cnt |                 qid                 | pct_diff |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 8192       | 267.88                       | 1539.93                          | 6   | 39448,39637,39826,39451,39640,39829 | 474.86   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 438.96                       | 2522.62                          | 6   | 36620,36809,36998,36623,36812,37001 | 474.68   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 1516.92                      | 8697.69                          | 6   | 39469,39658,39847,39472,39661,39850 | 473.38   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 504.03                       | 2878.28                          | 6   | 43991,44180,44369,43994,44183,44372 | 471.05   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 1149.53                      | 6538.68                          | 6   | 42871,43060,43249,42874,43063,43252 | 468.81   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 841.88                       | 4770.59                          | 6   | 37761,37950,38139,37764,37953,38142 | 466.66   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 65536      | 1460.28                      | 8266.86                          | 6   | 42304,42493,42682,42307,42496,42685 | 466.11   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 868.43                       | 4908.61                          | 6   | 42297,42486,42675,42300,42489,42678 | 465.23   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 466.89                       | 2620.82                          | 6   | 37754,37943,38132,37757,37946,38135 | 461.34   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32768      | 785.37                       | 4402.06                          | 6   | 41163,41352,41541,41166,41355,41544 | 460.51   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 1307.82                      | 7283.04                          | 6   | 41170,41359,41548,41173,41362,41551 | 456.88   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 1331.85                      | 7409.96                          | 6   | 36634,36823,37012,36637,36826,37015 | 456.37   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 1425.78                      | 7895.5                           | 6   | 37768,37957,38146,37771,37960,38149 | 453.77   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16384      | 442.22                       | 2440.99                          | 6   | 41156,41345,41534,41159,41348,41537 | 451.99   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 479.78                       | 2634.17                          | 6   | 42290,42479,42668,42293,42482,42671 | 449.04   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 131072     | 1445.47                      | 7876.35                          | 6   | 38342,38531,38720,38345,38534,38723 | 444.9    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 8192       | 218.07                       | 1183.29                          | 6   | 42850,43039,43228,42853,43042,43231 | 442.62   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16384      | 392.51                       | 2128.01                          | 6   | 42857,43046,43235,42860,43049,43238 | 442.15   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4096       | 95.25                        | 511.06                           | 6   | 38307,38496,38685,38310,38499,38688 | 436.55   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8192       | 241.57                       | 1287.38                          | 6   | 36613,36802,36991,36616,36805,36994 | 432.92   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 8192       | 243.36                       | 1291.42                          | 6   | 41149,41338,41527,41152,41341,41530 | 430.66   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 113.56                       | 600.33                           | 6   | 42843,43032,43221,42846,43035,43224 | 428.65   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 130.11                       | 683.21                           | 6   | 36606,36795,36984,36609,36798,36987 | 425.1    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 51.31                        | 267.76                           | 6   | 38300,38489,38678,38303,38492,38681 | 421.85   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 258.16                       | 1345.3                           | 6   | 42283,42472,42661,42286,42475,42664 | 421.11   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 4096       | 147.31                       | 760.49                           | 6   | 39441,39630,39819,39444,39633,39822 | 416.25   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 131072     | 2282.85                      | 11775.18                         | 6   | 44012,44201,44390,44015,44204,44393 | 415.81   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 131072     | 1700.78                      | 8732.9                           | 6   | 42878,43067,43256,42881,43070,43259 | 413.46   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 253.34                       | 1300.3                           | 6   | 37747,37936,38125,37750,37939,38128 | 413.26   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 131072     | 2271.76                      | 11494.57                         | 6   | 39476,39665,39854,39479,39668,39857 | 405.98   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 72.34                        | 363.66                           | 6   | 42269,42458,42647,42272,42461,42650 | 402.71   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 146.87                       | 737.69                           | 6   | 43977,44166,44355,43980,44169,44358 | 402.27   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 1981.73                      | 9950.11                          | 6   | 36641,36830,37019,36644,36833,37022 | 402.09   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 131072     | 1933.8                       | 9677.8                           | 6   | 41177,41366,41555,41180,41369,41558 | 400.46   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 123.87                       | 618.91                           | 6   | 41142,41331,41520,41145,41334,41523 | 399.64   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 131072     | 2193.61                      | 10906.35                         | 6   | 42311,42500,42689,42314,42503,42692 | 397.19   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 131072     | 2151.9                       | 10595.92                         | 6   | 37775,37964,38153,37778,37967,38156 | 392.4    |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 138.6                        | 645.43                           | 6   | 37740,37929,38118,37743,37932,38121 | 365.68   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 78.91                        | 358.9                            | 6   | 39434,39623,39812,39437,39626,39815 | 354.82   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 262144     | 1919.81                      | 8711.65                          | 6   | 38349,38538,38727,38352,38541,38730 | 353.78   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 262144     | 2486.36                      | 11180.9                          | 6   | 36648,36837,37026,36651,36840,37029 | 349.69   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 262144     | 2921.54                      | 12923.84                         | 6   | 44019,44208,44397,44022,44211,44400 | 342.36   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 262144     | 2184.24                      | 9540.18                          | 6   | 42885,43074,43263,42888,43077,43266 | 336.77   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 262144     | 2918.91                      | 12747.95                         | 6   | 39483,39672,39861,39486,39675,39864 | 336.74   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 2463.94                      | 10666.18                         | 6   | 41184,41373,41562,41187,41376,41565 | 332.89   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 262144     | 2844.32                      | 12064.04                         | 6   | 42318,42507,42696,42321,42510,42699 | 324.14   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 262144     | 2722.37                      | 11495.46                         | 6   | 37782,37971,38160,37785,37974,38163 | 322.26   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 65.94                        | 277.53                           | 6   | 42836,43025,43214,42839,43028,43217 | 320.88   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 41.01                        | 163.78                           | 6   | 39427,39616,39805,39430,39619,39808 | 299.37   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 77.85                        | 308.06                           | 6   | 43970,44159,44348,43973,44162,44351 | 295.71   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 141.38                       | 559.17                           | 6   | 42276,42465,42654,42279,42468,42657 | 295.51   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 36.23                        | 140.6                            | 6   | 42829,43018,43207,42832,43021,43210 | 288.08   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512144     | 3835.94                      | 14525.89                         | 6   | 44026,44215,44404,44029,44218,44407 | 278.68   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512144     | 3790.25                      | 14232.72                         | 6   | 39490,39679,39868,39493,39682,39871 | 275.51   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 512144     | 3250.9                       | 12141.88                         | 6   | 41191,41380,41569,41194,41383,41572 | 273.49   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512144     | 2663.8                       | 9920.39                          | 6   | 38356,38545,38734,38359,38548,38737 | 272.41   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 30.52                        | 113.42                           | 6   | 38293,38482,38671,38296,38485,38674 | 271.63   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512144     | 3413.46                      | 12671.88                         | 6   | 36655,36844,37033,36658,36847,37036 | 271.23   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 512144     | 2952.14                      | 10855.06                         | 6   | 42892,43081,43270,42895,43084,43273 | 267.7    |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512144     | 3738.0                       | 13496.38                         | 6   | 42325,42514,42703,42328,42517,42706 | 261.06   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 512144     | 3645.15                      | 13069.52                         | 6   | 37789,37978,38167,37792,37981,38170 | 258.55   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 70.15                        | 248.5                            | 6   | 36599,36788,36977,36602,36791,36980 | 254.24   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 43.91                        | 153.53                           | 6   | 43963,44152,44341,43966,44155,44344 | 249.65   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 762144     | 4663.79                      | 16008.4                          | 6   | 44033,44222,44411,44036,44225,44414 | 243.25   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 72.91                        | 248.04                           | 6   | 37733,37922,38111,37736,37925,38114 | 240.2    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 762144     | 4594.65                      | 15569.87                         | 6   | 39497,39686,39875,39500,39689,39878 | 238.87   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 762144     | 4121.37                      | 13866.5                          | 6   | 36662,36851,37040,36665,36854,37043 | 236.45   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 762144     | 3993.28                      | 13209.29                         | 6   | 41198,41387,41576,41201,41390,41579 | 230.79   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 762144     | 4551.31                      | 15011.24                         | 6   | 42332,42521,42710,42335,42524,42713 | 229.82   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 762144     | 3669.08                      | 12016.89                         | 6   | 42899,43088,43277,42902,43091,43280 | 227.52   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 762144     | 3365.13                      | 10997.51                         | 6   | 38363,38552,38741,38366,38555,38744 | 226.81   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 762144     | 4389.29                      | 14339.11                         | 6   | 37796,37985,38174,37799,37988,38177 | 226.68   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1012144    | 5526.89                      | 17182.38                         | 6   | 44040,44229,44418,44043,44232,44421 | 210.89   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1012144    | 4372.06                      | 13354.15                         | 6   | 42906,43095,43284,42909,43098,43287 | 205.44   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 4900.8                       | 14946.35                         | 6   | 36669,36858,37047,36672,36861,37050 | 204.98   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1012144    | 5169.58                      | 15372.98                         | 6   | 37803,37992,38181,37806,37995,38184 | 197.37   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1012144    | 5644.94                      | 16729.71                         | 6   | 39504,39693,39882,39507,39696,39885 | 196.37   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1012144    | 5579.36                      | 16348.67                         | 6   | 42339,42528,42717,42342,42531,42720 | 193.02   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1012144    | 4989.11                      | 14437.23                         | 6   | 41205,41394,41583,41208,41397,41586 | 189.37   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1262144    | 6454.81                      | 18650.16                         | 6   | 44047,44236,44425,44050,44239,44428 | 188.93   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1024       | 41.54                        | 119.94                           | 6   | 41128,41317,41506,41131,41320,41509 | 188.73   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1012144    | 4272.13                      | 12069.98                         | 6   | 38370,38559,38748,38373,38562,38751 | 182.53   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 40.5                         | 112.57                           | 6   | 42262,42451,42640,42265,42454,42643 | 177.95   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1262144    | 5769.42                      | 15983.87                         | 6   | 36676,36865,37054,36679,36868,37057 | 177.04   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 72.37                        | 200.09                           | 6   | 41135,41324,41513,41138,41327,41516 | 176.48   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1262144    | 6048.71                      | 16559.59                         | 6   | 37810,37999,38188,37813,38002,38191 | 173.77   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 38.91                        | 106.25                           | 6   | 36592,36781,36970,36595,36784,36973 | 173.07   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1262144    | 5288.24                      | 14406.62                         | 6   | 42913,43102,43291,42916,43105,43294 | 172.43   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1262144    | 6707.13                      | 18078.13                         | 6   | 39511,39700,39889,39514,39703,39892 | 169.54   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1512144    | 7484.98                      | 19552.82                         | 6   | 44054,44243,44432,44057,44246,44435 | 161.23   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6683.12                      | 17450.04                         | 6   | 42346,42535,42724,42349,42538,42727 | 161.11   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1262144    | 6033.63                      | 15596.07                         | 6   | 41212,41401,41590,41215,41404,41593 | 158.49   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1512144    | 6610.48                      | 17012.69                         | 6   | 36683,36872,37061,36686,36875,37064 | 157.36   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1512144    | 6919.25                      | 17648.12                         | 6   | 37817,38006,38195,37820,38009,38198 | 155.06   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1262144    | 5179.07                      | 13039.57                         | 6   | 38377,38566,38755,38380,38569,38758 | 151.77   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1512144    | 6181.61                      | 15385.75                         | 6   | 42920,43109,43298,42923,43112,43301 | 148.9    |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1512144    | 7622.4                       | 18970.61                         | 6   | 39518,39707,39896,39521,39710,39899 | 148.88   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1762144    | 8479.46                      | 20685.31                         | 6   | 44061,44250,44439,44064,44253,44442 | 143.95   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1512144    | 7638.49                      | 18413.24                         | 6   | 42353,42542,42731,42356,42545,42734 | 141.06   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1762144    | 7643.84                      | 18304.66                         | 6   | 36690,36879,37068,36693,36882,37071 | 139.47   |
| 19  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1512144    | 6933.71                      | 16522.63                         | 6   | 41219,41408,41597,41222,41411,41600 | 138.29   |
| 17  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1762144    | 7853.63                      | 18557.64                         | 6   | 37824,38013,38202,37827,38016,38205 | 136.29   |
| 18  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1762144    | 8354.09                      | 19691.69                         | 6   | 39525,39714,39903,39528,39717,39906 | 135.71   |
| 20  | 20         | 10000000 | 2500000   | 476191   | 4194304 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1762144    | 7043.15                      | 16390.13                         | 6   | 42927,43116,43305,42930,43119,43308 | 132.71   |
