+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------+------------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values |  master  | patched-geoghegan-2-3ded1b78 | cnt |                 qid                 | pct_diff |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 2.27     | 2.35                         | 6   | 27357,27560,27763,27359,27562,27765 | 3.52     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 126518     | 1928.16  | 1995.71                      | 6   | 19951,20119,20287,19953,20121,20289 | 3.5      |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 32         | 2.0      | 2.07                         | 6   | 10011,10186,10361,10013,10188,10363 | 3.5      |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 32768      | 24.58    | 25.44                        | 6   | 27406,27609,27812,27408,27611,27814 | 3.5      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.15     | 1.19                         | 4   | 53908,54097,53910,54099             | 3.48     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 53.69    | 55.55                        | 6   | 33496,33699,33902,33498,33701,33904 | 3.46     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 37.36    | 38.65                        | 6   | 24445,24613,24781,24447,24615,24783 | 3.45     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 32         | 2.03     | 2.1                          | 6   | 32208,32411,32614,32210,32413,32616 | 3.45     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 378036     | 3029.64  | 3134.02                      | 6   | 14323,14498,14673,14325,14500,14675 | 3.45     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 32         | 8.73     | 9.03                         | 6   | 39180,39369,39558,39182,39371,39560 | 3.44     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 35.42    | 36.63                        | 6   | 19902,20070,20238,19904,20072,20240 | 3.42     |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 512        | 3.83     | 3.96                         | 6   | 7939,8114,8289,7941,8116,8291       | 3.39     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 1.18     | 1.22                         | 6   | 26097,26300,26503,26099,26302,26505 | 3.39     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 42.88    | 44.33                        | 6   | 11103,11278,11453,11105,11280,11455 | 3.38     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 4.15     | 4.29                         | 6   | 27378,27581,27784,27380,27583,27786 | 3.37     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 2048       | 34.95    | 36.12                        | 6   | 22422,22590,22758,22424,22592,22760 | 3.35     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.5      | 1.55                         | 6   | 36317,36506,36695,36319,36508,36697 | 3.33     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 1418.88  | 1466.04                      | 6   | 3277,3452,3627,3279,3454,3629       | 3.32     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 126518     | 1935.15  | 1999.46                      | 6   | 22471,22639,22807,22473,22641,22809 | 3.32     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 1887.11  | 1949.79                      | 6   | 3284,3459,3634,3286,3461,3636       | 3.32     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 13.56    | 14.01                        | 6   | 8989,9164,9339,8991,9166,9341       | 3.32     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 16384      | 60.16    | 62.14                        | 6   | 1149,1324,1499,1151,1326,1501       | 3.29     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 12.48    | 12.89                        | 4   | 53978,54167,53980,54169             | 3.29     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 256        | 2.44     | 2.52                         | 6   | 34056,34259,34462,34058,34261,34464 | 3.28     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 65536      | 46.18    | 47.69                        | 6   | 30458,30661,30864,30460,30663,30866 | 3.27     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 64         | 9.79     | 10.11                        | 6   | 43156,43345,43534,43158,43347,43536 | 3.27     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 512        | 2.45     | 2.53                         | 4   | 53950,54139,53952,54141             | 3.27     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 1.86     | 1.92                         | 6   | 16311,16486,16661,16313,16488,16663 | 3.23     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 53.77    | 55.5                         | 6   | 32278,32481,32684,32280,32483,32686 | 3.22     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 253.28   | 261.36                       | 6   | 22443,22611,22779,22445,22613,22781 | 3.19     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 33.63    | 34.7                         | 6   | 4810,4985,5160,4812,4987,5162       | 3.18     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 128036     | 2506.12  | 2585.71                      | 6   | 12720,12895,13070,12722,12897,13072 | 3.18     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 101.85   | 105.07                       | 6   | 34126,34329,34532,34128,34331,34534 | 3.16     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 6122.78  | 6316.17                      | 6   | 12741,12916,13091,12743,12918,13093 | 3.16     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 648.75   | 669.21                       | 6   | 11131,11306,11481,11133,11308,11483 | 3.15     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | asc        | 65536      | 90.72    | 93.58                        | 6   | 29849,30052,30255,29851,30054,30257 | 3.15     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 251.13   | 259.04                       | 6   | 5881,6056,6231,5883,6058,6233       | 3.15     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 5.41     | 5.58                         | 6   | 32250,32453,32656,32252,32455,32658 | 3.14     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | desc        | asc        | 190536     | 1404.92  | 1448.87                      | 6   | 2227,2402,2577,2229,2404,2579       | 3.13     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 262144     | 172.06   | 177.43                       | 6   | 30472,30675,30878,30474,30677,30880 | 3.12     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 10955.91 | 11295.84                     | 6   | 12769,12944,13119,12771,12946,13121 | 3.1      |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 157768     | 2410.36  | 2485.14                      | 6   | 19958,20126,20294,19960,20128,20296 | 3.1      |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 1.94     | 2.0                          | 6   | 17830,17998,18166,17832,18000,18168 | 3.09     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 1048576    | 394.07   | 406.25                       | 6   | 25005,25208,25411,25007,25210,25413 | 3.09     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64018      | 978.14   | 1008.25                      | 6   | 22457,22625,22793,22459,22627,22795 | 3.08     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 1024       | 11.75    | 12.11                        | 6   | 24431,24599,24767,24433,24601,24769 | 3.06     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 36.35    | 37.46                        | 6   | 14260,14435,14610,14262,14437,14612 | 3.05     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | asc         | desc       | 4048576    | 2542.83  | 2620.32                      | 6   | 30507,30710,30913,30509,30712,30915 | 3.05     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 2048       | 17.9     | 18.44                        | 6   | 4803,4978,5153,4805,4980,5155       | 3.02     |
| 15  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | decrease  | asc         | desc       | 4096       | 5.31     | 5.47                         | 6   | 31648,31851,32054,31650,31853,32056 | 3.01     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 3.01     | 3.1                          | 6   | 27371,27574,27777,27373,27576,27779 | 2.99     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | desc       | 253036     | 1870.5   | 1926.02                      | 6   | 4859,5034,5209,4861,5036,5211       | 2.97     |
| 19  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 3.71     | 3.82                         | 6   | 40867,41056,41245,40869,41058,41247 | 2.96     |
