+-----+------------+----------+-----------+----------+--------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+------------------------------------+-----+-------------------------------------+-----------+----------+
| did | fillfactor |   rows   | ndistinct | relpages |  fuzz  | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 | patched-geoghegan-2-munro-3ded1b78 | cnt |                 qid                 |   diff    | pct_diff |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 512144     | 1530.22                    | 1624.21                            | 6   | 34746,34935,35124,34745,34934,35123 | 93.99     | 6.14     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 1527.52                    | 1616.57                            | 6   | 11681,11856,12031,11680,11855,12030 | 89.05     | 5.83     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2262144    | 4523.53                    | 4610.26                            | 6   | 43867,44056,44245,43866,44055,44244 | 86.73     | 1.92     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 190536     | 744.13                     | 830.31                             | 6   | 16406,16581,16756,16405,16580,16755 | 86.18     | 11.58    |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 762144     | 2375.08                    | 2459.87                            | 6   | 42124,42313,42502,42123,42312,42501 | 84.79     | 3.57     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 253036     | 985.19                     | 1069.96                            | 6   | 16413,16588,16763,16412,16587,16762 | 84.77     | 8.6      |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 253036     | 1887.17                    | 1969.1                             | 6   | 5913,6088,6263,5912,6087,6262       | 81.93     | 4.34     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 762144     | 917.26                     | 998.59                             | 4   | 54031,54220,54030,54219             | 81.33     | 8.87     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 2422.32                    | 2502.43                            | 6   | 52932,53121,53310,52931,53120,53309 | 80.11     | 3.31     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 251518     | 3478.85                    | 3556.95                            | 6   | 18975,19143,19311,18974,19142,19310 | 78.1      | 2.24     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 253036     | 1898.08                    | 1967.91                            | 6   | 3288,3463,3638,3287,3462,3637       | 69.83     | 3.68     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 157768     | 1181.59                    | 1251.1                             | 6   | 17946,18114,18282,17945,18113,18281 | 69.51     | 5.88     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2262144    | 13342.35                   | 13411.28                           | 6   | 53506,53695,53884,53505,53694,53883 | 68.93     | 0.52     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 378036     | 1544.06                    | 1612.7                             | 6   | 16427,16602,16777,16426,16601,16776 | 68.64     | 4.45     |
| 18  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2012144    | 10338.13                   | 10406.62                           | 6   | 38190,38379,38568,38189,38378,38567 | 68.49     | 0.66     |
| 14  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | desc        | asc        | 2048576    | 1310.68                    | 1378.59                            | 6   | 27452,27655,27858,27451,27654,27857 | 67.91     | 5.18     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128036     | 1013.88                    | 1081.37                            | 6   | 14299,14474,14649,14298,14473,14648 | 67.49     | 6.66     |
| 24  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 2262144    | 5101.48                    | 5168.33                            | 6   | 52372,52561,52750,52371,52560,52749 | 66.85     | 1.31     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1762144    | 5531.38                    | 5596.99                            | 6   | 34781,34970,35159,34780,34969,35158 | 65.61     | 1.19     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | desc       | 1048576    | 390.2                      | 454.08                             | 6   | 32926,33129,33332,32925,33128,33331 | 63.88     | 16.37    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 190536     | 1422.24                    | 1484.26                            | 6   | 5906,6081,6256,5905,6080,6255       | 62.02     | 4.36     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 128036     | 1024.43                    | 1086.1                             | 6   | 11674,11849,12024,11673,11848,12023 | 61.67     | 6.02     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1262144    | 3986.99                    | 4047.78                            | 6   | 42138,42327,42516,42137,42326,42515 | 60.79     | 1.52     |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2262144    | 2766.52                    | 2823.97                            | 2   | 54073,54072                         | 57.45     | 2.08     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | asc        | 128036     | 497.65                     | 554.94                             | 6   | 9574,9749,9924,9573,9748,9923       | 57.29     | 11.51    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 95268      | 707.69                     | 763.56                             | 6   | 17932,18100,18268,17931,18099,18267 | 55.87     | 7.89     |
| 21  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 2012144    | 4537.82                    | 4593.64                            | 6   | 44994,45183,45372,44993,45182,45371 | 55.82     | 1.23     |
| 20  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 262144     | 903.53                     | 958.66                             | 6   | 43244,43433,43622,43243,43432,43621 | 55.13     | 6.1      |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 190536     | 1422.43                    | 1477.26                            | 6   | 3281,3456,3631,3280,3455,3630       | 54.83     | 3.85     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | desc       | 7048576    | 10948.65                   | 11001.69                           | 6   | 26878,27081,27284,26877,27080,27283 | 53.04     | 0.48     |
| 6   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 65536      | 520.25                     | 572.33                             | 6   | 11667,11842,12017,11666,11841,12016 | 52.08     | 10.01    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 3830.83                    | 3881.6                             | 6   | 7516,7691,7866,7515,7690,7865       | 50.77     | 1.33     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 189018     | 2935.05                    | 2984.7                             | 6   | 19969,20137,20305,19968,20136,20304 | 49.65     | 1.69     |
| 8   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | desc       | 128036     | 509.21                     | 557.93                             | 6   | 16399,16574,16749,16398,16573,16748 | 48.72     | 9.57     |
| 2   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | asc        | 128036     | 960.23                     | 1007.05                            | 6   | 3274,3449,3624,3273,3448,3623       | 46.82     | 4.88     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | io_uring | 12        | 16  | increase  | asc         | asc        | 8048576    | 2988.27                    | 3034.95                            | 6   | 26276,26479,26682,26275,26478,26681 | 46.68     | 1.56     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 220268     | 3785.81                    | 3832.26                            | 6   | 18464,18632,18800,18463,18631,18799 | 46.45     | 1.23     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 95268      | 1471.88                    | 1517.76                            | 6   | 19948,20116,20284,19947,20115,20283 | 45.88     | 3.12     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 282768     | 4278.78                    | 4323.26                            | 6   | 23014,23182,23350,23013,23181,23349 | 44.48     | 1.04     |
| 10  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 220268     | 3039.32                    | 3083.6                             | 6   | 18968,19136,19304,18967,19135,19303 | 44.28     | 1.46     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16     | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 65536      | 517.82                     | 562.05                             | 6   | 14292,14467,14642,14291,14466,14641 | 44.23     | 8.54     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 282768     | 1812.32                    | 1853.76                            | 6   | 16966,17134,17302,16965,17133,17301 | 41.44     | 2.29     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 282768     | 2182.69                    | 2224.05                            | 6   | 24526,24694,24862,24525,24693,24861 | 41.36     | 1.89     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 220268     | 1665.08                    | 1706.36                            | 6   | 17960,18128,18296,17959,18127,18295 | 41.28     | 2.48     |
| 17  | 20         | 10000000 | 2500000   | 476191   | 1024   | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 2012144    | 6328.15                    | 6367.68                            | 6   | 34788,34977,35166,34787,34976,35165 | 39.53     | 0.62     |
| 9   | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 157768     | 2692.53                    | 2731.62                            | 6   | 18450,18618,18786,18449,18617,18785 | 39.09     | 1.45     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 126518     | 849.33                     | 887.88                             | 6   | 23483,23651,23819,23482,23650,23818 | 38.55     | 4.54     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 157768     | 2377.82                    | 2416.36                            | 6   | 22986,23154,23322,22985,23153,23321 | 38.54     | 1.62     |
| 1   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1490.15                    | 1526.81                            | 6   | 173,348,523,172,347,522             | 36.66     | 2.46     |
| 3   | 100        | 10000000 | 625000    | 93458    | 0      | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | desc       | 128036     | 961.46                     | 996.97                             | 6   | 5899,6074,6249,5898,6073,6248       | 35.51     | 3.69     |
| 16  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | decrease  | desc        | asc        | 6048576    | 9408.19                    | 9442.85                            | 6   | 32352,32555,32758,32351,32554,32757 | 34.66     | 0.37     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024   | 8     | 1    | worker   | 12        | 16  | increase  | asc         | asc        | 7048576    | 2602.89                    | 2637.37                            | 6   | 25051,25254,25457,25050,25253,25456 | 34.48     | 1.32     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 251518     | 4310.5                     | 4344.89                            | 6   | 24015,24183,24351,24014,24182,24350 | 34.39     | 0.8      |
| 12  | 100        | 10000000 | 312500    | 93458    | 64     | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | desc       | 64018      | 434.52                     | 468.4                              | 6   | 23469,23637,23805,23468,23636,23804 | 33.88     | 7.8      |
| 25  | 80         | 10000000 | 2500000   | 117648   | 16     | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2012144    | 11942.92                   | 11975.94                           | 6   | 53499,53688,53877,53498,53687,53876 | 33.02     | 0.28     |
| 22  | 60         | 10000000 | 2500000   | 156250   | 262144 | 8     | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2012144    | 6389.25                    | 6421.99                            | 6   | 47262,47451,47640,47261,47450,47639 | 32.74     | 0.51     |
