+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+------------------------+------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro-728899ba | patched-728899ba | cnt |                 qid                 | pct_diff |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 18.34                  | 43.37            | 6   | 13734,13909,14084,13729,13904,14079 | 136.48   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 315536     | 2650.1                 | 6265.68          | 6   | 12747,12922,13097,12742,12917,13092 | 136.43   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 36.75                  | 86.77            | 6   | 12691,12866,13041,12686,12861,13036 | 136.11   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 378036     | 3198.2                 | 7531.62          | 6   | 12754,12929,13104,12749,12924,13099 | 135.5    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 35.73                  | 83.99            | 6   | 12166,12341,12516,12161,12336,12511 | 135.07   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 65536      | 564.87                 | 1320.89          | 6   | 11144,11319,11494,11139,11314,11489 | 133.84   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 565536     | 4799.93                | 11216.39         | 6   | 12775,12950,13125,12770,12945,13120 | 133.68   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 143.86                 | 336.02           | 6   | 11130,11305,11480,11125,11300,11475 | 133.57   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 69.89                  | 162.72           | 6   | 12173,12348,12523,12168,12343,12518 | 132.82   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 4096       | 43.98                  | 101.67           | 6   | 14791,14966,15141,14786,14961,15136 | 131.17   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 16384      | 164.2                  | 379.25           | 6   | 10080,10255,10430,10075,10250,10425 | 130.97   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 2048       | 22.49                  | 51.91            | 6   | 14784,14959,15134,14779,14954,15129 | 130.81   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 73.38                  | 169.07           | 6   | 11123,11298,11473,11118,11293,11468 | 130.4    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 26.88                  | 61.72            | 6   | 3766,3941,4116,3761,3936,4111       | 129.61   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 9.71                   | 22.25            | 6   | 13727,13902,14077,13722,13897,14072 | 129.15   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 325.46                 | 745.28           | 6   | 15862,16037,16212,15857,16032,16207 | 128.99   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 38.05                  | 86.94            | 6   | 11116,11291,11466,11111,11286,11461 | 128.49   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 8192       | 84.26                  | 192.07           | 6   | 15848,16023,16198,15843,16018,16193 | 127.95   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 22.88                  | 51.97            | 6   | 9009,9184,9359,9004,9179,9354       | 127.14   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 16384      | 165.02                 | 373.98           | 6   | 15855,16030,16205,15850,16025,16200 | 126.63   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 85.42                  | 192.89           | 6   | 10073,10248,10423,10068,10243,10418 | 125.81   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 14.32                  | 32.25            | 6   | 3759,3934,4109,3754,3929,4104       | 125.21   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 43.36                  | 96.99            | 6   | 9016,9191,9366,9011,9186,9361       | 123.69   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 2048       | 22.15                  | 49.4             | 6   | 15834,16009,16184,15829,16004,16179 | 123.02   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 16384      | 97.28                  | 215.15           | 6   | 4305,4480,4655,4300,4475,4650       | 121.17   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 7.91                   | 17.47            | 6   | 2702,2877,3052,2697,2872,3047       | 120.86   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 4096       | 44.0                   | 96.97            | 6   | 15841,16016,16191,15836,16011,16186 | 120.39   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 19.62                  | 43.13            | 6   | 12159,12334,12509,12154,12329,12504 | 119.83   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 20.32                  | 44.57            | 6   | 12684,12859,13034,12679,12854,13029 | 119.34   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 20.37                  | 44.67            | 6   | 11109,11284,11459,11104,11279,11454 | 119.29   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 10.41                  | 22.8             | 6   | 12152,12327,12502,12147,12322,12497 | 119.02   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 49.28                  | 107.71           | 6   | 2723,2898,3073,2718,2893,3068       | 118.57   |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 44.35                  | 96.37            | 6   | 10066,10241,10416,10061,10236,10411 | 117.29   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 1024       | 7.72                   | 16.59            | 6   | 5327,5502,5677,5322,5497,5672       | 114.9    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 1024       | 12.72                  | 27.17            | 6   | 14777,14952,15127,14772,14947,15122 | 113.6    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 565536     | 4609.34                | 9800.41          | 6   | 12250,12425,12600,12245,12420,12595 | 112.62   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 16384      | 98.97                  | 209.93           | 6   | 5355,5530,5705,5350,5525,5700       | 112.11   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 1024       | 12.2                   | 25.79            | 6   | 15827,16002,16177,15822,15997,16172 | 111.39   |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 11.01                  | 23.23            | 6   | 12677,12852,13027,12672,12847,13022 | 110.99   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 8192       | 50.65                  | 106.54           | 6   | 3773,3948,4123,3768,3943,4118       | 110.35   |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 8.14                   | 17.05            | 6   | 3752,3927,4102,3747,3922,4097       | 109.46   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 503036     | 4099.49                | 8456.77          | 6   | 12243,12418,12593,12238,12413,12588 | 106.29   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 565536     | 4843.39                | 9984.55          | 6   | 11200,11375,11550,11195,11370,11545 | 106.15   |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 14.61                  | 29.87            | 6   | 5334,5509,5684,5329,5504,5679       | 104.45   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 503036     | 4321.33                | 8718.55          | 6   | 11193,11368,11543,11188,11363,11538 | 101.76   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 11.68                  | 23.53            | 6   | 11102,11277,11452,11097,11272,11447 | 101.46   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 440536     | 3582.23                | 7210.71          | 6   | 12236,12411,12586,12231,12406,12581 | 101.29   |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1890.12                | 3793.99          | 6   | 14833,15008,15183,14828,15003,15178 | 100.73   |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 440536     | 3765.3                 | 7411.24          | 6   | 11186,11361,11536,11181,11356,11531 | 96.83    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 7304.16                | 14340.74         | 6   | 25669,25872,26075,25664,25867,26070 | 96.34    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 512        | 7.23                   | 14.18            | 6   | 14770,14945,15120,14765,14940,15115 | 96.13    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 378036     | 3068.86                | 5959.83          | 6   | 12229,12404,12579,12224,12399,12574 | 94.2     |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 6.27                   | 12.1             | 6   | 12670,12845,13020,12665,12840,13015 | 92.98    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 1276.92                | 2463.34          | 6   | 14826,15001,15176,14821,14996,15171 | 92.91    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 3242.55                | 6254.92          | 6   | 11179,11354,11529,11174,11349,11524 | 92.9     |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 13.22                  | 25.45            | 6   | 9002,9177,9352,8997,9172,9347       | 92.51    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 27.34                  | 52.62            | 6   | 5341,5516,5691,5336,5511,5686       | 92.47    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1870.07                | 3586.18          | 6   | 15883,16058,16233,15878,16053,16228 | 91.77    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 4.7                    | 8.97             | 6   | 5320,5495,5670,5315,5490,5665       | 90.85    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 1258.84                | 2372.96          | 6   | 9051,9226,9401,9046,9221,9396       | 88.5     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 6048576    | 5441.85                | 10218.76         | 6   | 25655,25858,26061,25650,25853,26056 | 87.78    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 97.46                  | 182.81           | 6   | 2730,2905,3080,2725,2900,3075       | 87.57    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 128036     | 446.04                 | 834.14           | 6   | 8526,8701,8876,8521,8696,8871       | 87.01    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 1048576    | 964.99                 | 1801.49          | 6   | 25620,25823,26026,25615,25818,26021 | 86.68    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 315536     | 2708.05                | 5046.86          | 6   | 11172,11347,11522,11167,11342,11517 | 86.37    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 190.47                 | 354.29           | 6   | 2737,2912,3087,2732,2907,3082       | 86.01    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 4048576    | 3683.86                | 6851.81          | 6   | 25641,25844,26047,25636,25839,26042 | 86.0     |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 9048576    | 8249.1                 | 15339.83         | 6   | 25676,25879,26082,25671,25874,26077 | 85.96    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 315536     | 2557.98                | 4749.6           | 6   | 12222,12397,12572,12217,12392,12567 | 85.68    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 65536      | 238.07                 | 442.04           | 6   | 8519,8694,8869,8514,8689,8864       | 85.68    |
| 7   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 6.33                   | 11.74            | 6   | 13720,13895,14070,13715,13890,14065 | 85.47    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 4.94                   | 9.14             | 6   | 3745,3920,4095,3740,3915,4090       | 85.02    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 7048576    | 6469.54                | 11935.64         | 6   | 25662,25865,26068,25657,25860,26063 | 84.49    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 3048576    | 2802.09                | 5168.53          | 6   | 25634,25837,26040,25629,25832,26035 | 84.45    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 5048576    | 4628.18                | 8535.1           | 6   | 25648,25851,26054,25643,25846,26049 | 84.42    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 524288     | 492.16                 | 902.76           | 6   | 25613,25816,26019,25608,25811,26014 | 83.43    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 7.44                   | 13.64            | 6   | 8995,9170,9345,8990,9165,9340       | 83.33    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 7.19                   | 13.17            | 6   | 10045,10220,10395,10040,10215,10390 | 83.17    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 32768      | 122.55                 | 224.1            | 6   | 8512,8687,8862,8507,8682,8857       | 82.86    |
| 8   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 1261.1                 | 2286.26          | 6   | 15876,16051,16226,15871,16046,16221 | 81.29    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1253.12                | 2252.92          | 6   | 10101,10276,10451,10096,10271,10446 | 79.78    |
| 5   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 327.1                  | 587.53           | 6   | 9037,9212,9387,9032,9207,9382       | 79.62    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 26.25                  | 47.11            | 6   | 2716,2891,3066,2711,2886,3061       | 79.47    |
| 6   | 80         | 10000000 | 625000    | 117648   | 16   | 0     | 16   | io_uring | 12        | 16  | increase  | desc        | desc       | 253036     | 2053.3                 | 3682.22          | 6   | 12215,12390,12565,12210,12385,12560 | 79.33    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 5.04                   | 8.99             | 6   | 4270,4445,4620,4265,4440,4615       | 78.37    |
| 3   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 10.51                  | 18.74            | 6   | 4277,4452,4627,4272,4447,4622       | 78.31    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 1.4                    | 2.48             | 6   | 24381,24549,24717,24376,24544,24712 | 77.14    |
