+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+----------------------------+----------+-----+-------------------------------------+---------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-43ff7415 |  master  | cnt |                 qid                 |  diff   | pct_diff |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 503036     | 3658.89                    | 9573.18  | 6   | 691,866,1041,687,862,1037           | 5914.29 | 161.64   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 503036     | 3690.27                    | 9454.34  | 6   | 6466,6641,6816,6462,6637,6812       | 5764.07 | 156.2    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 503036     | 3830.83                    | 9507.02  | 6   | 7516,7691,7866,7512,7687,7862       | 5676.19 | 148.17   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 282768     | 3104.69                    | 8771.82  | 6   | 22006,22174,22342,22002,22170,22338 | 5667.13 | 182.53   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 282768     | 3045.94                    | 8667.11  | 6   | 20494,20662,20830,20490,20658,20826 | 5621.17 | 184.55   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 251518     | 4323.38                    | 9812.46  | 6   | 18471,18639,18807,18467,18635,18803 | 5489.08 | 126.96   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 251518     | 4310.5                     | 9717.53  | 6   | 24015,24183,24351,24011,24179,24347 | 5407.03 | 125.44   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 220268     | 3349.54                    | 8594.71  | 6   | 17456,17624,17792,17452,17620,17788 | 5245.17 | 156.59   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 251518     | 2500.94                    | 7717.1   | 6   | 20991,21159,21327,20987,21155,21323 | 5216.16 | 208.57   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 220268     | 3345.77                    | 8559.42  | 6   | 23000,23168,23336,22996,23164,23332 | 5213.65 | 155.83   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 440536     | 3198.28                    | 8297.19  | 6   | 6459,6634,6809,6455,6630,6805       | 5098.91 | 159.43   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 251518     | 2708.51                    | 7787.15  | 6   | 21999,22167,22335,21995,22163,22331 | 5078.64 | 187.51   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 440536     | 3217.78                    | 8296.41  | 6   | 684,859,1034,680,855,1030           | 5078.63 | 157.83   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 251518     | 2713.39                    | 7725.46  | 6   | 20487,20655,20823,20483,20651,20819 | 5012.07 | 184.72   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 440536     | 3405.48                    | 8379.95  | 6   | 1734,1909,2084,1730,1905,2080       | 4974.47 | 146.07   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 440536     | 3378.59                    | 8334.15  | 6   | 7509,7684,7859,7505,7680,7855       | 4955.56 | 146.68   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 220268     | 3785.81                    | 8572.3   | 6   | 18464,18632,18800,18460,18628,18796 | 4786.49 | 126.43   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 220268     | 3850.75                    | 8556.1   | 6   | 24008,24176,24344,24004,24172,24340 | 4705.35 | 122.19   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 220268     | 2189.2                     | 6774.8   | 6   | 20984,21152,21320,20980,21148,21316 | 4585.6  | 209.46   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 189018     | 2894.16                    | 7367.86  | 6   | 22993,23161,23329,22989,23157,23325 | 4473.7  | 154.58   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 220268     | 2369.19                    | 6822.31  | 6   | 21992,22160,22328,21988,22156,22324 | 4453.12 | 187.96   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 220268     | 2342.27                    | 6771.65  | 6   | 20480,20648,20816,20476,20644,20812 | 4429.38 | 189.11   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 378036     | 2790.0                     | 7152.83  | 6   | 677,852,1027,673,848,1023           | 4362.83 | 156.37   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 378036     | 2925.85                    | 7154.76  | 6   | 7502,7677,7852,7498,7673,7848       | 4228.91 | 144.54   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 378036     | 2881.8                     | 7105.18  | 6   | 1727,1902,2077,1723,1898,2073       | 4223.38 | 146.55   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 189018     | 3278.37                    | 7390.26  | 6   | 24001,24169,24337,23997,24165,24333 | 4111.89 | 125.42   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 189018     | 3261.48                    | 7346.55  | 6   | 18457,18625,18793,18453,18621,18789 | 4085.07 | 125.25   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 189018     | 1845.29                    | 5815.47  | 6   | 19465,19633,19801,19461,19629,19797 | 3970.18 | 215.15   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 189018     | 1864.2                     | 5813.88  | 6   | 20977,21145,21313,20973,21141,21309 | 3949.68 | 211.87   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 251518     | 5842.16                    | 9767.59  | 6   | 23007,23175,23343,23003,23171,23339 | 3925.43 | 67.19    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 189018     | 2034.56                    | 5834.38  | 6   | 20473,20641,20809,20469,20637,20805 | 3799.82 | 186.76   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 157768     | 2377.82                    | 6166.78  | 6   | 22986,23154,23322,22982,23150,23318 | 3788.96 | 159.35   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 189018     | 2035.12                    | 5821.68  | 6   | 21985,22153,22321,21981,22149,22317 | 3786.56 | 186.06   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 315536     | 2298.65                    | 5980.0   | 6   | 6445,6620,6795,6441,6616,6791       | 3681.35 | 160.15   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 315536     | 2310.72                    | 5987.31  | 6   | 670,845,1020,666,841,1016           | 3676.59 | 159.11   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 315536     | 2415.44                    | 6006.06  | 6   | 7495,7670,7845,7491,7666,7841       | 3590.62 | 148.65   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 315536     | 2417.99                    | 5936.54  | 6   | 1720,1895,2070,1716,1891,2066       | 3518.55 | 145.52   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 157768     | 2692.53                    | 6179.39  | 6   | 18450,18618,18786,18446,18614,18782 | 3486.86 | 129.5    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 157768     | 2719.67                    | 6145.93  | 6   | 23994,24162,24330,23990,24158,24326 | 3426.26 | 125.98   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 157768     | 1538.53                    | 4845.43  | 6   | 19458,19626,19794,19454,19622,19790 | 3306.9  | 214.94   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 157768     | 1713.74                    | 4881.42  | 6   | 21978,22146,22314,21974,22142,22310 | 3167.68 | 184.84   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 157768     | 1719.83                    | 4856.42  | 6   | 20466,20634,20802,20462,20630,20798 | 3136.59 | 182.38   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 189018     | 4354.84                    | 7327.05  | 6   | 17449,17617,17785,17445,17613,17781 | 2972.21 | 68.25    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 253036     | 1843.44                    | 4815.19  | 6   | 6438,6613,6788,6434,6609,6784       | 2971.75 | 161.21   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 126518     | 1922.34                    | 4891.74  | 6   | 22979,23147,23315,22975,23143,23311 | 2969.4  | 154.47   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 253036     | 1859.19                    | 4821.26  | 6   | 663,838,1013,659,834,1009           | 2962.07 | 159.32   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 378036     | 4265.79                    | 7214.38  | 6   | 6452,6627,6802,6448,6623,6798       | 2948.59 | 69.12    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 126518     | 1960.26                    | 4893.0   | 6   | 17435,17603,17771,17431,17599,17767 | 2932.74 | 149.61   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 253036     | 1943.17                    | 4827.27  | 6   | 1713,1888,2063,1709,1884,2059       | 2884.1  | 148.42   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 253036     | 1926.51                    | 4761.59  | 6   | 7488,7663,7838,7484,7659,7834       | 2835.08 | 147.16   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 126518     | 2208.3                     | 4948.86  | 6   | 23987,24155,24323,23983,24151,24319 | 2740.56 | 124.1    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 126518     | 2194.55                    | 4935.04  | 6   | 18443,18611,18779,18439,18607,18775 | 2740.49 | 124.88   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 126518     | 1237.08                    | 3902.95  | 6   | 19451,19619,19787,19447,19615,19783 | 2665.87 | 215.5    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 126518     | 1248.69                    | 3886.61  | 6   | 20963,21131,21299,20959,21127,21295 | 2637.92 | 211.25   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 126518     | 1382.59                    | 3919.59  | 6   | 20459,20627,20795,20455,20623,20791 | 2537.0  | 183.5    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 157768     | 3636.83                    | 6111.56  | 6   | 17442,17610,17778,17438,17606,17774 | 2474.73 | 68.05    |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 95268      | 1454.44                    | 3733.91  | 6   | 22972,23140,23308,22968,23136,23304 | 2279.47 | 156.72   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 95268      | 1472.89                    | 3696.82  | 6   | 17428,17596,17764,17424,17592,17760 | 2223.93 | 150.99   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 190536     | 1390.89                    | 3607.1   | 6   | 6431,6606,6781,6427,6602,6777       | 2216.21 | 159.34   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 190536     | 1408.44                    | 3577.57  | 6   | 656,831,1006,652,827,1002           | 2169.13 | 154.01   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 190536     | 1468.88                    | 3623.09  | 6   | 7481,7656,7831,7477,7652,7827       | 2154.21 | 146.66   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 190536     | 1484.28                    | 3602.56  | 6   | 1706,1881,2056,1702,1877,2052       | 2118.28 | 142.71   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 95268      | 1654.68                    | 3715.87  | 6   | 18436,18604,18772,18432,18600,18768 | 2061.19 | 124.57   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 95268      | 1639.35                    | 3699.59  | 6   | 23980,24148,24316,23976,24144,24312 | 2060.24 | 125.67   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 95268      | 939.7                      | 2954.11  | 6   | 20956,21124,21292,20952,21120,21288 | 2014.41 | 214.37   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 95268      | 931.28                     | 2945.39  | 6   | 19444,19612,19780,19440,19608,19776 | 2014.11 | 216.27   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 95268      | 1039.96                    | 2938.8   | 6   | 21964,22132,22300,21960,22128,22296 | 1898.84 | 182.59   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 503036     | 7610.81                    | 9446.55  | 6   | 1741,1916,2091,1737,1912,2087       | 1835.74 | 24.12    |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 5233.74                    | 6798.81  | 6   | 19472,19640,19808,19468,19636,19804 | 1565.07 | 29.9     |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 64018      | 991.57                     | 2502.42  | 6   | 22965,23133,23301,22961,23129,23297 | 1510.85 | 152.37   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 128036     | 935.84                     | 2433.3   | 6   | 649,824,999,645,820,995             | 1497.46 | 160.01   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 128036     | 947.27                     | 2428.88  | 6   | 6424,6599,6774,6420,6595,6770       | 1481.61 | 156.41   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 128036     | 982.91                     | 2439.56  | 6   | 7474,7649,7824,7470,7645,7820       | 1456.65 | 148.2    |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 128036     | 1000.21                    | 2408.37  | 6   | 1699,1874,2049,1695,1870,2045       | 1408.16 | 140.79   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 64018      | 1117.28                    | 2498.43  | 6   | 23973,24141,24309,23969,24137,24305 | 1381.15 | 123.62   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 64018      | 631.33                     | 1993.61  | 6   | 20949,21117,21285,20945,21113,21281 | 1362.28 | 215.78   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 64018      | 633.4                      | 1980.46  | 6   | 19437,19605,19773,19433,19601,19769 | 1347.06 | 212.67   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 64018      | 693.25                     | 1980.58  | 6   | 20445,20613,20781,20441,20609,20777 | 1287.33 | 185.69   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 95268      | 1664.81                    | 2946.21  | 6   | 20452,20620,20788,20448,20616,20784 | 1281.4  | 76.97    |
| 2   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | desc        | desc       | 378036     | 4811.53                    | 6072.64  | 6   | 2777,2952,3127,2773,2948,3123       | 1261.11 | 26.21    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 3763.84                    | 4904.02  | 6   | 20970,21138,21306,20966,21134,21302 | 1140.18 | 30.29    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 64018      | 1484.35                    | 2513.9   | 6   | 17421,17589,17757,17417,17585,17753 | 1029.55 | 69.36    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 64018      | 1589.67                    | 2486.88  | 6   | 18429,18597,18765,18425,18593,18761 | 897.21  | 56.44    |
| 13  | 80         | 10000000 | 10000000  | 117648   | 1024 | 8     | 1    | worker   | 12        | 16  | increase  | asc         | desc       | 8048576    | 12529.62                   | 13409.98 | 6   | 25667,25870,26073,25663,25866,26069 | 880.36  | 7.03     |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64018      | 1117.58                    | 1977.66  | 6   | 21957,22125,22293,21953,22121,22289 | 860.08  | 76.96    |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 126518     | 3051.0                     | 3899.75  | 6   | 21971,22139,22307,21967,22135,22303 | 848.75  | 27.82    |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 499.3                      | 1284.88  | 6   | 17414,17582,17750,17410,17578,17746 | 785.58  | 157.34   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | asc        | 65536      | 481.6                      | 1251.37  | 6   | 6417,6592,6767,6413,6588,6763       | 769.77  | 159.84   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | desc        | asc        | 32768      | 511.7                      | 1276.6   | 6   | 22958,23126,23294,22954,23122,23290 | 764.9   | 149.48   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | desc       | 65536      | 487.04                     | 1246.99  | 6   | 642,817,992,638,813,988             | 759.95  | 156.03   |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | decrease  | desc        | asc        | 65536      | 507.59                     | 1255.68  | 6   | 7467,7642,7817,7463,7638,7813       | 748.09  | 147.38   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | io_uring | 12        | 16  | increase  | asc         | desc       | 65536      | 506.61                     | 1250.48  | 6   | 1692,1867,2042,1688,1863,2038       | 743.87  | 146.83   |
| 12  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | desc        | asc        | 32768      | 570.48                     | 1279.14  | 6   | 23966,24134,24302,23962,24130,24298 | 708.66  | 124.22   |
| 9   | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 571.66                     | 1275.48  | 6   | 18422,18590,18758,18418,18586,18754 | 703.82  | 123.12   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 327.24                     | 1029.75  | 6   | 20942,21110,21278,20938,21106,21274 | 702.51  | 214.68   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 32768      | 326.54                     | 1007.47  | 6   | 19430,19598,19766,19426,19594,19762 | 680.93  | 208.53   |
| 11  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 32768      | 359.7                      | 1011.36  | 6   | 21950,22118,22286,21946,22114,22282 | 651.66  | 181.17   |
| 10  | 100        | 10000000 | 312500    | 93458    | 64   | 2     | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 357.08                     | 1002.86  | 6   | 20438,20606,20774,20434,20602,20770 | 645.78  | 180.85   |
| 1   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | increase  | asc         | asc        | 565536     | 1490.15                    | 1937.89  | 6   | 173,348,523,169,344,519             | 447.74  | 30.05    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 565536     | 1487.84                    | 1921.73  | 6   | 6998,7173,7348,6994,7169,7344       | 433.89  | 29.16    |
| 4   | 100        | 10000000 | 625000    | 93458    | 0    | 8     | 16   | worker   | 12        | 16  | decrease  | desc        | desc       | 503036     | 1316.17                    | 1707.84  | 6   | 6991,7166,7341,6987,7162,7337       | 391.67  | 29.76    |
