+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+---------------+-------------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-munro | patched-geoghegan-munro | cnt |                 qid                 | pct_diff |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.86          | 2.41                    | 6   | 9005,9125,9245,9004,9124,9244       | 29.57    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 2.21          | 2.86                    | 6   | 7570,7690,7810,7569,7689,7809       | 29.41    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 64         | 6.39          | 8.22                    | 6   | 5300,5435,5570,5299,5434,5569       | 28.64    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 64         | 9.94          | 12.75                   | 6   | 1655,1790,1925,1654,1789,1924       | 28.27    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 8          | 3.27          | 4.16                    | 6   | 5690,5825,5960,5689,5824,5959       | 27.22    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4096       | 28.13         | 35.42                   | 6   | 3710,3845,3980,3709,3844,3979       | 25.92    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 2.21          | 2.77                    | 6   | 7225,7345,7465,7224,7344,7464       | 25.34    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 256        | 11.74         | 14.71                   | 6   | 3690,3825,3960,3689,3824,3959       | 25.3     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 2          | 1.18          | 1.47                    | 6   | 1225,1360,1495,1224,1359,1494       | 24.58    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1          | 1.19          | 1.48                    | 6   | 4055,4190,4325,4054,4189,4324       | 24.37    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 16         | 4.48          | 5.54                    | 6   | 4885,5020,5155,4884,5019,5154       | 23.66    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 16         | 4.74          | 5.85                    | 6   | 430,565,700,429,564,699             | 23.42    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 16         | 4.86          | 5.99                    | 6   | 2455,2590,2725,2454,2589,2724       | 23.25    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 1          | 1.0           | 1.23                    | 6   | 815,950,1085,814,949,1084           | 23.0     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 1          | 0.97          | 1.19                    | 6   | 4865,5000,5135,4864,4999,5134       | 22.68    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 512        | 12.89         | 15.72                   | 6   | 5720,5855,5990,5719,5854,5989       | 21.96    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2          | 1.38          | 1.68                    | 6   | 10090,10210,10330,10089,10209,10329 | 21.74    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 1          | 1.06          | 1.29                    | 6   | 5675,5810,5945,5674,5809,5944       | 21.7     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 256        | 9.48          | 11.5                    | 6   | 3285,3420,3555,3284,3419,3554       | 21.31    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 11.2          | 13.58                   | 6   | 1260,1395,1530,1259,1394,1529       | 21.25    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 512        | 14.78         | 17.8                    | 6   | 4505,4640,4775,4504,4639,4774       | 20.43    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 4          | 1.91          | 2.3                     | 6   | 1230,1365,1500,1229,1364,1499       | 20.42    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1024       | 13.43         | 16.13                   | 6   | 1675,1810,1945,1674,1809,1944       | 20.1     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 16         | 5.26          | 6.3                     | 6   | 3670,3805,3940,3669,3804,3939       | 19.77    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 8          | 3.2           | 3.82                    | 6   | 3260,3395,3530,3259,3394,3529       | 19.37    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 2.07          | 2.47                    | 6   | 3660,3795,3930,3659,3794,3929       | 19.32    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 9.53          | 11.35                   | 6   | 3280,3415,3550,3279,3414,3549       | 19.1     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 2          | 1.42          | 1.69                    | 6   | 3655,3790,3925,3654,3789,3924       | 19.01    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 2.45          | 2.91                    | 6   | 6855,6975,7095,6854,6974,7094       | 18.78    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 2          | 1.37          | 1.62                    | 6   | 5275,5410,5545,5274,5409,5544       | 18.25    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 64         | 9.59          | 11.31                   | 6   | 5705,5840,5975,5704,5839,5974       | 17.94    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2048       | 21.13         | 24.91                   | 6   | 1680,1815,1950,1679,1814,1949       | 17.89    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 128        | 11.08         | 13.06                   | 6   | 3685,3820,3955,3684,3819,3954       | 17.87    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 4.02          | 4.73                    | 2   | 10475,10474                         | 17.66    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 1          | 1.05          | 1.23                    | 6   | 2435,2570,2705,2434,2569,2704       | 17.14    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 512        | 38.62         | 45.11                   | 6   | 7610,7730,7850,7609,7729,7849       | 16.8     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 2          | 1.38          | 1.61                    | 6   | 1630,1765,1900,1629,1764,1899       | 16.67    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.22          | 1.42                    | 6   | 3245,3380,3515,3244,3379,3514       | 16.39    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 11.24         | 13.06                   | 6   | 7600,7720,7840,7599,7719,7839       | 16.19    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 64         | 8.97          | 10.41                   | 6   | 4895,5030,5165,4894,5029,5164       | 16.05    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 64         | 8.15          | 9.45                    | 6   | 2060,2195,2330,2059,2194,2329       | 15.95    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 64         | 9.99          | 11.58                   | 6   | 4490,4625,4760,4489,4624,4759       | 15.92    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16         | 5.0           | 5.77                    | 6   | 2860,2995,3130,2859,2994,3129       | 15.4     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 16         | 5.48          | 6.32                    | 6   | 835,970,1105,834,969,1104           | 15.33    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 2.65          | 3.05                    | 6   | 7940,8060,8180,7939,8059,8179       | 15.09    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 2.11          | 2.42                    | 6   | 6850,6970,7090,6849,6969,7089       | 14.69    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 128        | 8.19          | 9.34                    | 6   | 850,985,1120,849,984,1119           | 14.04    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 13.14         | 14.91                   | 6   | 4100,4235,4370,4099,4234,4369       | 13.47    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 32         | 6.89          | 7.81                    | 6   | 5295,5430,5565,5294,5429,5564       | 13.35    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 64018      | 913.36        | 1034.57                 | 6   | 7285,7405,7525,7284,7404,7524       | 13.27    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 8          | 2.94          | 3.33                    | 6   | 1235,1370,1505,1234,1369,1504       | 13.27    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8          | 3.24          | 3.66                    | 6   | 6095,6230,6365,6094,6229,6364       | 12.96    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 1          | 1.24          | 1.4                     | 6   | 2840,2975,3110,2839,2974,3109       | 12.9     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8          | 2.53          | 2.85                    | 2   | 10460,10459                         | 12.65    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 9.98          | 11.23                   | 6   | 5710,5845,5980,5709,5844,5979       | 12.53    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 1.22          | 1.37                    | 6   | 3650,3785,3920,3649,3784,3919       | 12.3     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 282768     | 4005.83       | 4497.61                 | 6   | 7320,7440,7560,7319,7439,7559       | 12.28    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 1          | 1.06          | 1.19                    | 6   | 5,140,275,4,139,274                 | 12.26    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | desc       | 32         | 7.97          | 8.93                    | 6   | 3675,3810,3945,3674,3809,3944       | 12.05    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 8          | 3.04          | 3.4                     | 6   | 1640,1775,1910,1639,1774,1909       | 11.84    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 21.12         | 23.52                   | 6   | 2895,3030,3165,2894,3029,3164       | 11.36    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 4          | 2.25          | 2.5                     | 2   | 10455,10454                         | 11.11    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.56          | 1.73                    | 6   | 9010,9130,9250,9009,9129,9249       | 10.9     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 32         | 7.25          | 8.03                    | 6   | 6105,6240,6375,6104,6239,6374       | 10.76    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4          | 2.05          | 2.27                    | 6   | 6090,6225,6360,6089,6224,6359       | 10.73    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 4          | 2.07          | 2.29                    | 6   | 1635,1770,1905,1634,1769,1904       | 10.63    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | asc        | 16         | 2.85          | 3.15                    | 6   | 7945,8065,8185,7944,8064,8184       | 10.53    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 16384      | 369.77        | 408.62                  | 2   | 10515,10514                         | 10.51    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 2          | 1.55          | 1.71                    | 6   | 2845,2980,3115,2844,2979,3114       | 10.32    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 8192       | 189.52        | 208.69                  | 2   | 10510,10509                         | 10.12    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 32         | 8.64          | 9.51                    | 6   | 2460,2595,2730,2459,2594,2729       | 10.07    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4          | 2.13          | 2.33                    | 6   | 2850,2985,3120,2849,2984,3119       | 9.39     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1          | 1.22          | 1.33                    | 6   | 4460,4595,4730,4459,4594,4729       | 9.02     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 4          | 2.34          | 2.55                    | 6   | 9735,9855,9975,9734,9854,9974       | 8.97     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 8          | 3.12          | 3.4                     | 6   | 425,560,695,424,559,694             | 8.97     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 16         | 5.16          | 5.62                    | 6   | 2050,2185,2320,2049,2184,2319       | 8.91     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 2          | 1.35          | 1.47                    | 6   | 415,550,685,414,549,684             | 8.89     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 95268      | 2132.55       | 2319.76                 | 2   | 10530,10529                         | 8.78     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 1          | 1.19          | 1.29                    | 6   | 1625,1760,1895,1624,1759,1894       | 8.4      |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 14.25         | 15.44                   | 6   | 2480,2615,2750,2479,2614,2749       | 8.35     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 512        | 15.46         | 16.67                   | 6   | 8690,8810,8930,8689,8809,8929       | 7.83     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 2.3           | 2.48                    | 6   | 4065,4200,4335,4064,4199,4334       | 7.83     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 4          | 2.05          | 2.21                    | 6   | 4875,5010,5145,4874,5009,5144       | 7.8      |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 126518     | 2850.91       | 3065.4                  | 2   | 10535,10534                         | 7.52     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 16         | 5.19          | 5.58                    | 6   | 5290,5425,5560,5289,5424,5559       | 7.51     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 1          | 1.24          | 1.33                    | 6   | 5270,5405,5540,5269,5404,5539       | 7.26     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 4          | 1.67          | 1.79                    | 6   | 8295,8415,8535,8294,8414,8534       | 7.19     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 1024       | 27.31         | 29.27                   | 6   | 8695,8815,8935,8694,8814,8934       | 7.18     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 32768      | 176.15        | 188.77                  | 6   | 4535,4670,4805,4534,4669,4804       | 7.16     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 18.43         | 19.74                   | 6   | 1270,1405,1540,1269,1404,1539       | 7.11     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4          | 1.71          | 1.83                    | 6   | 10095,10215,10335,10094,10214,10334 | 7.02     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 220268     | 3189.88       | 3407.22                 | 6   | 7310,7430,7550,7309,7429,7549       | 6.81     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 4          | 2.07          | 2.21                    | 6   | 5685,5820,5955,5684,5819,5954       | 6.76     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 4          | 2.14          | 2.28                    | 6   | 825,960,1095,824,959,1094           | 6.54     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2          | 1.69          | 1.8                     | 6   | 3250,3385,3520,3249,3384,3519       | 6.51     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 32768      | 755.1         | 803.34                  | 6   | 8720,8840,8960,8719,8839,8959       | 6.39     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 95268      | 2186.25       | 2325.41                 | 6   | 8730,8850,8970,8729,8849,8969       | 6.37     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 2          | 1.45          | 1.54                    | 6   | 4465,4600,4735,4464,4599,4734       | 6.21     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 4096       | 25.81         | 27.4                    | 6   | 6140,6275,6410,6139,6274,6409       | 6.16     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | desc       | 1          | 1.97          | 2.09                    | 6   | 9725,9845,9965,9724,9844,9964       | 6.09     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | desc       | 8192       | 41.46         | 43.98                   | 6   | 6145,6280,6415,6144,6279,6414       | 6.08     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | desc       | 189018     | 4430.51       | 4699.68                 | 2   | 10545,10544                         | 6.08     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | asc        | 8192       | 124.17        | 131.71                  | 6   | 7270,7390,7510,7269,7389,7509       | 6.07     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 2048       | 21.74         | 23.06                   | 6   | 2490,2625,2760,2489,2624,2759       | 6.07     |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 4          | 2.32          | 2.46                    | 6   | 5280,5415,5550,5279,5414,5549       | 6.03     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 2.06          | 2.18                    | 6   | 420,555,690,419,554,689             | 5.83     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 157768     | 3583.12       | 3791.66                 | 6   | 8740,8860,8980,8739,8859,8979       | 5.82     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.06          | 1.12                    | 6   | 410,545,680,409,544,679             | 5.66     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | desc       | 128        | 13.2          | 13.92                   | 6   | 1255,1390,1525,1254,1389,1524       | 5.45     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 17.6          | 18.56                   | 6   | 460,595,730,459,594,729             | 5.45     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 8.81          | 9.28                    | 6   | 2870,3005,3140,2869,3004,3139       | 5.33     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | asc         | asc        | 8          | 3.38          | 3.56                    | 6   | 830,965,1100,829,964,1099           | 5.33     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | asc        | 189018     | 4333.28       | 4560.22                 | 6   | 8745,8865,8985,8744,8864,8984       | 5.24     |
