+-----+------------+----------+-----------+----------+------+-------+------+----------+-----------+-----+-----------+-------------+------------+------------+-------------------------+-------------------+-----+-------------------------------------+----------+
| did | fillfactor |   rows   | ndistinct | relpages | fuzz | fuzz2 | step | iomethod | ioworkers | eic | direction | index_order | scan_order | num_values | patched-geoghegan-munro | patched-geoghegan | cnt |                 qid                 | pct_diff |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1012144    | 4971.32                 | 11654.79          | 6   | 4159,4294,4429,4158,4293,4428       | 134.44   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 4096       | 135.56                  | 313.17            | 6   | 9424,9544,9664,9423,9543,9663       | 131.02   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 189018     | 6142.48                 | 14138.77          | 6   | 8384,8504,8624,8383,8503,8623       | 130.18   |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 65536      | 333.88                  | 767.91            | 6   | 4134,4269,4404,4133,4268,4403       | 130.0    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 32768      | 1062.96                 | 2439.99           | 6   | 9439,9559,9679,9438,9558,9678       | 129.55   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 251518     | 8148.26                 | 18618.71          | 6   | 8394,8514,8634,8393,8513,8633       | 128.5    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 64018      | 2087.46                 | 4742.33           | 6   | 9444,9564,9684,9443,9563,9683       | 127.18   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 95268      | 3096.48                 | 7026.81           | 6   | 9449,9569,9689,9448,9568,9688       | 126.93   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 8192       | 302.44                  | 671.45            | 6   | 7629,7749,7869,7628,7748,7868       | 122.01   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 189018     | 6905.39                 | 15180.41          | 6   | 7664,7784,7904,7663,7783,7903       | 119.83   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 32768      | 1227.93                 | 2663.89           | 6   | 6919,7039,7159,6918,7038,7158       | 116.94   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 2048       | 79.08                   | 170.08            | 6   | 7619,7739,7859,7618,7738,7858       | 115.07   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 256        | 10.38                   | 22.06             | 6   | 10124,10244,10364,10123,10243,10363 | 112.52   |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 2048       | 80.11                   | 169.43            | 6   | 6899,7019,7139,6898,7018,7138       | 111.5    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 512        | 19.82                   | 41.62             | 6   | 8329,8449,8569,8328,8448,8568       | 109.99   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 2048       | 76.01                   | 158.97            | 6   | 8339,8459,8579,8338,8458,8578       | 109.14   |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 256        | 11.05                   | 22.7              | 6   | 9404,9524,9644,9403,9523,9643       | 105.43   |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 256        | 10.67                   | 21.14             | 6   | 9044,9164,9284,9043,9163,9283       | 98.13    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 256        | 12.48                   | 23.8              | 6   | 6884,7004,7124,6883,7003,7123       | 90.71    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 220268     | 7135.8                  | 13181.52          | 6   | 8389,8509,8629,8388,8508,8628       | 84.72    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | asc        | 2012144    | 10931.9                 | 19848.36          | 6   | 4989,5124,5259,4988,5123,5258       | 81.56    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1012144    | 5531.82                 | 10027.22          | 6   | 514,649,784,513,648,783             | 81.26    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 64018      | 2334.15                 | 4224.7            | 6   | 7644,7764,7884,7643,7763,7883       | 81.0     |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 131072     | 737.56                  | 1319.33           | 6   | 494,629,764,493,628,763             | 78.88    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1762144    | 8053.5                  | 14191.2           | 6   | 3364,3499,3634,3363,3498,3633       | 76.21    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 128        | 6.87                    | 12.07             | 6   | 9039,9159,9279,9038,9158,9278       | 75.69    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 762144     | 3533.5                  | 6198.87           | 6   | 2129,2264,2399,2128,2263,2398       | 75.43    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2012144    | 9165.52                 | 16048.75          | 6   | 3369,3504,3639,3368,3503,3638       | 75.1     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 762144     | 3487.08                 | 6071.62           | 6   | 3344,3479,3614,3343,3478,3613       | 74.12    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 262144     | 1222.42                 | 2122.82           | 6   | 2119,2254,2389,2118,2253,2388       | 73.66    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 1024       | 41.27                   | 71.14             | 6   | 7614,7734,7854,7613,7733,7853       | 72.38    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.12                    | 1.92              | 6   | 409,544,679,408,543,678             | 71.43    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 128        | 7.43                    | 12.66             | 6   | 6879,6999,7119,6878,6998,7118       | 70.39    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1262144    | 6217.73                 | 10355.4           | 6   | 4164,4299,4434,4163,4298,4433       | 66.55    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 131072     | 660.01                  | 1095.56           | 6   | 2924,3059,3194,2923,3058,3193       | 65.99    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 262144     | 1315.06                 | 2181.5            | 6   | 2929,3064,3199,2928,3063,3198       | 65.89    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 1512144    | 7474.02                 | 12396.88          | 6   | 4169,4304,4439,4168,4303,4438       | 65.87    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 189.49                  | 312.88            | 6   | 9064,9184,9304,9063,9183,9303       | 65.12    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 512        | 25.57                   | 41.92             | 6   | 10129,10249,10369,10128,10248,10368 | 63.94    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 251518     | 11370.56                | 18591.55          | 6   | 9114,9234,9354,9113,9233,9353       | 63.51    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 4096       | 189.04                  | 308.7             | 6   | 10144,10264,10384,10143,10263,10383 | 63.3     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 2048       | 97.03                   | 158.23            | 6   | 9059,9179,9299,9058,9178,9298       | 63.07    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 282768     | 12863.7                 | 20893.19          | 6   | 9119,9239,9359,9118,9238,9358       | 62.42    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 95268      | 4384.84                 | 7112.31           | 6   | 8369,8489,8609,8368,8488,8608       | 62.2     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 282768     | 13020.59                | 21001.34          | 6   | 9479,9599,9719,9478,9598,9718       | 61.29    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 157768     | 7330.89                 | 11752.56          | 6   | 9459,9579,9699,9458,9578,9698       | 60.32    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 1024       | 50.05                   | 80.12             | 6   | 9054,9174,9294,9053,9173,9293       | 60.08    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 189018     | 8807.02                 | 14062.64          | 6   | 9464,9584,9704,9463,9583,9703       | 59.68    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 126518     | 5873.73                 | 9345.25           | 6   | 8374,8494,8614,8373,8493,8613       | 59.1     |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 512        | 26.08                   | 41.46             | 6   | 9049,9169,9289,9048,9168,9288       | 58.97    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 32768      | 1671.88                 | 2649.08           | 6   | 7639,7759,7879,7638,7758,7878       | 58.45    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 16384      | 92.25                   | 145.92            | 6   | 2909,3044,3179,2908,3043,3178       | 58.18    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 95268      | 4868.63                 | 7675.2            | 6   | 7649,7769,7889,7648,7768,7888       | 57.65    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 126518     | 6539.63                 | 10210.86          | 6   | 6934,7054,7174,6933,7053,7173       | 56.14    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 282768     | 14413.56                | 22498.89          | 6   | 7679,7799,7919,7678,7798,7918       | 56.1     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 282768     | 14715.36                | 22959.96          | 6   | 6959,7079,7199,6958,7078,7198       | 56.03    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 1024       | 51.66                   | 80.57             | 6   | 8334,8454,8574,8333,8453,8573       | 55.96    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 126518     | 6502.0                  | 10116.0           | 6   | 7654,7774,7894,7653,7773,7893       | 55.58    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 251518     | 13028.52                | 20231.19          | 6   | 6954,7074,7194,6953,7073,7193       | 55.28    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 64018      | 3315.11                 | 5145.92           | 6   | 6924,7044,7164,6923,7043,7163       | 55.23    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 4096       | 215.88                  | 334.7             | 6   | 6904,7024,7144,6903,7023,7143       | 55.04    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 16384      | 851.88                  | 1318.87           | 6   | 6914,7034,7154,6913,7033,7153       | 54.82    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 95268      | 4943.97                 | 7617.42           | 6   | 6929,7049,7169,6928,7048,7168       | 54.07    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 220268     | 11450.76                | 17605.32          | 6   | 6949,7069,7189,6948,7068,7188       | 53.75    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 4096       | 218.8                   | 335.72            | 6   | 7624,7744,7864,7623,7743,7863       | 53.44    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 512        | 27.2                    | 41.65             | 6   | 9409,9529,9649,9408,9528,9648       | 53.13    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 256        | 9.57                    | 14.63             | 6   | 1664,1799,1934,1663,1798,1933       | 52.87    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 30.05                   | 45.33             | 6   | 6889,7009,7129,6888,7008,7128       | 50.85    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 8          | 2.56                    | 3.86              | 6   | 5284,5419,5554,5283,5418,5553       | 50.78    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 2048       | 18.39                   | 27.56             | 6   | 3299,3434,3569,3298,3433,3568       | 49.86    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | asc        | 8192       | 51.88                   | 77.27             | 6   | 4119,4254,4389,4118,4253,4388       | 48.94    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 256        | 15.97                   | 23.62             | 6   | 7604,7724,7844,7603,7723,7843       | 47.9     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | asc        | 8          | 1.96                    | 2.86              | 6   | 6499,6619,6739,6498,6618,6738       | 45.92    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 64         | 4.67                    | 6.8               | 6   | 10114,10234,10354,10113,10233,10353 | 45.61    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 15.06                   | 21.81             | 6   | 8324,8444,8564,8323,8443,8563       | 44.82    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 4096       | 243.06                  | 348.79            | 6   | 8344,8464,8584,8343,8463,8583       | 43.5     |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 1          | 1.6                     | 2.25              | 6   | 9364,9484,9604,9363,9483,9603       | 40.62    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | desc       | 4096       | 32.74                   | 46.02             | 6   | 2899,3034,3169,2898,3033,3168       | 40.56    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 128        | 8.47                    | 11.87             | 6   | 10119,10239,10359,10118,10238,10358 | 40.14    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 128        | 8.48                    | 11.81             | 6   | 9399,9519,9639,9398,9518,9638       | 39.27    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 1024       | 18.56                   | 25.59             | 6   | 459,594,729,458,593,728             | 37.88    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 64         | 5.63                    | 7.73              | 6   | 6874,6994,7114,6873,6993,7113       | 37.3     |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | asc         | desc       | 1024       | 15.3                    | 21.0              | 6   | 4509,4644,4779,4508,4643,4778       | 37.25    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 32         | 6.72                    | 9.22              | 6   | 434,569,704,433,568,703             | 37.2     |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 1          | 1.94                    | 2.65              | 6   | 6844,6964,7084,6843,6963,7083       | 36.6     |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 64         | 10.02                   | 13.62             | 6   | 2464,2599,2734,2463,2598,2733       | 35.93    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 128        | 8.77                    | 11.92             | 6   | 8319,8439,8559,8318,8438,8558       | 35.92    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | desc       | 256        | 10.38                   | 14.06             | 6   | 2069,2204,2339,2068,2203,2338       | 35.45    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 512        | 12.27                   | 16.28             | 6   | 454,589,724,453,588,723             | 32.68    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 64         | 5.18                    | 6.8               | 6   | 9034,9154,9274,9033,9153,9273       | 31.27    |
| 3   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | asc         | asc        | 1024       | 13.65                   | 17.64             | 6   | 3294,3429,3564,3293,3428,3563       | 29.23    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 32         | 6.27                    | 8.1               | 6   | 29,164,299,28,163,298               | 29.19    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | asc        | 256        | 9.31                    | 11.94             | 6   | 44,179,314,43,178,313               | 28.25    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | desc        | asc        | 512        | 11.64                   | 14.92             | 6   | 1669,1804,1939,1668,1803,1938       | 28.18    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 8192       | 539.74                  | 688.48            | 6   | 8349,8469,8589,8348,8468,8588       | 27.56    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 64         | 5.86                    | 7.44              | 6   | 7594,7714,7834,7593,7713,7833       | 26.96    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | asc         | desc       | 157768     | 8189.57                 | 10386.42          | 6   | 6939,7059,7179,6938,7058,7178       | 26.82    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 2048       | 126.8                   | 159.02            | 6   | 10139,10259,10379,10138,10258,10378 | 25.41    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | decrease  | asc         | asc        | 8192       | 495.39                  | 620.85            | 6   | 9429,9549,9669,9428,9548,9668       | 25.33    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | worker   | 12        | 16  | increase  | desc        | desc       | 16384      | 986.11                  | 1233.35           | 6   | 8354,8474,8594,8353,8473,8593       | 25.07    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | decrease  | desc        | asc        | 128        | 11.23                   | 14.03             | 6   | 5709,5844,5979,5708,5843,5978       | 24.93    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 220268     | 13140.3                 | 16410.75          | 6   | 10189,10309,10429,10188,10308,10428 | 24.89    |
| 2   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | io_uring | 12        | 16  | increase  | desc        | asc        | 128        | 10.5                    | 13.11             | 6   | 2469,2604,2739,2468,2603,2738       | 24.86    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 95268      | 5755.68                 | 7165.15           | 6   | 9089,9209,9329,9088,9208,9328       | 24.49    |
| 7   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | decrease  | asc         | asc        | 282768     | 16923.71                | 21065.79          | 6   | 10199,10319,10439,10198,10318,10438 | 24.48    |
| 1   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | increase  | asc         | desc       | 4          | 2.18                    | 2.71              | 6   | 419,554,689,418,553,688             | 24.31    |
| 5   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | asc         | desc       | 220268     | 14431.76                | 17936.93          | 6   | 7669,7789,7909,7668,7788,7908       | 24.29    |
| 6   | 40         | 10000000 | 312500    | 238096   | 0    | 512   | 32   | io_uring | 12        | 16  | increase  | desc        | desc       | 32768      | 1978.68                 | 2458.84           | 6   | 9079,9199,9319,9078,9198,9318       | 24.27    |
| 4   | 20         | 10000000 | 2500000   | 476191   | 1024 | 128   | 4    | worker   | 12        | 16  | decrease  | desc        | desc       | 256        | 9.56                    | 11.86             | 6   | 5309,5444,5579,5308,5443,5578       | 24.06    |
